SNOMED conceptID;Matecat vertaling
174207007;Endoscopische snare resectie van de laesie van sigmoid dikke darm met behulp van starre sigmo ï doscoop
174208002;Endoscopische cauterisatie van letsel van sigmoid dikke darm met behulp van starre sigmo ï doscoop
174209005;Endoscopische laser vernietiging van laesie van sigmoid dikke darm met behulp van starre sigmo ï doscoop
174210000;Endoscopische cryotherapie om letsel van sigmoid dikke darm met behulp van starre sigmo ï doscoop
174215005;Endoscopische verwijding van de sigmoid colon gebruik stijve sigmo ï doscoop
174216006;Endoscopisch verwijderen van vreemde lichaam van sigmo ï d gebruik van stijve sigmo ï doscoop
174217002;Endoscopisch inbrengen van de eileiders prothese in sigmo ï d behulp van stijve sigmo ï doscoop
174221009;Diagnostisch endoscopisch onderzoek van sigmoid colon en biopsie van de laesie van sigmo ï d gebruik stijve sigmo ï doscoop
174225000;Intubatie van de dikke darm voor de druk manometrie
174226004;Passage van flatus buis volvulus van het sigmoid colon verminderen
174228003;Irrigatie van de dikke darm
174240003;Proctectomy en anastomose van de dikke darm tot anus
174241004;Anterieure resectie van het rectum en de anastomose van de dikke darm te rectum met behulp van nietjes
174247000;Open uitsnijden van letsel van het rectum
174248005;Open cauterisatie van letsel van het rectum
174249002;Open cryotherapie om letsel van het rectum
174250002;Open laser vernietiging van laesie van rectum
174269007;Bewerkingen op rectum via de anus
174270008;Transsfincterische excisie van slijmvlies van het rectum
174272000;Transsfincterische vernietiging van laesie van rectum
174273005;Transsfincterische anastomose van de dikke darm tot anus
174278001;Rectosigmoidectomy en peranal anastomose
174283009;Peranal biopsie van de laesie of rectum
174286001;Perineale operaties voor rectale prolaps
174287005;Het inbrengen van omringende hechtdraad rond anus
174288000;Perianale passing van levator ani spieren en anale sluitspieren
174289008;Het inbrengen van supralevator sling
174290004;Verwijdering van omringende hechtdraad uit de hele perianale sluitspier
174296005;Handmatig verwijderen van vreemd lichaam van rectum
174297001;Handmatig verwijderen van be ï nvloed ontlasting uit het rectum
174298006;Onderzoek van rectum onder verdoving
174299003;Massage of rectum
174303008;Radiologische vermindering van darminvaginatie van de endeldarm met behulp van barium klysma
174304002;Hydrostatische vermindering van darminvaginatie van rectum
174305001;Intubatie van rectum voor druk manometrie
174308004;Verkenning van rectum
174309007;Oprichting van proctostomy
174310002;Sluiting van proctostomy
174312005;Omkering van de procedure Hartmann
174315007;Diagnostic proctoscopie
174316008;Diagnostische proctoscopie en biopsie van de laesie of rectum
174319001;therapeutische proctoscopie
174320007;Proctoscopic uitroeiing van letsel van het rectum
174321006;Proctoscopic uitsnijden van letsel van het rectum
174322004;Proctoscopic vernietiging van laesie van rectum
174328000;Excisie van sluitspier van de anus
174332006;Excisie van anale huid tag
174333001;Excisie van perianale wratten
174334007;Excisie van anale poliep
174337000;Vernietiging van letsel van de anus
174338005;Cauterisatie van letsel van de anus
174339002;Laser vernietiging van de laesie van de anus
174340000;Cryotherapie om letsel van anus
174342008;Cryotherapie naar perianale wratten
174343003;Schilderij van perianale wratten
174346006;Post - anale reparatie
174347002;Overlap reparatie van anale sluitspier
174349004;Reanastomosis van rectum om anale kanaal voor correctie van aangeboren atresia van rectum
174351000;Lesgeven sessie met de pati ë nt
174354008;Gedeeltelijke interne sfincterotomie voor aambei
174357001;Vernietiging van aambei
174358006;Infrarood coagulatie van aambei ( s )
174359003;Rubber band ligatie van aambei ( s )
174365003;Gedwongen handmatige verwijding van de anus voor aambei
174368001;Verwijding van de anale sluitspier
174373007;Ter inzage legging van laag anale fistel
174374001;Ter inzage legging van hoge anale fistel
174377008;Fistulografie van anale fistels
174378003;Ter inzage legging perianale abces
174380009;Biopsie van perianale laesie
174384000;Biopsie van letsel van de anus
174385004;laterale sfincterotomie
174390001;Drainage door middel van perineale regio
174391002;Drainage van ischiorectal abces
174392009;Drainage van perianale abces
174393004;Drainage van perirectaal abces
174396007;Pilonidal sinus operatie
174402004;Ter inzage legging van pilonidal sinus
174403009;Drainage van pilonidal sinus
174404003;Injectie van radiocontrast stof in pilonidal sinus
174416009;Sluiting van de darm fistel
174425003;Orthotope levertransplantatie
174426002;Heterotope levertransplantatie
174427006;Vervanging van vorige levertransplantatie
174430004;Resectie van segment van de lever
174431000;Wig resectie van de lever
174432007;Marsupialisatie van de lever laesie
174439003;Verwijdering van verscheurde fragment van de lever
174440001;Verpakking van de lever snijwonden
174443004;Open drainage van de lever
174444005;Open het verwijderen van tandsteen van de lever
174445006;Open wig biopsie van beschadiging van de lever
174449000;Open devascularization van de lever
174450000;Open inbrengen van canule voor perfusie van de lever
174456006;Therapeutische endoscopische operaties op de lever via de laparoscoop
174457002;Endoscopisch verwijderen van tandsteen van de lever met behulp van laparoscope
174458007;Endoscopisch inbrengen van canule in galblaas behulp laparoscope
174461008;Diagnostisch endoscopisch onderzoek van de lever met behulp van laparoscope
174462001;Diagnostisch endoscopisch onderzoek van de lever en biopsie van de laesie van de lever met behulp van laparoscope
174466003;Percutane embolisatie van de leverslagader
174467007;Percutane transluminale embolisatie van de poortader
174468002;Percutane transluminale injectie van de therapeutische stof in de lever
174472003;Percutane drainage van de lever
174473008;Percutane verwijdering van calculus uit de lever
174474002;Therapeutische aspiratie van de lever
174477009;Diagnostische percutane operaties op lever
174478004;Percutane transvasculaire biopsie van beschadiging van de lever
174489006;Gelokaliseerde perfusie van de lever
174494006;Total cholecystectomie en uitsnijden van de omgevende weefsels
174495007;Total cholecystectomie en exploratie van de galwegen
174497004;Gedeeltelijke cholecystectomie en exploratie van de galwegen
174503007;Herziening van de anastomose van de galblaas
174504001;Sluiting van de galblaas anastomose
174507008;Sluiting van de fistel van de galblaas
174508003;Sluiting van de galblaas perforatie
174514005;Drainage van de galblaas area
174519000;Open biopsie van letsel van de galblaas
174520006;Verkenning van de galblaas
174521005;Verwijdering van vreemd lichaam uit de galblaas
174524002;Therapeutische percutane operaties op galblaas
174525001;percutane cholecystostomy
174526000;Percutane versnippering van galblaas steen
174527009;Percutane ontbinding therapie om calculus in galblaas
174530002;Diagnostische percutane operaties op galblaas
174531003;Percutane biopsie van letsel van de galblaas
174542007;Uitsnijden van ampulla van Vater en replantation van de galwegen in de twaalfvingerige darm
174543002;Gedeeltelijke excisie van galwegen en anastomose van de galwegen naar de twaalfvingerige darm
174545009;Gedeeltelijke excisie van galwegen en anastomose van de galwegen naar jejunum
174546005;Gedeeltelijke excisie van galwegen en end - to - end anastomose of galwegen
174549003;Uitroeiing van letsel van de galwegen
174550003;Excisie van letsel of galwegen
174551004;Vernietiging laesie van de galwegen
174557000;Herziening van de anastomose van de lever kanaal
174558005;Open verwijding van anastomose van de lever kanaal
174561006;Anastomose belangrijkste galweg naar de twaalfvingerige darm
174562004;Anastomose van de galwegen om omgezet jejunum
174564003;Herziening van anastomose van de galwegen
174565002;Open verwijding van anastomose van de galwegen
174569008;Open het inbrengen van de eileiders prothese in zowel de lever leidingen en galbuis
174570009;Open het inbrengen van de eileiders prothese in een lever - duct en galbuis
174571008;Open vernieuwing van galwegen stent
174572001;Open verwijderen galwegen stent
174578002;Reanastomosis van galgang
174582000;Open het verwijderen van tandsteen van de galwegen en drainage van de galwegen
174585003;Verkenning van de galwegen
174588001;Plastic reparatie van de kringspier van Oddi gebruik duodenale aanpak
174589009;Sphincteroplasty van de galwegen en pancreas duct met behulp van de twaalfvingerige darm aanpak
174594009;Insnijding van de kringspier van Oddi gebruik duodenale aanpak
174595005;Herziening van de stoma van de dunne darm
174596006;Sfincterotomie van de galwegen en pancreas duct met behulp van de twaalfvingerige darm aanpak
174602009;Transduodenal uitsnijden van ampulla van Vater
174603004;Transduodenal biopsie van letsel van ampulla van Vater
174607003;Open biopsie van letsel van de galwegen
174608008;Operative cholangiografie door middel van cystic duct
174609000;Direct punctie operatieve cholangiography
174613007;Endoscopische insnijding van de kringspier van Oddi
174615000;Sfincterotomie van de kringspier van Oddi en het inbrengen van de eileiders prothese in de galwegen
174619006;Sfincterotomie accessoire ampulla van Vater
174622008;Endoscopische retrograde plaatsing van de prothese in de galwegen
174623003;Endoscopische retrograde inbrengen van de eileiders prothese in zowel de lever leidingen
174625005;Endoscopische verandering van de gal stent
174626006;Endoscopische verwijdering van gal stent
174630009;Endoscopische retrograde extractie van calculus van galwegen
174634000;Therapeutische endoscopische retrograde operaties op alvleesklierbuis
174635004;Endoscopische verandering van de alvleesklier stent
174636003;Endoscopische retrograde verwijderen van tandsteen van alvleesklierbuis
174638002;Endoscopische retrograde drainage van de laesie van de alvleesklier
174639005;Endoscopische retrograde verwijding van alvleesklierbuis
174643009;Endoscopische retrograde cholangiopancreaticografie en biopsie van de laesie van ampulla van Vater
174648000;Endoscopische retrograde cholangiografie en biopsie van de laesie van de galwegen
174651007;Endoscopische retrograde pancreatography
174652000;Endoscopische retrograde pancreatography en biopsie van de laesie van de alvleesklier
174653005;Endoscopische retrograde pancreatography en het verzamelen van pancreas sap
174654004;Endoscopische retrograde pancreatography via accessoire ampulla van Vater
174657006;Therapeutische percutane aandacht voor de aansluiting van galgang
174662007;Therapeutische percutaan inbrengen van de prothese in galkanaal
174663002;Percutane insertie van de eileiders prothese in zowel de lever leidingen
174667001;Percutane insertie van de eileiders prothese in de galweg
174671003;Vernieuwing van percutaan ingebracht eileiders prothese in galwegen
174672005;Verwijdering van percutaan ingebracht eileiders prothese uit galwegen
174676008;Therapeutische operaties op bile duct langs T tube baan
174677004;Endoscopisch verwijderen van tandsteen van galwegen langs T buis spoor
174678009;Percutane verwijdering van calculus van galwegen langs T buis spoor
174681004;percutane cholangiogram
174682006;T buis cholangiogram
174691005;Transplantatie van pancreas en duodenum
174692003;Hele orgel alvleesklier transplantatie
174693008;Transplantatie van de staart van de alvleesklier
174694002;Vernieuwing van getransplanteerde pancreas weefsel
174697009;Total pancreatectomy en uitsnijden van de omgevende weefsels
174699007;Excisie van getransplanteerde pancreas
174702000;proximale pancreatectomy
174710004;Left pancreatectomy en drainage van de pancreas duct
174712007;Uitsnijding van de staart van de alvleesklier en de drainage van de pancreas duct
174717001;Uitroeiing van de laesie van de alvleesklier
174718006;Excisie van letsel van eilandjes van Langerhans
174720009;Vernietiging van de laesie van de alvleesklier
174726003;Herziening van anastomose van alvleesklierbuis
174727007;Sluiting van anastomose van alvleesklierbuis
174731001;Alvleesklierbuis drainage
174732008;Het inbrengen van T buis in alvleesklierbuis
174733003;Open inbrengen van alvleesklierbuis stent
174734009;Open verwijding van alvleesklierbuis
174735005;Reparatie van alvleesklierbuis
174740002;Open cystogastrotomy van de alvleesklier
174741003;Roux - en - Y drainage van de alvleesklier cyste
174746008;Afdeling ringvormige pancreas
174750001;Prograde operatieve pancreatography
174751002;Open pancreatography via papilla van Vater
174757003;Open biopsie van de laesie van de alvleesklier
174758008;Suture van de alvleesklier
174765000;Percutane aspiratie van de laesie van de alvleesklier
174768003;Diagnostische percutane operaties op pancreas
174769006;Diagnostische percutane aspiratie van letsel van de alvleesklier
174770007;percutane pancreatogram
174771006;Naald biopsie van pancreas
174776001;Totaal splenectomie
174777005;Gedeeltelijke ostectomy van carpals of metacarpals
174778000;Total splenectomie en reimplantation van fragmenten
174789007;Embolisatie van de milt
174790003;Biopsie van letsel van de milt
174791004;Banding van de milt
174792006;Verkenning van de milt
174793001;Drainage van de milt
174802006;Allotransplant van hart en longen
174803001;Herziening van de transplantatie van hart en longen
174808005;Xenotransplant van het hart
174809002;Heterotope allotransplant van het hart
174810007;Herziening van de implantatie van prothetische hart
174814003;Reparatie van tetralogie van Fallot
174815002;Correctie van tetralogie van Fallot met behulp van klep rechter ventrikel outflow conduit
174817005;Correctie van tetralogie van Fallot met behulp van rechter ventrikel outflow patch
174818000;Herziening van de correctie van de tetralogie van Fallot
174822005;Atriale inversie bediening met atriale muur
174826008;Arteri ë le switch operatie
174830006;Reparatie van de totale abnormale pulmonale veneuze verbinding
174831005;Correctie van de totale abnormale pulmonale veneuze verbinding met supracardiac vaartuig
174832003;Correctie van totale anomale pulmonaire veneuze verbinding met coronaire sinus
174833008;Correctie van de totale abnormale pulmonale veneuze verbinding met infradiafragmatische vaartuig
174836000;Reparatie van defect van de atrioventriculaire septum
174837009;Sluiting van defect van atrioventriculaire septum met behulp van dual prothetische pleisters
174839007;Sluiting van defect van atrioventriculaire septum met behulp van weefsel graft
174841008;Herziening van de sluiting van defect van atrioventriculaire septum
174844000;Sluiting van defect van boezemtussenschot gebruik van prothetische patch
174845004;Sluiting van defect van boezemtussenschot gebruik pericardiale patch
174848002;Herziening van de sluiting van defect van boezemtussenschot
174851009;Sluiting van defect van interventriculare septum met behulp van pericardiale patch
174854001;Herziening van de sluiting van defect van interventriculare septum
174866007;Open uitbreiding van atriumseptumdefect
174870004;Gesloten operaties op tussenschot van het hart
174880000;Oprichting van valved cardiale conduit
174881001;Oprichting van een klep voorziene leiding tussen atrium en ventrikel van het hart
174882008;Oprichting van een klep voorziene leiding tussen rechterboezem en longslagader
174883003;Oprichting van een klep voorziene leiding tussen rechterkamer van het hart en de longslagader
174884009;Oprichting van een klep voorziene leiding tussen linker ventrikel van het hart en de aorta
174885005;Herziening van valved cardiale conduit
174898001;Herschepping van het atrium
174899009;Reparatie van de sinus venosus
174900004;Reparatie van gedeeltelijke abnormale pulmonale veneuze verbinding
174911007;Revascularisatie van de muur van het hart
174916002;Afsluiters van het hart en de aangrenzende structuren operaties
174918001;Homograft mitralisklepvervanging
174919009;Xeno mitralisklepvervanging
174927000;Homograft vervanging van de aortaklep
174928005;Xeno - vervanging van de aortaklep
174929002;Mechanische prothetische vervanging van de aortaklep
174935002;Homograft tricuspid klepvervanging
174936001;Xeno tricuspid klepvervanging
174937005;Mechanische prothetische tricuspid klepvervanging
174939008;Reparatie van de anomalie van tricuspidalisklep Ebstein ' s
174944001;Homograft pulmonaalklepvervanging
174945000;Xeno pulmonaalklepvervanging
174946004;Mechanische prothetische pulmonaalklepvervanging
174959007;Herziening van plastiek reparatie van de klep van het hart
174960002;Herziening van plastic reparatie van mitralisklep
174961003;Herziening van plastic reparatie van de aortaklep
174962005;Herziening van plastic reparatie van tricuspidalisklep
174963000;Herziening van plastic reparatie van pulmonaalklep
174966008;Open cardiale valvotomy
174967004;Open mitralisklep valvotomy
174968009;Open aorta valvotomy
174969001;Open tricuspid valvotomy
174970000;Open pulmonale valvotomy
174973003;Gesloten hart valvotomy
174980001;Annuloplasty van de mitralisklep
174983004;Uitsnijden van vegetaties van de klep van het hart
174987003;Percutane transluminale mitralisklep valvotomy
174988008;Percutane transluminale aorta valvotomy
174989000;Percutane transluminale tricuspid valvotomy
174990009;Percutane transluminale pulmonale valvotomy
174994000;Verwijdering van obstructie van structuur grenzend aan de klep van het hart
174995004;Infundibulectomy van het hart met behulp van patch
174997007;Bewerkingen op de linker ventrikel outflow tract
174998002;Reparatie van supra - aortastenose
175007008;Saphena graft vervanging van een kransslagader
175008003;Saphena graft vervanging van twee kransslagaders
175009006;Saphena graft vervanging van drie kransslagaders
175010001;Insnijding van cowperse klier
175011002;Vena saphena transplantaat vervanging van vier of meer kransslagaders
175021005;Allograft bypass van de kransslagader
175022003;Allograft vervanging van een kransslagader
175024002;Allograft vervanging van twee kransslagaders
175025001;Allograft vervanging van drie kransslagaders
175026000;Allograft vervanging van vier of meer kransslagaders
175029007;Prothetische bypass van de kransslagader
175030002;Prothetische vervanging van een kransslagader
175031003;Prothese van twee kransslagaders
175032005;Prothese van drie kransslagaders
175033000;Prothese van vier of meer kransslagaders
175036008;Herziening van de bypass voor kransslagader
175037004;Herziening van de bypass voor een kransslagader
175038009;Herziening van de bypass voor twee kransslagaders
175039001;Herziening van de bypass voor drie kransslagaders
175040004;Herziening van de bypass voor vier of meer kransslagaders
175041000;Herziening van de aansluiting van de borstkas slagader naar de kransslagader
175042007;Herziening van de implantatie van thoracale slagader in het hart
175045009;Aansluiting van borstslagader aan kransslagader
175047001;Dubbele implantatie van borstklier slagaders in de kransslagaders
175048006;Single anastomose van borstslagader naar links anterior aflopende kransslagader
175050003;Single implantatie van borstslagader in de kransslagader
175061006;Doorsnijding van coronaire spier brug
175063009;Verkenning van de kransslagader
175066001;Percutane transluminale ballondilatatie van een bypass van de kransslagader
175071008;Percutane transluminale coronaire trombolyse met behulp van streptokinase
175076003;Diagnostic transluminale operaties op kransslagader
175085003;Vervanging van kransslagaders gebruik van meerdere methoden
175094009;Open operaties op het uitvoeren van het systeem van het hart
175095005;Open ablatie van de atrioventriculaire knoop
175096006;Epicardiale excisie van rhythmogenic aandacht
175097002;Endocardiale excisie van rhythmogenic aandacht
175098007;Open verdeling van de accessoire bundel binnen het hart
175103009;Inspectie van de klep van het hart
175112006;Transluminale hart helpen operaties
175113001;Transluminale insertie van aortische ballonpomp
175115008;Transluminale onderhoud van hart helpen systeem
175117000;Transluminale verwijdering van het hart helpen systeem
175125003;Percutane transluminale ablatie van de atrioventriculaire knoop
175129009;Diagnostic transluminale operaties op het hart
175130004;Percutane transluminale in kaart brengen van de uitvoering van het systeem van het hart
175131000;Percutane transluminale elektrofysiologische studies over het uitvoeren van het systeem van het hart
175135009;Invoering van pacemaker systeem via ader
175137001;Resiting van lood van intraveneuze pacemaker systeem
175138006;Onderhoud van de batterij van intraveneuze pacemaker systeem
175140001;Volledige verwijdering van ge ï mplanteerde pacemaker systeem
175142009;Implantatie van permanente intraveneuze pacemaker
175143004;Implantatie van intraveneuze vaste rente pacemaker
175144005;Implantatie van intraveneuze getriggerd pacemaker
175145006;Implantatie van intraveneuze atriale overdrive gangmaker
175146007;Implantatie van intraveneuze gangmaker voor boezemfibrilleren
175162001;Angiocardiografie van zowel de linker - en rechterkant van het hart
175166003;Coronaire angiografie met behulp van enkele katheter
175180005;Decompressie van harttamponade
175182002;Diagnostic pericardiocentese
175189006;pericardvocht biopsie
175190002;Verkenning van hartzakje
175194006;Cardiotachygraphy
175205008;Open operaties voor gecombineerde afwijking van de grote vaten
175206009;Toepassing van de band om hardnekkige truncus arteriosus
175207000;Reparatie van hemitruncus Botalli
175211006;Open correctie van patent ductus arteriosus
175212004;Ligatie van ductus arteriosus
175214003;Herziening van de correctie van een open ductus arteriosus
175217005;Transluminale operaties op afwijking van de grote schip
175218000;Transluminale sluiting van de ductus arteriosus met prothese
175221003;De bouw van de centrale aortopulmonary tussenkomst shunt
175223000;Oprichting van shunt van stijgende aorta naar de longslagader rechts met tussenkomst buis prothese
175224006;Oprichting van shunt van stijgende aorta naar de longslagader links met behulp van tussenkomst buis prothese
175228009;Bouw van aortopulmonary venster
175233008;Herziening van anastomose van aorta naar de longslagader
175236000;Oprichting van shunt van subclavia tot longslagader behulp tussenkomst buis prothese
175237009;Oprichting van shunt van rechts subclavia naar rechts longslagader behulp tussenkomst buis prothese
175238004;Oprichting van shunt van links subclavia tot longslagader links met behulp van tussenkomst buis prothese
175245004;Herziening van anastomose van subclavia naar longslagader
175249005;Anastomose van de vena cava te longslagader
175250005;Verwijdering van anastomose tussen de longslagader en vena cava
175253007;Reparatie van de longslagader
175254001;Reparatie van de longslagader gebruik prothese
175260001;Aanpassing van de longslagader band
175261002;Verwijdering van band uit de longslagader
175262009;Open pulmonale embolectomie
175263004;Open embolisatie van de longslagader
175266007;Transluminale operaties op longslagader
175267003;Percutane transluminale embolisatie van de longslagader
175268008;Percutane embolectomie van pulmonale arteri ë le
175275009;Extra - anatomische bypass van de aorta
175276005;Emergency bypass van de aorta door anastomose van de oksel arterie naar liesslagader
175279003;Axillo - unifemoral PTFE bypass
175282008;Reparatie van aorta - aneurysma ' s met behulp van bifurcatie graft
175283003;Emergency Replacement van aneurysmatische bifurcatie aorta door anastomose van de aorta femoralis
175284009;Vervanging van aneurysmatische bifurcatie aorta door anastomose van de aorta femoralis
175290008;Emergency bypass van de splitsing van de aorta door anastomose van de aorta naar liesslagader
175292000;Emergency bypass van de splitsing van de aorta door anastomose van de aorta naar de arteria iliaca
175297006;Emergency vervanging van aneurysmatische segment van de aorta
175298001;Emergency Replacement van aneurysmatische segment van de aorta ascendens door anastomose van de aorta aorta
175299009;Emergency vervanging van aneurysmatische segment van de thoracale aorta door anastomose van de aorta aorta
175300001;Emergency Replacement van aneurysmatische segment van suprarenale abdominale aorta door anastomose van de aorta aorta
175301002;Emergency Replacement van aneurysmatische segment van de infrarenale abdominale aorta door anastomose van de aorta aorta
175330009;Aandacht voor prothese van de aorta
175331008;Herziening van de prothese van thoracale aorta
175332001;Herziening van de prothese van de splitsing van de aorta
175334000;Het verwijderen van de prothese van de aorta
175337007;Plastic reparatie van de aorta
175338002;Plastic herstel van aorta en end - to - end anastomose van de aorta
175339005;Reparatie van de aorta met subclavian flap
175340007;Patch reparatie van de aorta
175341006;Vrijgave van vasculaire ring van de aorta
175342004;Herziening van plastic reparatie van de aorta
175346001;Endarterectomie van de aorta en patch reparatie van de aorta
175348000;Open embolectomie van de splitsing van de aorta
175354004;Percutane transluminale angioplastie ballon aorta
175356002;Percutane transluminale embolectomie van de splitsing van de aorta
175357006;Transesophageal aortography
175362007;Carotis , cerebrale en subclavia operaties
175363002;Reconstructie van de halsslagader
175364008;Vervanging van de halsslagader met behulp van graft
175365009;Intracrani ë le bypass naar halsslagader
175367001;Endarterectomie van de halsslagader en patch reparatie van de halsslagader
175373000;Ligatie van de halsslagader
175374006;Open embolectomie van de halsslagader
175376008;Operatie op aneurysma van de halsslagader
175379001;Transluminale bewerkingen op halsslagader
175380003;Percutane transluminale angioplastiek van de halsslagader
175385008;Excisie van aneurysma cerebrale slagader
175386009;Uitsnijden van aneurysma van de cirkel van Willis
175387000;Clipping van aneurysma van de cirkel van Willis
175395001;Reconstructie van cerebrale slagader
175396000;Reconstructie van de cirkel van Willis
175397009;Anastomose van cerebrale slagader
175398004;Anastomose van de cirkel van Willis
175399007;Open embolectomie van cerebrale slagader
175400000;Open embolectomie van de cirkel van Willis
175401001;Open embolisatie van cerebrale slagader
175402008;Open embolisatie van de cirkel van Willis
175406006;Percutane transluminale embolisatie van cerebrale slagader
175408007;Percutane transluminale embolisatie van de cirkel van Willis
175411008;Arteriografie van de cirkel van Willis
175418002;Endarterectomie van vertebrale slagader
175419005;Endarterectomie van subclavia en patch reparatie van subclavia
175423002;Endarterectomie van de oksel slagader en patch reparatie van oksel slagader
175424008;Endarterectomie van de slagader en patch reparatie van brachialis
175425009;Endarterectomie van vertebrale slagader en patch reparatie van vertebrale slagader
175428006;Reconstructie van subclavia met veneuze graft
175429003;Reconstructie van oksel slagader met veneuze graft
175430008;Reconstructie van de slagader met veneuze graft
175438001;Ligatie van de arteria brachialis
175439009;Ligatie van vertebrale slagader
175440006;Open embolectomie van subclavia
175442003;Open embolectomie van brachialis
175443008;Open embolectomie van vertebrale slagader
175445001;Ligatie van oksel slagader
175446000;Open embolectomie van oksel slagader
175447009;Operatie op aneurysma van subclavia
175448004;Operatie op aneurysma van de oksel slagader
175449007;Operatie op aneurysma van de slagader
175450007;Operatie op aneurysma van vertebrale slagader
175454003;Dotterbehandeling van subclavia
175455002;Dotterbehandeling van brachialis
175456001;Percutane transluminale embolectomie van subclavia
175457005;Percutane embolectomie van brachialis
175458000;Percutane transluminale embolectomie van vertebrale slagader
175459008;Percutane transluminale embolisatie van subclavia
175460003;Percutane transluminale embolisatie van de arteria brachialis
175461004;Percutane embolisatie van vertebrale slagader
175462006;subclavian arteriogram
175463001;vertebrale arteriogram
175464007;Percutane transluminale angioplastiek van oksel slagader
175465008;Percutane transluminale embolectomie van oksel slagader
175466009;Percutane transluminale embolisatie van oksel slagader
175467000;oksel arteriografie
175472009;Takken van de abdominale aorta operaties
175474005;Reconstructie van nierslagader
175475006;Plastiek reparatie van nierslagader en end - to - end anastomose of nierslagader
175476007;Re ï mplantatie van nierslagader
175477003;Endarterectomie van de nierslagader
175482005;Open embolectomie van nierslagader
175483000;Ligatie van nierslagader
175484006;Open embolisatie van de nierslagader
175485007;Operatie op aneurysma van de nierslagader
175489001;Percutane transluminale embolectomie van nierslagader
175490005;Percutane embolisatie van de nierslagader
175557007;Reparatie van stoma van de dunne darm
175562008;Emergency vervanging van aneurysma iliaca door anastomose van iliaca naar liesslagader
175564009;Emergency vervanging van aneurysma iliaca door anastomose van dijbeenslagader naar liesslagader
175566006;Emergency vervanging van aneurysma bekkenslagader door anastomose van de aorta naar bekkenslagader
175567002;Emergency vervanging van aneurysma iliaca door anastomose van de aorta naar externe iliaca
175568007;Emergency vervanging van aneurysma slagader van het been door anastomose van de aorta om gemeenschappelijke liesslagader
175569004;Emergency vervanging van aneurysma slagader van het been door anastomose van de aorta naar liesslagader oppervlakkige
175570003;Emergency vervanging van aneurysma iliaca door anastomose van iliaca naar bekkenslagader
175594003;Iliofemoral prothetische crossover graft
175612005;Percutane transluminale angioplastiek van iliaca
175613000;Percutane transluminale embolectomie van iliaca
175615007;Het inbrengen van iliaca stent
175620007;Emergency vervanging van aneurysma liesslagader door anastomose van dijbeenslagader naar poplitea met behulp van prothese
175621006;Emergency vervanging van aneurysmatische arteria poplitea door anastomose van de arteria poplitea tot poplitea met behulp van prothese
175622004;Emergency vervanging van aneurysma liesslagader door anastomose van dijbeenslagader naar poplitea met behulp van veneuze graft
175623009;Emergency vervanging van aneurysmatische arteria poplitea door anastomose van de arteria poplitea tot poplitea met behulp van veneuze graft
175624003;Emergency vervanging van aneurysma liesslagader door anastomose van dijbeenslagader naar scheenbeen slagader met behulp van prothese
175625002;Emergency vervanging van aneurysmatische arteria poplitea door anastomose van de arteria poplitea tot scheenbeen slagader met behulp van prothese
175626001;Emergency vervanging van aneurysma liesslagader door anastomose van dijbeenslagader naar scheenbeen slagader met behulp van veneuze graft
175627005;Emergency vervanging van aneurysmatische arteria poplitea door anastomose van de arteria poplitea tot scheenbeen slagader met behulp van veneuze graft
175628000;Emergency vervanging van aneurysma liesslagader door anastomose van dijbeenslagader naar peroneal slagader met behulp van prothese
175629008;Emergency vervanging van aneurysmatische arteria poplitea door anastomose van de arteria poplitea tot peroneal slagader met behulp van prothese
175630003;Emergency vervanging van aneurysma liesslagader door anastomose van dijbeenslagader naar peroneal slagader met behulp van veneuze graft
175631004;Emergency vervanging van aneurysmatische arteria poplitea door anastomose van de arteria poplitea tot peroneal slagader met behulp van veneuze graft
175632006;Emergency vervanging van aneurysma liesslagader door anastomose van dijbeenslagader naar liesslagader
175633001;Emergency vervanging van aneurysmatische arteria poplitea door anastomose van de arteria poplitea tot liesslagader
175685004;Femorofemoral prothetische crossover graft
175689005;Endarterectomie van dijbeenslagader en patch reparatie van dijbeenslagader
175690001;Endarterectomie van popliteale slagader en patch herstel van poplitea
175693004;Profundoplasty van dijbeenslagader en patch reparatie van diepe dijbeenslagader
175694005;Profundoplasty van popliteale slagader en patch herstel van poplitea
175697003;Reconstructie van dijbeenslagader met ader graft
175698008;Reconstructie van poplitea met veneuze graft
175704008;Open embolectomie van dijbeenslagader
175705009;Open embolectomie poplitea
175706005;Ligatie van aneurysma van popliteale slagader
175710008;Reparatie van dijbeenslagader met tijdelijke silastic shunt
175711007;Reparatie van poplitea met tijdelijke silastic shunt
175715003;Percutane transluminale angioplastiek van dijbeenslagader
175716002;Dotterbehandeling van poplitea
175717006;Percutane embolectomie van dijbeenslagader
175718001;Percutane embolectomie van poplitea
175719009;Percutane transluminale embolisatie van dijbeenslagader
175720003;Percutane transluminale embolisatie van de arteria poplitea
175722006;knieholte arteriografie
175729002;Herziening van de wederopbouw van de slagader
175730007;Herziening van de wederopbouw met aorta
175731006;Herziening van de wederopbouw waarbij iliaca
175732004;Herziening van de wederopbouw waarbij dijbeenslagader
175733009;Herziening van de wederopbouw van poplitea
175745000;Microchirurgische reparatie slagader
175755001;Open verkenning van de slagader
175764006;Rotary blade angioplastiek
175777002;Het inbrengen van arterioveneuze prothese
175779004;Aandacht voor arterioveneuze shunt
