conceptId;Beschrijving;conceptId;Beschrijving Matecat
175140001;volledig verwijderen van ge ï mplanteerde cardiale pacemaker;175140001;Volledige verwijdering van ge ï mplanteerde pacemaker systeem
175142009;implantatie van permanente intraveneuze cardiale pacemaker;175142009;Implantatie van permanente intraveneuze pacemaker
175143004;implantatie van intraveneuze pacemaker met opgelegd ritme;175143004;Implantatie van intraveneuze vaste rente pacemaker
175144005;implantatie van intraveneuze pacemaker met getriggerd ritme;175144005;Implantatie van intraveneuze getriggerd pacemaker
175145006;implantatie van intraveneuze pacemaker met overdrive ritme;175145006;Implantatie van intraveneuze atriale overdrive gangmaker
175180005;decompressie tamponade;175180005;Decompressie van harttamponade
175182002;diagnostische pericardcentesis;175182002;Diagnostic pericardiocentese
175189006;biopsie van het pericard;175189006;pericardvocht biopsie
175190002;exploratie pericardium;175190002;Verkenning van hartzakje
175194006;cardiotachygrafie;175194006;Cardiotachygraphy
175207000;herstel van hemitruncus arteriosus;175207000;Reparatie van hemitruncus Botalli
175211006;open correctie van de patente ductus arteriosus;175211006;Open correctie van patent ductus arteriosus
175212004;ligatuur van de ductus arteriosus;175212004;Ligatie van ductus arteriosus
175214003;revisie van de correctie van de patente ductus arteriosus;175214003;Herziening van de correctie van een open ductus arteriosus
175218000;transluminele sluiting ductus arteriosus met prothese;175218000;Transluminale sluiting van de ductus arteriosus met prothese
175221003;constructie van centrale aortopulmonale interpositie shunt;175221003;De bouw van de centrale aortopulmonary tussenkomst shunt
175223000;shunt van aorta ascendens naar rechter arteria pulmonalis met interponaat;175223000;Oprichting van shunt van stijgende aorta naar de longslagader rechts met tussenkomst buis prothese
175224006;maken van een shunt tussen de aorta ascendens en de arteria pulmonalis sinistra door interpositiel van een buis prothese;175224006;Oprichting van shunt van stijgende aorta naar de longslagader links met behulp van tussenkomst buis prothese
175228009;constructie aortopulmonaal venster;175228009;Bouw van aortopulmonary venster
175233008;revisie van aorto - pulmonale anastomosis;175233008;Herziening van anastomose van aorta naar de longslagader
175236000;cre ë ren van shunt tussen arteria subclavia en arteria pulmonalis met interpositie buis prothese;175236000;Oprichting van shunt van subclavia tot longslagader behulp tussenkomst buis prothese
175237009;cre ë ren van shunt tussen rechter arteria subclavia en rechter arteria pulmonalis met interpositie buis prothese;175237009;Oprichting van shunt van rechts subclavia naar rechts longslagader behulp tussenkomst buis prothese
175238004;cre ë ren van shunt tussen linker arteria subclavia en de linker arteria pulmonalis met interpositie buis prothese;175238004;Oprichting van shunt van links subclavia tot longslagader links met behulp van tussenkomst buis prothese
175245004;revisie van anastomose van arteria subclavia naar arteria pulmonalis;175245004;Herziening van anastomose van subclavia naar longslagader
175249005;vena cava tot arteria pulmonalis anastomosis;175249005;Anastomose van de vena cava te longslagader
175250005;verwijderen van anastomosis tussen arteria pulmonalis en vena cava;175250005;Verwijdering van anastomose tussen de longslagader en vena cava
175254001;herstel van arteria pulmonalis met prosthese;175254001;Reparatie van de longslagader gebruik prothese
175260001;aanpassen van band rond de arteria pulmonalis;175260001;Aanpassing van de longslagader band
175261002;verwijderen van snoer rond arteria pulmonalis;175261002;Verwijdering van band uit de longslagader
175263004;open embolisatie van arteria pulmonalis;175263004;Open embolisatie van de longslagader
175267003;percutane transluminale embolisatie van arteria pulmonalis;175267003;Percutane transluminale embolisatie van de longslagader
175268008;percutane embolectomie van arteria pulmonalis;175268008;Percutane embolectomie van pulmonale arteri ë le
175275009;extra - anatomische bypass van aorta;175275009;Extra - anatomische bypass van de aorta
175282008;herstel van aneurysma van aorta met bifurcatie prothese;175282008;Reparatie van aorta - aneurysma ' s met behulp van bifurcatie graft
175284009;vervanging van aneurysmatische aortabifurcatie door aortofemorale anastomose;175284009;Vervanging van aneurysmatische bifurcatie aorta door anastomose van de aorta femoralis
175331008;revisie van prothese van thoracale aorta;175331008;Herziening van de prothese van thoracale aorta
175332001;revisie prothese voor aortabifurcatie;175332001;Herziening van de prothese van de splitsing van de aorta
175334000;verwijderen van aortaprothese;175334000;Het verwijderen van de prothese van de aorta
175337007;plastie van aorta;175337007;Plastic reparatie van de aorta
175338002;aortaplastie met end - to - end - anastomose van aorta;175338002;Plastic herstel van aorta en end - to - end anastomose van de aorta
175339005;herstel van aorta met subclavische flap;175339005;Reparatie van de aorta met subclavian flap
175340007;patch herstel van aorta;175340007;Patch reparatie van de aorta
175341006;losmaken van vasculaire aortaring;175341006;Vrijgave van vasculaire ring van de aorta
175342004;revisie van aortaplastie;175342004;Herziening van plastic reparatie van de aorta
175346001;endarterectomie van aorta met patch herstel van aorta;175346001;Endarterectomie van de aorta en patch reparatie van de aorta
175348000;open embolectomie aortabifurcatie;175348000;Open embolectomie van de splitsing van de aorta
175356002;percutane transluminele embolectomie aorta bifurcatie;175356002;Percutane transluminale embolectomie van de splitsing van de aorta
175363002;reconstructie van arteria carotis;175363002;Reconstructie van de halsslagader
175364008;vervanging van arteria carotis bij middel van greffe;175364008;Vervanging van de halsslagader met behulp van graft
175365009;intracrani ë le bypass naar arteria carotis;175365009;Intracrani ë le bypass naar halsslagader
175373000;ligatuur van arteria carotis;175373000;Ligatie van de halsslagader
175374006;open embolectomie van arteria carotis;175374006;Open embolectomie van de halsslagader
175380003;percutane transluminale angioplastie van arteria carotis;175380003;Percutane transluminale angioplastiek van de halsslagader
175385008;excisie van aneurysma van arteria cerebralis;175385008;Excisie van aneurysma cerebrale slagader
175386009;excisie van een aneurysma van cirulus arteriosus cerebri;175386009;Uitsnijden van aneurysma van de cirkel van Willis
175387000;clipping van aneurysma van circulus arteriosus cerebri;175387000;Clipping van aneurysma van de cirkel van Willis
175395001;reconstructie van arteria cerebralis;175395001;Reconstructie van cerebrale slagader
175396000;reconstructie van circulus arteriosus cerebri;175396000;Reconstructie van de cirkel van Willis
175397009;anastomose van arteria cerebralis;175397009;Anastomose van cerebrale slagader
175398004;anastomose van circulus arteriosus cerebri;175398004;Anastomose van de cirkel van Willis
175399007;open embolectomie van arteria cerebralis;175399007;Open embolectomie van cerebrale slagader
175400000;open embolectomie circulus van Willis;175400000;Open embolectomie van de cirkel van Willis
175401001;open embolisatie van arteria cerebralis;175401001;Open embolisatie van cerebrale slagader
175402008;open embolisatie van circulus arteriosus cerebri;175402008;Open embolisatie van de cirkel van Willis
175406006;percutane transluminale embolisatie van arteria cerebralis;175406006;Percutane transluminale embolisatie van cerebrale slagader
175408007;percutane embolisatie van circulus arteriosus cerebri;175408007;Percutane transluminale embolisatie van de cirkel van Willis
175418002;endarterectomie van vertebrale arterie;175418002;Endarterectomie van vertebrale slagader
175428006;reconstructie van de arteria subclavia met veneuze greffe;175428006;Reconstructie van subclavia met veneuze graft
175429003;reconstructie van arteria axillaris met veneuze greffe;175429003;Reconstructie van oksel slagader met veneuze graft
175430008;reconstructie van de arteria brachialis met veneuze greffe;175430008;Reconstructie van de slagader met veneuze graft
175438001;ligatie van arteria brachialis;175438001;Ligatie van de arteria brachialis
175439009;ligatie van arterie vertebralis;175439009;Ligatie van vertebrale slagader
175440006;open embolectomie van de arteria subclavia;175440006;Open embolectomie van subclavia
175442003;open embolectomie van arteria brachialis;175442003;Open embolectomie van brachialis
175443008;open embolectomie van arterie vertebralis;175443008;Open embolectomie van vertebrale slagader
175445001;ligatie van arteria axillaris;175445001;Ligatie van oksel slagader
175446000;open embolectomie van arteria axillaris;175446000;Open embolectomie van oksel slagader
175456001;percutane transluminale embolectomie van de arteria subclavia;175456001;Percutane transluminale embolectomie van subclavia
175457005;percutane embolectomie van arteria brachialis;175457005;Percutane embolectomie van brachialis
175458000;percutane transluminale embolectomie van arterie vertebralis;175458000;Percutane transluminale embolectomie van vertebrale slagader
175459008;percutane transluminale embolisatie van de arteria subclavia;175459008;Percutane transluminale embolisatie van subclavia
175460003;percutane transluminale embolisatie van arteria brachialis;175460003;Percutane transluminale embolisatie van de arteria brachialis
175461004;percutane embolisatie van arterie vertebralis;175461004;Percutane embolisatie van vertebrale slagader
175465008;percutane transluminale embolectomie van arteria axillaris;175465008;Percutane transluminale embolectomie van oksel slagader
175466009;percutane transluminale embolisatie van arteria axillaris;175466009;Percutane transluminale embolisatie van oksel slagader
175467000;arteriografie van arteria axillaris;175467000;oksel arteriografie
175474005;reconstructie van de arteria renalis;175474005;Reconstructie van nierslagader
175476007;re ï mplantatie van renale arterie;175476007;Re ï mplantatie van nierslagader
175477003;endarteri ë ctomie van de arteria renalis;175477003;Endarterectomie van de nierslagader
175482005;open embolectomie van de arteria renalis;175482005;Open embolectomie van nierslagader
175483000;ligatuur van de arteria renalis;175483000;Ligatie van nierslagader
175484006;open embolisatie van de arteria renalis;175484006;Open embolisatie van de nierslagader
175489001;percutane transluminale embolectomie van de arteria renalis;175489001;Percutane transluminale embolectomie van nierslagader
175490005;percutane embolisatie van de arteria renalis;175490005;Percutane embolisatie van de nierslagader
175557007;herstel van de dunne darm stoma;175557007;Reparatie van stoma van de dunne darm
175594003;prothetische crossover greffe van de arteria iliaca communis naar de arteria femoralis communis;175594003;Iliofemoral prothetische crossover graft
175612005;percutane transluminale angioplastiek van de arteria iliaca communis onder fluoroscopische begeleiding;175612005;Percutane transluminale angioplastiek van iliaca
175613000;percutane embolectomie van de arteria iliaca communis;175613000;Percutane transluminale embolectomie van iliaca
175615007;plaatsen van een stent in de arteria iliaca communis;175615007;Het inbrengen van iliaca stent
175685004;prothetische crossover greffe van de arteria femoralis communis naar de arteria femoralis communis;175685004;Femorofemoral prothetische crossover graft
175689005;endarteri ë ctomie van de arteria femoralis communis met patch herstel van de arterie;175689005;Endarterectomie van dijbeenslagader en patch reparatie van dijbeenslagader
175697003;reconstructie van de arteria femoralis communis met veneuze greffe;175697003;Reconstructie van dijbeenslagader met ader graft
175698008;reconstructie van de arteria poplitea met veneuze greffe;175698008;Reconstructie van poplitea met veneuze graft
175704008;open embolectomie van de arteria femoralis communis;175704008;Open embolectomie van dijbeenslagader
175705009;open embolectomie van de arteria poplitea;175705009;Open embolectomie poplitea
175706005;ligatuur van aneurysma van arteria poplitea;175706005;Ligatie van aneurysma van popliteale slagader
175710008;herstel van de arteria femoralis communis met een tijdelijke silastische shunt;175710008;Reparatie van dijbeenslagader met tijdelijke silastic shunt
175711007;herstel van de arteria poplitea met tijdelijke silastische shunt;175711007;Reparatie van poplitea met tijdelijke silastic shunt
175717006;percutane embolectomie van de arteria femoralis communis;175717006;Percutane embolectomie van dijbeenslagader
175718001;percutane embolectomie van de arteria poplitea;175718001;Percutane embolectomie van poplitea
175719009;percutane transluminale embolisatie van de arteria femoralis communis;175719009;Percutane transluminale embolisatie van dijbeenslagader
175722006;arteriografie van arteria poplitea;175722006;knieholte arteriografie
175729002;revisie van arteri ë le reconstructie;175729002;Herziening van de wederopbouw van de slagader
175730007;revisie van aortareconstructie;175730007;Herziening van de wederopbouw met aorta
175731006;revisie van de reconstructie die de arteria iliaca communis betrekt;175731006;Herziening van de wederopbouw waarbij iliaca
175732004;revisie van de reconstructie die de arteria femoralis communis betrekt;175732004;Herziening van de wederopbouw waarbij dijbeenslagader
175733009;revisie van de reconstructie van de arteria poplitea;175733009;Herziening van de wederopbouw van poplitea
175745000;microchirurgisch herstel van arterie;175745000;Microchirurgische reparatie slagader
175777002;insertie van arterioveneuze prothese;175777002;Het inbrengen van arterioveneuze prothese
175786007;embolisatie van arterioveneuze afwijking;175786007;Embolisatie van arterioveneuze abnormaliteit
175787003;ligatie van congenitale arterioveneuze malformatie;175787003;Ligatie van aangeboren arterioveneuze misvorming
175793006;anastomose vena cava en mesenteri ë le vene;175793006;Mesocaval shunt
175798002;plicatie van vena cava;175798002;Sing van vena cava
175803006;bypass operatie voor priapismus;175803006;Bypass - operatie voor priapisme
175807007;herstel veneuze klep;175807007;Reparatie van kleppen ader
175808002;veneuze klep transplantatie;175808002;Veneuze ventiel transplantatie
175809005;interpositie van veneuze klep;175809005;Tussenplaatsing van klep ader
175818007;ligatuur van de vena saphena parva;175818007;Ligatie van korte saphena
175830001;strippen van vena saphena magna;175830001;Strippen van de lange vena saphena
175831002;stripping van de vena saphena parva;175831002;Strippen van de korte saphena
175843001;open verwijdering van trombus van vene;175843001;Open verwijdering van een trombus uit ader
175844007;open trombectomie van vene van bovenste lidmaat;175844007;Open thrombectomy van de ader van de bovenste ledematen
175845008;open trombectomie van vene van onderste lidmaat;175845008;Open thrombectomy van de ader van de onderste ledematen
175853000;verwijderen van een centraal veneuze katheter;175853000;Verwijdering van de centrale veneuze lijn
175854006;plaatsen van een voedingskatheter in de vena subclavia;175854006;Het inbrengen van subclavian voerlijn
175863008;open cannulatie van vene;175863008;Open infusen van de ader
175865001;microchirurgische repair van vene;175865001;ader microchirurgische reparatie
175866000;reconstructie van vene met behulp van veneuze graft;175866000;Reconstructie ader met behulp van veneuze graft
175867009;reconstructie van vene met behulp van prothese graft;175867009;ader reconstrueren aan de hand prothetische graft
175871007;percutane transluminale embolisatie van vene;175871007;Percutane transluminale embolisatie van de ader
175872000;percutane transluminale cannulatie van vene;175872000;Percutane transluminale infusen van de ader
175873005;verwijderen van klonter uit loop arterioveneuze fistel thv dij;175873005;Ontstollingstherapie van de dij ader lus
175886001;ligatuur van de vena dorsalis penis superficilais en profunda voor impotentie;175886001;Ligatie van de penis veins voor impotentie
175891000;throbectomie van prothetische greffe;175891000;Prothetische graft thrombectomy
175899003;autotransplantatie van de nier;175899003;Autotransplantatie van nieren
175902000;kadaver donor niertranplantatie;175902000;Postmortale niertransplantatie
175907006;nefroureterectomie;175907006;nefro - ureterectomie
175911000;levende donor nefrectomie;175911000;Live donornefrectomie
175912007;nefroureterectomie met open lage ureterectomie;175912007;Nephroureterectomy met open lagere ureterectomie
175913002;nefroureterectomie met Pluck ureterectomie;175913002;Nephroureterectomy met plukken lagere ureterectomie
175930000;revisie pyeloplastie;175930000;Herziening van pyeloplasty
175947004;open renale denervatie;175947004;renale denervatie
175948009;exploratie transplantnier;175948009;Verkenning van niertransplantatie
175952009;nefroscopie en electrohydraulische lithotripsie van niersteen;175952009;Nephroscopy en elektrohydraulische lithotripsy van nierstenen
175953004;endoscopische laser fragmentatie van niersteen;175953004;Endoscopische laser versnippering van nierstenen
175958008;endoscopische extirpatie van nierletsel;175958008;Endoscopische uitroeiing van letsel van de nier
175962002;nefroscopie en biopsie van nierletsel;175962002;Nephroscopy en biopsie van renale laesie
175968003;percutane drainage van nierletsel;175968003;Percutane drainage van renale laesie
175969006;percutane aspiratie van nierletsel;175969006;Percutane aspiratie van renale laesie
175988004;nefrostomogram;175988004;Nephrostogram
176004009;aanleggen van een continent ileal conduit;176004009;De bouw van continent ileal conduit
176006006;aanleg urostoma met colon;176006006;De bouw van de dikke buis
176008007;plaatsen subcutane urinaire bypass stent;176008007;Het inbrengen van onderhuidse urinestoma stent
176012001;bilaterale ureterre ï mplantatie;176012001;Bilaterale re ï mplantatie van urineleiders
176015004;intravesicale bilaterale ureterre ï mplantatie;176015004;Intravesicale bilaterale ureteric reimplantation
176024008;ureterocystostomie;176024008;Anastomose van de urineleider naar de blaas
176025009;vervangen ureter door ileum;176025009;Ileale vervangen ureter
176026005;vervangen ureter door colon;176026005;Colon vervangen ureter
176027001;revisie ureter anastomose;176027001;Herziening van ureteric anastomose
176042003;open excisie ureterocoele;176042003;Open excisie van ureterocele
176044002;open ureterbiopsie;176044002;Open biopsie van ureteric laesie
176050007;nefroscopische laser fragmentatie uretersteen;176050007;Nephroscopic laser versnippering van ureteric calculus
176052004;nefroscopisch verwijderen uretersteen;176052004;Nephroscopic verwijdering van ureteric calculus
176054003;nefroscopische ballondilatatie ureter;176054003;Percutane nephroscopic ballondilatatie van de urineleider
176058000;ureteroscopische laserfragmentatie uretersteen;176058000;Ureteroscopic laser versnippering van ureteric calculus
176072009;ureteroscopische resectie ureterletsel;176072009;Endoscopische uitroeiing van letsel van urineleider
176074005;cystoscopisch verwijderen ureterstent;176074005;Cystoscopic verwijdering van ureteric stent
176083000;urinestaal uit ureter;176083000;Cystoscopic ureteric bemonstering van urine
176097008;transurethraal verwijderen letsel ureterostium;176097008;Transurethrale verwijdering van letsel van ureteric opening
176098003;transurethrale incisie ureterostium;176098003;Transurethrale endoscopische insnijding van ureteric opening
176099006;submucosale teflon injectie ureterostium;176099006;Submukeuze teflon injectie aan ureteric opening
176100003;transurethrale incisie ureterocoele;176100003;Transurethrale incisie van ureterocele
176101004;cystoscopische dilatatie ureterostium;176101004;Cystoscopic dilatatie van ureteric opening
176106009;radicale cystoprostatourethrectomie;176106009;Radical cystoprostatourethrectomy
176117005;cecocystoplastie;176117005;Cecocystoplasty
176118000;ileo - caeco - cystoplastie;176118000;Ileocecocystoplasty
176119008;ileocaecale vervangblaas;176119008;Bauhin blaasvervanging
176121003;caecale vervangblaas;176121003;Blindedarmkeutels blaasvervanging
176126008;colon vervangblaas;176126008;Colon blaasvervanging
176136000;cystotomie met plaatsen suprapubische sonde;176136000;Cystostomy en het inbrengen van suprapubische katheter
176144000;aanbrengen van vesicovaginale fistel;176144000;Oprichting van fistula vesicivaginalis
176146003;open biopsie van de blaas;176146003;Open biopsie van blaas
176162009;cystoscopie met lasering blaaslaesie;176162009;Cystoscopie en laser vernietiging van de blaas letsel
176167003;ballondistensie van de blaas;176167003;Ballondilatatie van de blaas
176169000;subtrigonale injectie van fenol ( transurethraal );176169000;Transurethrale subtrigonal fenol injectie
176196002;plaatsen katheters voor urodynamica;176196002;Urethrale catheterisatie voor urodynamica
176201006;blaasinstillatie met therapeutisch agens;176201006;Inbrengen van de therapeutische stof in de blaas
176204003;blaainstillatie met therapeutisch agens voor benigne ziekte;176204003;Intravesicale instillatie van therapeutisch middel voor goedaardige ziekte
176222000;procedure van marshall marchetti krantz ( retropubische suspensie van urethra );176222000;Marshall Marchetti Krantz retropubische opschorting van de urethra
176238006;implantatie van prothese blaashals sfincter bij vrouw;176238006;Implantatie van prothetische sluitspier rond vrouwelijke blaashals
176240001;activatie van prothese blaashals sfincter bij vrouw;176240001;Activering van kunstmatige blaashals sluitspier bij vrouwelijke
176247003;transurethrale incisie van blaashals bij vrouw;176247003;Transurethrale incisie van de vrouwelijke blaas nek
176262001;radicale prostatectomie met pelviene knoop sampling;176262001;Radicale prostatectomie met bekken knooppunt sampling
176270006;aspiratie prostaatabces;176270006;Aspiratie van de prostaat abces
176271005;open hemostase prostaat;176271005;Open hemostase van de prostaat
176275001;open resectie blaashals bij de man;176275001;Open resectie van de mannelijke blaas nek
176276000;insertie cuff prothese rond blaashals bij de man;176276000;Het inbrengen van prothetische kraag rond mannelijke blaashals
176280005;activatie urethrale sfincter bij de man;176280005;Activering van kunstmatige urinaire kringspier rond mannelijke blaas nek of urethra
176282002;verwijderen urethrale sfincter bij de man;176282002;Verwijdering van kunstmatige urinaire kringspier uit de hele mannelijke blaas nek of urethra
176303006;endoscopische drainage prostaat;176303006;Endoscopische drainage van de prostaat
176306003;endoscopische insertie prostaatstent;176306003;Endoscopisch inbrengen van de prostaat stent
176307007;echografische ablatie prostaat;176307007;Ultrasound ablatie van de prostaat
176308002;endoscopisch verwijderen prostaatstent;176308002;Endoscopische verwijdering van de prostaat stent
176309005;endoscopisch vervangen prostaatstent;176309005;Endoscopische vervanging van de prostaat stent
176317002;ballondilatatie prostaat;176317002;Ballondilatatie van de prostaat
176318007;transurethrale biopsie van de prostaat;176318007;Transurethrale biopsie prostaat
176327008;excisie van urethraal letsel;176327008;Open excisie van de urethra laesie
176340003;vrije flap urethraplastie;176340003;Gratis graft urethroplasty
176341004;gesteelde flap urethraplastie;176341004;Gesteelde flap urethroplasty
176342006;transpubische urethraplastie;176342006;Transpubic urethroplasty
176347000;open biopsie van urethraal letsel;176347000;Open biopsie van de urethra laesie
176354006;urethroscopisch verwijderen vreemd voorwerp uit urethra;176354006;Urethroscopic verwijderen van vreemde lichaam van urethra
176355007;Sachse urethrotomie;176355007;optische urethrotomy
176356008;urethroscopische dilatatie urethra;176356008;Urethroscopic urethrale dilatatie
176357004;endoscopische insertie van urethrale stent;176357004;Endoscopisch inbrengen van urethrale stent
176358009;endoscopische resectie posterieure urethraklep;176358009;Endoscopische resectie van posterior urethrale ventiel
176359001;endoscopisch verwijderen van urethrale stent;176359001;Endoscopische verwijdering van de urethra stent
176373005;ballondilatatie urethra;176373005;Ballondilatatie van de urethra
176377006;diathermie van urethrale caruncula;176377006;Diathermie van urethra papil
176383009;ablatie van letsel ter hoogte van de meatus van de uretra;176383009;Verwijdering van letsel van de urethra gehoorgang
176384003;dilatatie meatus urethrae;176384003;Verwijding van de urethra gehoorgang
176388000;drainage perivesicaal abces;176388000;Drainage van paravesical abces
176390004;panendoscopie urinaire tractus;176390004;Panendoscopie van de urinewegen
176405000;drainage scrotum;176405000;Drainage van het scrotum
176407008;scrotum reconstructie met huidflap;176407008;Reconstructie van scrotum met de huid graft
176423008;excisie van de ectopische testis;176423008;Excision buitenbaarmoederlijke testis
176430002;excisie testislaesie;176430002;Uitsnijden van letsel van testis
176452006;sclerotherapie voor hydrocoele;176452006;Injectie sclerotherapie van hydrocele
176453001;drainage hydrocoele;176453001;Drainage van hydrocele
176454007;Lord ingreep voor hydrocoele;176454007;exploitatie Heer voor hydrocele
176461006;drainage testis;176461006;Drainage van de testis
176474000;aspiratie epididymiscyste;176474000;Aspiratie van epididymis cyste
176475004;drainage epididymis;176475004;Drainage van de bijbal
176476003;injectie sclerotherapie epididymiscyste;176476003;Injectie sclerotherapie van epididymis cyste
176481007;excisie epididymiscyste;176481007;Uitsnijden van cyste van de bijbal
176499004;embolisatie van varicocoele;176499004;Embolisatie van de varicocele
176501007;ingu ï nale ligatie van varicocele;176501007;Lies ligatie van varicocele
176502000;scrotale ligatie van varicocele;176502000;Scrotum ligatie van varicocele
176506002;drainage zaadstreng;176506002;Drainage van Zaadstreng
176516005;excisie periurethraal weefsel bij de man;176516005;Excision van mannelijke periurethrale weefsel
176518006;biopsie perineum bij de man;176518006;Biopsie van mannelijke perineum
176532008;constructie penis;176532008;De bouw van de penis
176533003;Nesbitt operatie penis;176533003;operatie Nesbit op penis
176534009;frenuloplastie;176534009;Frenuloplasty van de penis
176536006;reconstructie penis met flap op afstand;176536006;Reconstructie van de penis met verre flap
176537002;reconstructie penis met microvasculair getransferreerde flap;176537002;Reconstructie van de penis met microvasculaire overgedragen flap
176543000;implantatie semi - rigiede penisprothese;176543000;Implantatie van halfstijve penisprothese
176547004;voorhuidplastie;176547004;Prepuceplasty
176550001;manuele reductie parafimosis;176550001;Handmatige vermindering van paraphimosis
176552009;Plastibell circumcisio;176552009;Plastibell besnijdenis
176553004;revisie circumcisio;176553004;Herziening van de besnijdenis
176557003;biopsie van de penis;176557003;Biopsie van penis
176558008;drainage penis;176558008;Drainage van de penis
176560005;release chordae;176560005;Vrijgave van chordee
176562002;aspiratie van hey corpus cavernosum voor priapisme;176562002;Aspiratie van corpora voor priapisme
176563007;distale shunt voor priapismus;176563007;Distale shunt voor priapisme
176564001;proximale shunt voor priapismus;176564001;Proximale shunt voor priapisme
176565000;ligatuur van de sapheno - corpus cavernosum shunt;176565000;Ligatie van saphenocorporal shunt
176567008;intracaverneuze injectie ter behandeling priapisme;176567008;Penile injectie aan priapisme leeglopen
176585001;rituele clitoridectomie;176585001;Ritual clitoridectomie
176586000;clitoroplastie;176586000;Clitoroplasty
176589007;excisie van de klier van Bartholin;176589007;Excisie van klier Bartholin
176590003;marsupialisatie van klier van Bartholin;176590003;Marsupialisatie van klier Bartholin
176591004;drainage van de klier van Bartholin;176591004;Drainage van klier Bartholin
176593001;excisie van letsel van klier van Bartholin;176593001;Uitsnijden van letsel van klier Bartholin
176597000;totale vulvectomie;176597000;Totaal vulvectomie
176598005;excisie van overtollig weefsel ter hoogte van labia genitales;176598005;Excision van overtollig weefsel labial
176599002;hemivulvectomie;176599002;gedeeltelijke vulvectomie
176606005;laserdestructie van vulair letsel;176606005;Laser vernietiging van de laesie van de vulva
176609003;brachytherapie vulva;176609003;Implantatie van radioactieve stof in vulva
176610008;kleuren van vulvaire wratten;176610008;Schilderij van vulval wratten
176615003;reconstructie van vulva met huidgreffe;176615003;Reconstructie van vulva met de huid graft
176617006;reconstructie van vulva met distale greffe;176617006;Reconstructie van vulva met verre flap
176618001;reconstructievan vulva met vrije flap;176618001;Reconstructie van vulva met gratis flap
176622006;biopsie van letsel van vulva;176622006;Biopsie van letsel van de vulva
176623001;drainage van letsel van vulva;176623001;Drainage van de laesie van de vulva
176624007;scleroserende injectie in klepvene;176624007;Scleroserende injectie in vulva ader
176625008;scheiden van fusie labia genitales;176625008;Scheiding van labiale verklevingen
176629002;destructie van letsel van perineum;176629002;Vernietiging van de laesie van vrouwelijke perineum
176630007;laser destructie van het vrouwelijke perineum;176630007;Laser vernietiging van laesie van vrouwelijke perineum
176631006;cryochirurgie van leasie van het vrouwelijk perineum;176631006;Cryochirurgie om letsel van vrouwelijke perineum
176632004;cauterisatie van leasie van het vrouwelijk perineum;176632004;Cauterisatie laesie van vrouwelijke perineum
176635002;gesloten reductie en externe fixatie van een ribfractuur;176635002;Gesloten reductie van ribfractuur met externe fixatie
176641009;vrouwelijke perineoplastie;176641009;Vrouw perineoplasty
176642002;sluiten van fistel van het vrouwelijke perineum;176642002;Sluiting van fistels van vrouwelijke perineum
176647008;biopsie van het vrouwelijke perineum;176647008;Biopsie van vrouwelijke perineum
176652003;incisie van vaginale intro ï tus;176652003;Insnijden van Introitus van de vagina
176653008;incisie volgens schuchardt;176653008;Schuchardt ' s incisie
176660002;herstel van het hymen;176660002;Reparatie van maagdenvlies
176661003;oprekken van het hymen;176661003;Oprekken van maagdenvlies
176662005;dilatatie van vaginale intro ï tus;176662005;Dilatatie van Introitus
176666008;Marsupialisatie van vaginaal letsel;176666008;Marsupialisatie laesie van de vagina
176674009;excisie vaginale band;176674009;Uitsnijding van de band van de vagina
176675005;Excisie van vaginaal septum met behulp van laser;176675005;Laser uitsnijden van septum van de vagina
176679004;Laser evaporisatie van vaginaal letsel;176679004;Laser vernietiging van de laesie van de vagina
176680001;Cryotherapie van vaginaal letsel;176680001;Cryotherapie laesie van de vagina
176693006;reconstructie van vagina met behulp van distale flap;176693006;Reconstructie van de vagina met verre flap
176712005;herstel van vaginakoepel via zacharin;176712005;Zacharin reparatie van vaginale gewelf
176725002;Inbrengen pessarium van Hodge;176725002;Het inbrengen van Hodge pessarium in de vagina
176726001;Inbrengen ringpessarium;176726001;Het inbrengen van de ring pessarium in de vagina
176730003;vaginale exploratie;176730003;Verkenning van de vagina
176738005;verwijderen van vreemd lichaam vaginaal;176738005;Verwijdering van vreemd lichaam uit de vagina
176761007;large loop excisie van transformatiezone van cervix;176761007;Grote lus excisie van de transformatie zone
176766002;avulsie van leasie van cervix;176766002;Avulsion van letsel van cervix uteri
176771009;colposcopische laser destructie van laesie van cervix;176771009;Colposcopische laser vernietiging van de laesie van de baarmoederhals
176772002;koude coagulatie van laesie van cervix;176772002;Koude coagulatie laesie van de baarmoederhals
176776004;biopsie van cervix dmv laser conisatie;176776004;Laser kegel biopsie van cervix uteri
176778003;ring biopsie van cervix;176778003;Ring biopsie van de baarmoederhals
176779006;biopsie van cervix dmv diathermie loop;176779006;Diathermie lus kegel biopsie van de baarmoederhals
176786003;colposcopie van cervix;176786003;Colposcopie van de baarmoederhals
176787007;colposcopische biopsie van cervix;176787007;Colposcopische biopsie baarmoederhals
176787007;colposcopische biopsie van cervix;176787007;Colposcopische biopsie baarmoederhals
176795006;subtotale abdominale hysterectomie;176795006;Subtotaal abdominale hysterectomie
176820000;curettage van uterus;176820000;Curettage van de baarmoeder
176827002;dilatatie van cervix en vaccuum aspiratie van zwangerschapsproducten;176827002;Verwijding van de baarmoederhals en vacu ü m aspiratie van de producten van de conceptie van de baarmoeder
