SNOMED conceptID;Thot vertaalde term medisch woordenboek
231117000;open dorsalis columna stimulatie
231118005;percutane dorsalis columna stimulatie
231119002;innesteling verwijdering en bijstellen van zenuwstimulator elektrode
231120008;perifere zenuwstimulator elektrode verrichting
231121007;bijstellen van zenuwstimulator in perifeer
231123005;nervus blocks - infiltrations en injecties
231124004;anesthesie zenuwblok cervicaal
231125003;cervicalis profunda plexus block
231126002;letsel plexus cervicalis block
231127006;anesthesie nervus occipitalis minor block
231128001;anesthesie major nervi auricularis block
231129009;anesthesie zenuwblok in arm
231130004;plexus obstructie door interscalene approach
231131000;plexus obstructie door supraclavicularis approach
231132007;plexus obstructie door infraclavicularis approach
231133002;plexus obstructie door axillares approach
231134008;anesthesie musculocutanei block
231135009;anesthesie intercostobrachial medialis nervus cutaneus brachii block
231136005;anesthesie elleboog block
231137001;anesthesie pols block
231138006;anesthesie ulnaris block
231139003;anesthesie ulnaris block ter hoogte van pols
231140001;anesthesie ulnaris block ter elleboog
231141002;anesthesie van zenuwblok
231142009;anesthesie radialis dichtzittende bovenarm
231143004;anesthesie van zenuwblok ter elleboog
231144005;anesthesie van zenuwblok ter hoogte van pols
231145006;anesthesie mediani block
231146007;anesthesie mediani block ter elleboog
231147003;anesthesie mediani block ter hoogte van pols
231148008;ring dichtzittende hand
231149000;ring block duim
231150000;ring block , index vinger
231151001;ring block middelste vinger
231152008;ring block van ring van vinger
231153003;ring anesthesie van de locus vinger
231154009;digitales zenuwblok in hand
231155005;digitales communes pedis zenuwblok in hand
231156006;digitales zenuwblok duim
231157002;digitales zenuwblokkade , index vinger
231158007;digitales zenuwblok middelste vinger
231159004;digitales zenuwblok van ring van vinger
231160009;digitales zenuwblok van de locus vinger
231161008;anesthesie zenuwblok in been
231162001;lumbale plexus block
231163006;anesthesie heup block
231164000;anesthesie heup block door intracapsulair approach
231165004;anesthesie heup block door extracapsulair approach
231166003;anesthesie ischiadici block
231167007;anesthesie ischiadici block
231168002;anesthesie ischiadici block
231169005;anesthesie femorale block
231170006;anesthesie femoris block
231171005;anesthesie obturatorii block
231172003;driewielig motorvoertuig , een obstructie
231173008;anesthesie peroneus block
231174002;anesthesie saphena zenuwblok
231175001;enkel blok
231176000;anesthesie , diepe peroneale block
231177009;anesthesie , oppervlakkige peroneale block
231178004;anesthesie tibialis zenuwblok
231179007;anesthesie kuitzenuw block
231180005;ring obstructie in voet
231181009;ring block grote teen
231182002;ring block tweede teen
231183007;ring hartblok derdegraads teen
231184001;ring block vierde teen
231185000;ring block van vijfde teen
231186004;anesthesie digitales zenuwblok in voet
231187008;anesthesie digitales communes pedis zenuwblok in voet
231188003;anesthesie digitales zenuwblok grote teen
231190002;anesthesie digitales zenuwblok tweede teen
231191003;anesthesie digitales zenuwblok derde teen
231192005;anesthesie digitales zenuwblok vierde teen
231193000;anesthesie digitales zenuwblok van vijfde teen
231194006;anesthesie intrapleuraal block
231195007;anesthesie intercostalis block
231196008;anesthesie field block abdomen
231197004;anesthesie anesthesie van nervus ilioinguinalis
231198009;anesthesie anesthesie van nervi iliohypogastrici
231199001;anesthesie anesthesie van nervi genitofemoralis
231200003;lokale anesthesie anesthesie voor liesbreukoperatie
231201004;anesthesie penis block
231202006;anesthesie ring block penis
231203001;anesthesie zenuwblok penis
231204007;anesthesie anesthesie van nervus dorsalis penis
231205008;anesthesie injectie abdominale nervus cutaneus
231206009;transsacral anesthesie zenuwblok
231207000;anesthesie coccygeum zenuwblok
231208005;nervus - blok transvaginal
231209002;nervus anesthesie , transperineal
231210007;anesthesie facetgewricht zenuwblok
231211006;anesthesie lokaal cervicaal facetgewricht zenuwblok
231212004;anesthesie thoracale facetgewricht zenuwblok
231213009;anesthesie lumbale facetgewricht zenuwblok
231215002;anesthesie tentorius block
231216001;anesthesie supraorbitalis zenuwblok
231217005;anesthesie supratrochlearis zenuwblok
231218000;anesthesie nasociliaris zenuwblok
231219008;anesthesie ciliares longi zenuwblok
231220002;anesthesie ethmoidalis anterioris block
231221003;anesthesie maxillaris zenuwblok
231222005;anesthesie infraorbitalis zenuwblok
231223000;intraoraal approach - anesthesie infraorbitalis zenuwblok
231224006;extraoral approach - anesthesie infraorbitalis zenuwblok
231225007;anesthesie alveolares superiores posteriores zenuwblok
231226008;anesthesie middenste nervus alveolaris superior obstructie
231227004;anesthesie alveolares superiores anteriores zenuwblok
231228009;anesthesie lange nervus block
231229001;anesthesie mandibularis block
231230006;anesthesie nervus alveolaris inferior obstructie
231231005;intraoraal approach - anesthesie nervus alveolaris inferior obstructie
231232003;extraoral approach - anesthesie nervus alveolaris inferior obstructie
231233008;anesthesie canalis incisivus zenuwblok
231234002;anesthesie lingualis zenuwblok
231235001;anesthesie auriculotemporalis block
231236000;anesthesie masseter zenuwblok
231237009;anesthesie psychische zenuwblok
231238004;intraoraal approach - anesthesie psychische zenuwblok
231239007;extraoral approach - anesthesie psychische zenuwblok
231240009;anesthesie facialis block subacute lint
231241008;anesthesie facialis block o - brien
231242001;anesthesie glossopharyngeus block
231243006;anesthesie anesthesie van larynxzenuwen
231244000;anesthesie nervus laryngeus superior obstructie
231245004;anesthesie nervi block
231246003;intraveneuze regionale
231247007;anesthesie , intraveneuze regionale arm
231248002;anesthesie , intraveneuze regionale been
231249005;spinale anesthesie
231251009;anesthesie cervicale spinale
231252002;anesthesie thoracale spinale
231253007;anesthesie lumbale spinale
231254001;zadel - blok
231255000;spinaal subduraal lokale anesthesie anesthesie
231256004;cervicale subduraal block
231257008;thoracale subduraal block
231258003;lumbale subduraal block
231259006;toediening , extraduraal test dosis
231260001;toediening , extraduraal ge ï -
231261002;gecombineerde spinale en epidurale anesthesie anesthesie
231262009;gecombineerde spinale en epidurale , met injecties ter separate ruimtes
231263004;gecombineerde spinale en epidurale , spinale naald via tuohy naalden
231264005;zenuwblokkade , sympathische
231265006;ganglion cervicothoracicum block
231266007;cervicaal block
231267003;thoracale sympathicusblokkade
231268008;lumbale sympathicusblokkade
231269000;nervi splanchnici block
231270004;intraveneuze regionale autonome block
231272007;inspuiting van anesthesie gewricht
231273002;inspuiting van anesthesie of stero ï gewricht
231274008;inspuiting van stero ï gewricht
231276005;inspuiting van gewricht
231277001;injectie rond de facet massa
231278006;inspuiting van anesthesie naar facetgewricht
231279003;inspuiting van anesthesie of stero ï naar facetgewricht
231280000;inspuiting van stero ï naar facetgewricht
231281001;inspuiting van sacrum
231282008;inspuiting van anesthesie naar sacrum
231284009;inspuiting van anesthesie of stero ï naar sacrum
231285005;inspuiting van stero ï naar sacrum
231286006;spinale ganglia block
231287002;infiltrations
231288007;subcutis infiltratie
231289004;infiltratie anesthesie en subcutaan weefsel
231290008;infiltratie van anesthesie of stero ï d en subcutaan weefsel
231291007;infiltratie van stero ï d en subcutaan weefsel
231292000;infiltratie van neurolytic stof - subcutis
231293005;intradermale infiltratie
231294004;intradermale infiltratie anesthesie
231295003;intradermale infiltratie anesthesie en stero ï d
231296002;intradermale infiltratie stero ï d
231297006;intradermale infiltratie neurolytic stof
231298001;intramusculaire infiltratie
231299009;intramusculaire infiltratie anesthesie
231300001;intramusculaire infiltratie anesthesie en stero ï d
231301002;intramusculaire infiltratie stero ï d
231302009;intramusculaire infiltratie neurolytic stof
231303004;fractuur infiltratie met anesthesie
231304005;hoofdhuid infiltratie met anesthesie
231305006;huid infiltratie
231306007;huid infiltratie anesthesie
231307003;huid infiltratie anesthesie en stero ï d
231308008;huid infiltratie stero ï d
231309000;huid infiltratie neurolytic stof
231310005;litteken infiltratie anesthesie
231311009;litteken infiltratie anesthesie en stero ï d
231312002;litteken infiltratie stero ï d
231313007;litteken infiltratie neurolytic stof
231314001;trigger punt infiltratie anesthesie
231315000;trigger punt infiltratie anesthesie en stero ï d
231316004;trigger punt infiltratie stero ï d
231317008;trigger punt infiltratie neurolytic stof
231318003;wond infiltratie
231319006;anesthesie tandheelkundige infiltratie
231320000;buccale infiltratie anesthesie
231321001;tong infiltratie anesthesie
231322008;palatinale infiltratie anesthesie
231323003;interpapillary infiltratie anesthesie
231324009;intraligamental laterale anesthesie
231325005;intraosseous anesthesie voor tandheelkundige chirurgie
231326006;intrapulpal anesthesie
231327002;oog infiltrations
231329004;peribulbar secundair
231330009;retrobulbair infiltratie
231331008;superior rectus infiltratie
231332001;infiltratie van tenon - kapsel
231333006;subconjunctiva infiltratie
231334000;injectie naar glasvocht
231335004;implantatie , kunstmatige
231336003;retrobulbair neurolytic injectie
231337007;extraoculaire infiltratie anesthesie
231338002;anesthesie infiltratie van ooglid
231339005;anesthesie infiltratie , blefaritis
231340007;anesthesie infiltratie van blefaritis
231341006;infiltratie , anesthesie - traanzak
231342004;anesthesie infiltratie van ductus nasolacrimalis
231343009;intramusculaire infiltratie botulinum vergiftiging
231344003;topicale anesthesie van huid
231345002;topicale anesthesie van slijmvlies
231346001;topicale anesthesie van oog
231348000;topicale anesthesie van bovenste luchtwegen
231349008;moffats anesthesie neus
231350008;topicale anesthesie van neus
231351007;topicale anesthesie van trachea , binnenzijde
231352000;anesthesie spray van trachea , binnenzijde
231353005;cricothyroideum inspuiting van anesthesie
231354004;topicale anesthesie van de stembanden
231355003;topicale anesthesie van larynx
231356002;topicale anesthesie van de oropharynx
231357006;topicale anesthesie van hypofarynx
231358001;topicale anesthesie van wond
231359009;topicale anesthesie van peritoneale
231360004;topicale anesthesie van urethra
231361000;voor katheter
231362007;neurolytic techniques
231363002;inspuiting van neurolytic stof - hersenzenuwaandoening
231364008;inspuiting van neurolytic stof door ganglion semilunare
231365009;inspuiting van neurolytic stof van nervus supraorbitalis
231366005;inspuiting van neurolytic stof van nervus infraorbitalis
231367001;inspuiting van neurolytic stof van nervus infraorbitalis door intraoraal approach
231368006;inspuiting van neurolytic stof van nervus infraorbitalis door extraoral approach
231369003;inspuiting van neurolytic stof - nervi mentalis
231370002;inspuiting van neurolytic stof - nervi mentalis door intraoraal approach
231371003;inspuiting van neurolytic stof - nervi mentalis door extraoral approach
231372005;inspuiting van neurolytic stof . glossopharyngeus
231373000;inspuiting van neurolytic stof buik nervus cutaneus
231374006;inspuiting van neurolytic stof van nervus anococcygeus
231375007;chemische denervatie van gewricht van wervel
231376008;chemische denervatie van gewricht van halswervel
231377004;chemische denervatie van gewricht van thoracale wervel
231378009;chemische denervatie van gewricht van lumbale wervel
231379001;spinale neurolytic injectie
231380003;cervicale spinale neurolyse
231381004;thoracale spinale neurolyse
231383001;lumbale spinale neurolyse
231384007;spinale neurolyse sacraal roots
231385008;subduraal neurolyse
231386009;cervicale subduraal neurolyse
231387000;thoracale subduraal neurolyse
231388005;lumbale subduraal neurolyse
231389002;epidurale neurolyse
231390006;cervicale epidurale neurolyse
231391005;thoracale epidurale neurolyse
231392003;sacraal epidurale neurolyse
231393008;ganglion cervicothoracicum neurolyse
231394002;plexus coeliacus chemische trigeminusablatie
231395001;inspuiting van neurolytic - spinale ganglia
231396000;radiofrequency van zenuwen en ganglia
231397009;radiofrequency van litteken neuroom
231398004;radiofrequency van hersenzenuwen
231399007;radiofrequency van zenuwwortel
231400000;radiofrequency van trigger punt
231401001;radiofrequency van ganglion stellatum
231406006;radiofrequency van plexus coeliacus
231407002;radiofrequency van spinale ganglia
231408007;radiofrequency van abdominale nervus cutaneus
231409004;radiofrequency denervatie van gewricht van wervel
231412001;radiofrequency denervatie van gewricht van lumbale wervel
231413006;percutane cervicale anterolateralis chordotomie
231414000;dorsale zenuwwortel entry zone van
231415004;cryochirurgie van zenuwen en ganglia
231416003;cryochirurgie van litteken neuroom
231417007;cryochirurgie van ganglion semilunare
231418002;cryochirurgie van intercostalis
231419005;cryochirurgie van hersenzenuwen
231420004;cryochirurgie van zenuwwortel
231421000;cryochirurgie van trigger punt
231422007;cryochirurgie van ganglion stellatum
231427001;cryochirurgie van plexus coeliacus
231428006;cryochirurgie van spinale ganglia
231429003;cryochirurgie van abdominale nervus cutaneus
231430008;cryodenervation van gewricht van wervel
231431007;cryodenervation van gewricht van halswervel
231432000;cryodenervation van gewricht van thoracale wervel
231433005;cryodenervation van gewricht van lumbale wervel
231434004;cryochirurgie van zenuwwortelletsel sacraal
231435003;caudale cryotherapie
231505007;hervormen van pocket voor pacemaker
231544004;radiotherapie van orbita laesie
231545003;reconstructie van orbita met conjunctiva weefsellap
231546002;reconstructie van orbita met dermofat transplantaat
231548001;herstel hypertelorisme
231549009;herstel hypotelorisme
231550009;herstel verticaal orbita dystopia
231551008;herstel rotatoire orbita dystopia
231552001;anterior orbitotomie
231553006;intranasal orbitalis decompressie
231554000;transantral transethmoidal orbitalis decompressie
231555004;orbitabodem implantaat operatie
231556003;hervormen van orbitabodem implantaat
231557007;orbita weefsel volume enhancement
231559005;biopsie van oogbol
231560000;plaatsing van intraconal orbitaal implantaat
231562008;bicoronal wenkbrauwlift
231563003;chirurgie medialis canthus
231564009;excisie van mediale canthus
231565005;cryochirurgie van mediale canthus
231566006;cauterisatie van van mediale canthus
231567002;cryocauterisatie van de middenste canthus
231568007;radiotherapie van van mediale canthus
231569004;herstel epicanthus door y - v - plasty
231570003;herstel epicanthus door mustarde nao
231571004;herstel telecanthus door z - plasty
231572006;herstel telecanthus door y - v - plasty
231573001;herstel telecanthus door mustarde nao
231574007;herstel telecanthus door transnasal draad
231575008;herstel telecanthus door transnasal hechting
231576009;herstel van mediale canthus
231577000;mediale canthal , voor ectropion
231578005;posterior van middenste canthal pees
231579002;curettage van mediale canthus
231580004;chirurgie laterale canthus
231581000;excisie van van canthus
231582007;cryochirurgie van canthus
231583002;cauterisatie van van van canthus
231584008;cryocauterisatie van canthus
231585009;radiotherapie van van van canthus
231586005;herstel van canthus
231587001;laterale canthal pees , voor ectropion
231588006;curettage van laterale canthus
231589003;impressiefractuur van canthus
231590007;laterale canthal sling
231591006;laterale canthotomie
231592004;laterale canthoplastiek
231593009;verwijdering van ooglid
231594003;moh - excisie van ooglid
231595002;lasertherapie van ooglid
231596001;radiotherapie van ooglid
231597005;anterior lamellaire reconstructie van ooglid
231598000;reconstructie van met huidflap
231599008;posterior lamellaire reconstructie van ooglid
231600006;posterior lamellaire transplantaat van onderste ooglid
231601005;correctie van mediale ectropion
231602003;retropunctal cauterisatie
231603008;tarsoconjunctival congenitaal excisie
231604002;lui t nao
231605001;mediale lee tarsorraphy
231606000;correctie van en laterale ectropion
231607009;entropion herstel van ooglid
231608004;plaatsing van everting hechting van onderste ooglid
231609007;brandwonden derde graad horizontalis incisie van ooglid bij everting hechting
231610002;retractor plication van ooglid
231611003;tarsales cleavage van ooglid en van everting hechting
231612005;entropion herstel bovenste ooglid
231613000;anterior lamellaire arteri bovenste ooglid
231614006;tarsalia teennagelwig resectie , ooglid
231615007;lamellaire divisio en slide , ooglid
231616008;tarsalia ectropion , ooglid
231617004;cryo hechting van ooglid
231619001;chirurgische wonddehiscentie , aponeurotic van muller van spier
231620007;levator palpebrae z spierincisie
231621006;levator palpebrae myectomie
231622004;levator palpebrae disinsertion
231623009;spier transplantaat naar levator palpebrae spier
231624003;van transplantaat naar onderste ooglid
231625002;verwijdering van gold gewicht van bovenste ooglid
231627005;totale mastectomie traanklieranomalie
231628000;marsupialisatie van traanzak
231629008;dacryocystorhinostomie
231630003;intranasal dacryocystorhinostomie
231631004;dacryocystorhinostomie en van eustachius
231632006;plaatsing van lester dacryocystorhinostomie eustachius
231633001;operatie traanzak
231634007;instrumentation van traankanaal
231635008;operatie traankanaal en punctum
231636009;incisie en curettage traankanaal
231638005;rectus oogspieroperatie
231639002;schuin oogspieroperatie
231640000;abducens recession medialis rectus resectie
231641001;oculaire spier aaneengroeien nao
231642008;nystagmus chirurgie
231643003;chirurgie medialis rectus
231645005;medialis rectus adjustable recession
231646006;medialis rectus adjustable resectie
231647002;medialis rectus advancement
231648007;medialis rectus spierincisie
231649004;medialis rectus marginale spierincisie
231650004;medialis rectus disinsertion
231651000;medialis rectus superoplacement
231652007;medialis rectus inferoplacement
231653002;medialis rectus verticaal transpositie
231654008;medialis rectus faden
231655009;chirurgie abducens
231657001;vie adjustable recession
231658006;abducens adjustable resectie
231659003;abducens advancement
231660008;abducens spierincisie
231661007;abducens marginale spierincisie
231662000;abducens disinsertion
231663005;abducens superoplacement
231664004;abducens inferoplacement
231665003;abducens verticaal transpositie
231666002;abducens faden
231667006;chirurgie superior rectus
231668001;superior rectus adjustable recession
231669009;superior rectus adjustable resectie
231670005;superior rectus advancement
231671009;superior rectus horizontalis transpositie
231672002;superior rectus faden
231673007;chirurgie inferior rectus
231674001;inferior rectus adjustable recession
231675000;inferior rectus adjustable resectie
231676004;inferior rectus advancement
231677008;inferior rectus disinsertion
231678003;inferior rectus horizontalis transpositie
231679006;inferior rectus faden
231680009;chirurgie trochlearis
231681008;ivde plication
231682001;ivde advancement
231683006;ivde parti tenotomie
231684000;ivde disinsertion
231685004;ivde anterior transpositie
231686003;orbita chirurgie
231687007;ivde harada - ito nao
231688002;nervus trochlearis trochlearis fractuur met resectie
231689005;ivde faden
231690001;excisie fibromatose
231691002;chirurgie inferior schuin
231692009;inferior schuin advancement
231693004;inferior schuin spierincisie
231694005;inferior schuin disinsertion
231695006;inferior schuin anterior transpositie
231696007;inferior schuin extirpatie
231697003;inferior schuin z - plasty
231698008;inferior schuin faden
231700004;plication van spier
231701000;botulinum vergiftiging injectie naar oculaire myopathie
231702007;biopsie van spier
231703002;radialis conjunctiva - incisie
231704008;chirurgische letsel keratectomie
231705009;laser letsel keratectomie
231708006;herstel astigmatisme
231710008;keratomileusis
231712000;intracorneal van lens
231713005;intracorneal van ring
231714004;wigresectie cornea
231715003;relieving van cornea
231716002;van cornea spanning hechting
231717006;cauterisatie sclerostomie
231718001;laser sclerostomie
231720003;implantatie , molteno - naar voorste oogkamer
231721004;plaatsing van schocket buis naar voorste oogkamer
231724007;perifere iridectomie
231725008;chirurgische perifere iridectomie
231726009;laser iridectomie
231727000;sector iridectomie
231728005;herstel uitgezakte iris
231729002;vervanging uitgezakte iris
231730007;iridoplasty
231732004;herstel iridodialyse
231733009;trabeculum corneosclerale operatie
231734003;trabeculoplastiek
231735002;chirurgische trabeculoplastiek
231736001;sonogram van corpus ciliare
231737005;radiotherapie van corpus ciliare
231738000;partieel ciliare
231739008;iridocyclochoroidectomy
231740005;cyclochoroidectomy
231741009;hervormen van
231742002;gecombineerde met cataractextractie
231744001;extractie , cataract - lensimplantaat en trabeculoplastiek
231745000;vectis van lens
231746004;operatie capsula lentis , cristallina
231747008;lens capsulotomie
231748003;laser lens capsulotomie
231749006;capsulotomie
231750006;pars plana lensectomy
231751005;wisseling , intraoculaire
231752003;iol repositioning
231754002;biopsie van glasvocht
231755001;inspuiting van geneesmiddel naar vitreum
231756000;vitreum schedelbasisfractuur vitrectomie
231759007;endodiathermy van retina
231760002;cryochirurgie van retina
231761003;endocryotherapy van retina
231762005;fotocoagulatie
231764006;radiotherapie van retina
231765007;drainage van subretinaal vocht
231766008;pneumatische retinopexie
231767004;scleraverdunning nao
231768009;verwijdering van sclera
231769001;verwijdering van explant van sclera
231770000;vitreoretinale procedure retinaloslating
231771001;transvitreal membraanverwijdering
231772008;preretinale membraanverwijdering
231773003;subretinaal membraanverwijdering
231774009;retinotomy
231775005;retinectomy
231776006;plaatsing van tacks
231777002;intravitreaal tamponade
231778007;injectie , gassen , lucht naar vitreum
231779004;inspuiting van silicone olie naar vitreum
231780001;inspuiting van perfluorocarbon losse naar vitreum
231781002;verwijdering intravitreaal gassen , vloeistof
231782009;verwijdering gassen , lucht in corpus vitreum
231783004;verwijdering silicone olie van glasvocht
231784005;verwijdering van perfluorocarbon losse van glasvocht
231785006;excisie van choroidea
231786007;diathermie van choroidea
231787003;biopsie choroidea
231788008;drainage van suprachoroidal vocht
231792001;ventriculolumbar shunt met klep
232151004;uitwendige gehoorgang chirurgie
232152006;totale hysterectomie oor en uitwendige gehoorgang
232153001;excisie van oor
232154007;excisie van sinus
232155008;excisie cyste
232156009;van fowler voorste crurotomy van oor
232157000;reconstructie van het oor met solitaire weefsellap
232158005;reconstructie van het oor met distant weefsellap
232159002;reconstructie van het oor met vrij weefsellap
232160007;katheterisatie van botnagel voor aurale prothese
232161006;hervormen otoplastiek
232162004;mustarde otoplastiek
232163009;afzuigen klaring uitwendige gehoorgang
232164003;verwijdering ventilatie drain uit oor
232165002;excisie poliep van de uitwendige gehoorgang
232166001;verwijdering osteoom uit oor
232167005;uitwendig oor
232168000;herstel van meatal wand van de uitwendige gehoorgang
232169008;implantatie wondverband in oor
232170009;verwijdering wondverband uit oor
232171008;verandering van wondverband in oor
232172001;instillation van het drops of spray
232173006;masto ï doperatie
232174000;masto ï d marginectomy
232175004;primaire postmastectomie tepelvormig holte
232176003;secundair oedeem tepelvormig holte
232177007;implantatie of herstel inflatable blaas achalasie
232178002;masto ï d pack verrichting
232179005;implantatie van het masto ï d pack
232180008;verwijdering van masto ï d pack
232181007;verandering van masto ï d pack
232182000;plaatsing van osseointegrated bot anchors
232183005;plaatsing van anchors en subcutaan bot anchored gehoorapparaat
232185003;incus transpositie
232186002;allograft vervanging van trommelvlies en gehoorbeentjes
232187006;multipele approach tympanoplastiek
232188001;tympanoplastiek met ectomie
232189009;dikke fenestra stapedectomie
232190000;stapedotomie
232191001;platinectomy
232192008;voor middenoor ventilatie eustachius
232195005;arteri ventilatie eustachius via trommelvlies
232196006;operatie en middenoor laesie
232197002;buis diathermie
232199004;inflation buis van using , percutane transluminale
232200001;decompressie van de saccus endolymphaticus en van fistel
232201002;echografische labyrintectomie
232202009;fistelherstel van halfcirkelvormige kanalen
232203004;obliteratie superior halfcirkelvormige kanalen
232204005;postmastectomie canalis semicircularis posterior
232205006;saccotomie
232206007;excisie van inwendige gehoorgang
232207003;onderzoek vliezen microscoop
232334003;hartpacemaker batterijvervanging
232463004;uitwendige rhinoplastiek
232464005;open rhinoplastiek
232466007;herstel alaris collaps using implantaat
232467003;herstel alaris syncope door diathermie van alae nasi
232468008;herstel alaris syncope door modificatie van benige margins herstel aperture
232469000;obstructie neusgat
232470004;reconstructie van neus
232471000;bilaterale collumellar verlenging operatie
232472007;herstel van uitwendig neusletselbiopsie
232473002;externe fixatie van fractuur
232474008;operatie inwendige neus
232475009;adams crush neustussenschot
232476005;verwijdering van neusseptum fasciitis plantaris
232477001;cryochirurgie van neustussenschot
232478006;neustussenschot perforatie herstel met labiales transplantaat
232479003;hypertrofie perforatie
232480000;aanmeten obturatoria neustussenschot
232481001;septodermoplasty
232482008;reductie van conchae nasales
232483003;submuceuze resectie van conchae nasales
232484009;excisie concha bullosa
232485005;chemische cauterisatie van inwendige neus
232486006;fulguratie van inwendige neus
232487002;transantral herstel van arteria maxillaris
232488007;kompres procedure van neus en nasofarynx
232489004;neusholte tamponade of nasopharynx
232490008;verwijdering van tamponnade uit neus of nasopharynx
232491007;plaatsing van intranasal splints
232492000;verwijdering van intranasal splints
232493005;chirurgie voor van inwendige neus
232494004;excisie van inwendige neus
232495003;biopsie inwendige neus
232496002;maxilla antrumoperatie
232497006;reconstructie van het maxillaire antrum
232499009;inferior meatal antrostomie
232500000;middelste meatal antrostomie
232501001;reconstructie van maxilla
232502008;chirurgische via sinus maxillaris
232504009;chirurgie van de frontoethmoidal sinus
232505005;transorbital etmo ï dectomie
232506006;uitwendige frontoethmosphenoidectomy
232507002;excisie van fascia plantaris
232508007;intranasal frontalis recessus dissecans
232509004;intranasal frontoethmoidectomy
232510009;intranasal frontoethmosphenoidectomy
232511008;biopsie van sinus ethmoidalis
232512001;biopsie van sinus frontalis
232513006;syndroom van sinus frontalis
232514000;biopsie van sinus sphenoidalis
232515004;reconstructie van neusbijholte
232516003;diagnostische endoscopie van neus en neusbijholten
232517007;diagnostische nasendoscopy
232518002;slaap - nasendoscopy
232520004;diagnostische antroscopie via inferior meatus
232521000;diagnostische antroscopie via mediae meatus
232522007;chirurgie van tonsillen en adeno ï d
232523002;verwijderen processus styloideus de tonsillaire fossa
232524008;parti laryngofaryngectomie
232525009;farynxreconstructie using prothese
232526005;farynxreconstructie met solitaire weefsellap
232527001;farynxreconstructie met intestinale anastomose
232528006;keeloperatie van lege velofaryngeale incompetentie
232530008;posterior farynx weefsellap faryngoplastiek
232531007;keeloperatie voor apnoesyndroom en snurken
232532000;tongbeen expansion
232533005;hyo ï dophanging
232534004;geniotubercle advancement
232535003;excisie van digeorge
232536002;inversie van digeorge
232537006;diathermie behandeling van digeorge
232538001;drainage van abces
232539009;biopsie van nasofarynx
232540006;excisie van de oropharynx
232541005;excisie van hypofarynx
232542003;marsupialisatie van farynxcyste
232543008;van keel nao
232544002;quasi totaal laryngectomie
232546000;totale laryngofaryngectomie
232547009;laryngotracheoplasty
232548004;thyrohyoideum larynx release nao
232549007;suprahyoid larynx release nao
232550007;operatie van larynx
232551006;dislocatie van de stembanden met biologische transplantaat
232552004;thyroplastiek
232553009;aryteno ï dectomie
232554003;epiglottopexy
232555002;dislocatie van de stembanden door inert stof
232556001;chirurgie voor stem pitch verandering
232557005;approximation van cricoid en thyroideae cartilages
232558000;intralaryngeal botulinetoxine - injectie
232560003;excisie van stemband cover
232561004;excisie van slijmvlies van de stemband
232562006;excisie van stemband
232564007;excisie van ligamentum vocale en reinke van ruimte
232565008;excisie sulcus vocalis
232566009;excisie van slijmvlies brug van stembanden
232567000;excisie atheroomcyste stemband
232568005;impressiefractuur van littekenvorming op plaque van stembanden
232569002;reductie van reinke - oedeem
232570001;diathermie van larynx teleangiectasis
232571002;biopsie strottenhoofd
232572009;van strottenhoofd keel
232573004;verwijdering uit larynx
232574005;vreemd lichaam verwijdering uit larynx
232575006;verwijdering van cricothyroidotomy van eustachius
232576007;verandering van cricothyroidotomy van eustachius
232578008;orale diagnostische laryngoscopie
232579000;neus diagnostische laryngoscopie
232580002;microlaryngoscopie en bronchoscopie
232588009;therapeutische chirurgie trachea using stenose tracheoscoop
232591009;bronchoscopie met lobaire gas biopsie
232592002;bronchoscopic biopsie slijm
232593007;bronchoscopic stilstand van bloeding
232594001;bronchoscopic aspiratie slijm
232595000;bronchiale wash
232596004;bronchoscopic elektrocauterisatie
232597008;bronchoscopic cryochirurgie van cauterisatie
232598003;bronchoscopic cryochirurgie van laser
232599006;bronchoscopic cryochirurgie van cryotherapie
232600009;bronchoscopic resectie van
232601008;bronchoscopic snare resectie van
232602001;bronchoscopic stentplaatsing
232603006;bronchoscopic fistelherstel
232604000;open operatie van de trachea
232605004;resectie van trachea
232606003;trachea reconstructie met epicutane
232607007;trachea reconstructie met weefsellap
232608002;trachea deel -
232609005;shunt , hersenventrikel - lumbale plaats
232611001;herstel van van van trachea
232612008;open trachea stentplaatsing nao
232613003;zorg voor tracheostoma
232614009;biopsie tracheostoma
232615005;exploratie tracheostoma
232616006;tracheostomie wondreiniging
232617002;van tracheo katheter
232618007;van tracheo klep
232620005;van neoglottis
232621009;open excisie van carinal nao
232622002;open verrichting en bronchus
232623007;open biopsie bronchiale aandoening
232624001;open excisie bronchiale aandoening
232625000;herstel van ruptuur bronchus
232626004;open herstel fistel
232627008;open herstel verworven fistel
232628003;open longbiopsie
232629006;verrichting voor longkanker nao
232631002;niertumor longkanker nao
232632009;long wigresectie
232633004;enkelvoudige long wigresectie
232634005;multipele teennagelwig excisions long
232635006;excisie segmentum bovenkwab
232636007;excisie segmentum middenkwab
232637003;excisie segmentum onderkwab
232638008;segmentectomie van long bovenkwab
232639000;segmentectomie van long onderkwab
232640003;lobectomie met bronchoplastiek
232641004;longlobectomie met excisie van adjacent kwab
232642006;extrapericardiaal pneumonectomie
232643001;intrapericardial pneumonectomie
232644007;extrapleurale pneumonectomie
232645008;pleuropneumonectomy
232646009;completion pneumonectomie
232647000;pneumonectomie met tracheobronchoplasty
232648005;excisie van pulmonale sequestratie
232649002;herstel van long
