conceptId;Beschrijving;conceptId;Beschrijving Matecat
387644004;supracervicale hysterectomie;387644004;supracervicale hysterectomie
387656003;Bilaterale vulvectomie;387656003;bilaterale vulvectomie
387657007;bilaterale labiectomie;387657007;bilaterale labiectomy
387670003;Fowler - Stephens orchidopexie;387670003;Fowler - Stephens orchidopexie
387717002;ureteroscopie;387717002;ureteroscopy
387731002;laminectomie;387731002;laminectomie
387829002;endomyocardbiopsie;387829002;endomyocardbiopsie
387865007;gastrocentesis;387865007;Gastrocentesis
388990007;synovectomie;388990007;synovectomie
389153003;indirecte gonioscopie;389153003;indirect gonioscopie
389155005;directe gonioscopie;389155005;direct gonioscopie
390849007;excisie van fimbri ë le cysten;390849007;Excisie van fimbri ë le cyste
391935006;pericardiolysis;391935006;Pericardiolysis
392027008;anale fissurectomie;392027008;anale fissurectomy
395136002;totale mesorectale excisie;395136002;Totale mesorectal excisie
395218007;implantatie van interne cardiale defibrillator;395218007;Implantatie van interne cardiale defibrillator
395724000;choledocholithotomie;395724000;choledocholithotomie
397112000;eenvoudige excisie van pterygium;397112000;Eenvoudige excisie van pterygium
397166008;gritti - stokes amputatie;397166008;Gritti - Stokes amputatie
397167004;mazet amputatie;397167004;Mazet amputatie
397219003;guyon amputatie;397219003;Guyon amputatie
397840008;bronchorrafie;397840008;bronchorrafie
398740003;colostomie;398740003;Colostomie
399141000;mannelijke sterilisatie;399141000;Mannelijke sterilisatie
399202009;transmetatarsale amputatie;399202009;Transmetatarsal amputatie
399334003;manipulatie van de cervicale wervelkolom;399334003;Manipulatie van de cervicale wervelkolom
399733007;excisie van retroperitoneale lymfeklier;399733007;Excisie van retroperitoneale lymfeklieren
404626004;anterieure capsulorhexis;404626004;Anterieure capsulorrhexis
404637003;gonioplastiek;404637003;gonioplastiek
405289006;excisie van vasculair neoplasma;405289006;Excisie van vasculaire neoplasma
405301008;scalenotomie;405301008;scaleniotomie
405347000;trombolyse van aorta;405347000;Trombolyse van aorta
405441000;transtarsale amputatie;405441000;Transtarsal amputatie
405487006;aorto - iliacale bypass met prothese;405487006;Aorto - iliacale bypass met prothese
408693007;vitropressie;408693007;vitropressie
410023005;directionele atherectomie;410023005;Directionele atherectomie
410573003;intravitreale antibiotica injectie;410573003;Intravitreal antibiotica injectie
410574009;intravitreale antivirale injectie;410574009;Intravitreale antivirale injectie
413114008;autologe chondrocyten implantatie;413114008;Autologe Chondrocyten Implantatie
413195008;cholangioscopie;413195008;cholangioscopy
414880004;nuchale echografie;414880004;Nuchal echografie
415071007;percutane endarterectomie;415071007;percutane endarterectomy
418844005;echografie en drainage van de prostaat;418844005;Echografie en drainage van de prostaat
419222003;implantatie van intravitreaal apparaat;419222003;Implantatie van intravitreal apparaat
419806005;fluoroscopische angioplastie;419806005;fluoroscopische angioplastiek
422246005;conjunctivale resectie;422246005;Conjunctivale resectie
425806003;translocatie van retina;425806003;Translocatie van retina
426220008;externe ventriculaire defibrillatie;426220008;Externe ventriculaire defibrillatie
426541003;atriale septectomie;426541003;atriale septectomy
426738005;duodenal switch;426738005;duodenale switch
427043003;echografie van de bovenarm;427043003;Echografie van de bovenarm
427074001;laparoscopische sleeve gastrectomie;427074001;Laparoscopische sleeve gastrectomie
427472005;echografie van de rechter heup;427472005;Echografie van de rechter heup
427684001;injectie van therapeutische substantie in de blaaswand;427684001;Injectie van therapeutische substantie in de blaaswand
427980007;sleeve gastrectomie met duodenal switch;427980007;Sleeve gastrectomie met duodenale switch
428545002;fototherapie van de huid;428545002;Fototherapie van de huid
428555003;transveneuze implantatie van automatische cardiale defibrillator;428555003;Transveneuze implantatie van automatische cardiale defibrillator
428604001;fotodynamische therapie van de huid;428604001;Fotodynamische therapie van de huid
428831001;radiotherapie van perineum;428831001;Radiotherapie naar perineum
429386000;fotodynamische ablatie van het endometrium;429386000;Fotodynamische ablatie van het endometrium
429500007;monofasische defibrillatie;429500007;monofasische defibrillatie
429813006;fluoroscopische angiografie en atherectomie;429813006;Fluoroscopische angiografie en atherectomie
429893007;biopsie van ligament;429893007;Biopsie van ligament
429915000;transvaginale echografie van het bekken;429915000;Transvaginale echografie van het bekken
430063002;transvaginale nuchale echografie;430063002;Transvaginale nuchal echografie
430064008;transvaginale verloskundige echografie;430064008;Transvaginale verloskundige echografie
430103002;fijne naald aspiratie biopsie van zacht weefsel;430103002;Fijne naald aspiratie biopsie van zacht weefsel
430113005;fijne naald aspiratie biopsie van de mond;430113005;Fijne naald aspiratie biopsie van de mond
430457001;incisiebiopsie van het hart;430457001;Incisiebiopsie van het hart
431046008;fijne naald aspiratie biopsie van eileider;431046008;Fijne naald aspiratie biopsie van eileider
431052009;fijne naald aspiratie biopsie van de lip;431052009;Fijne naald aspiratie biopsie van de lip
431648005;transcrani ë le doppler echografie;431648005;Transcrani ë le doppler echografie
431748001;intracardiale echografie;431748001;intracardiale echografie
431756003;echografie van de schedelholte;431756003;Echografie van de schedelholte
431894006;echografie van transjugulaire intrahepatische portosystemische shunt stent;431894006;Echografie van transjugulaire intrahepatische portosystemische shunt stent
432003008;echografie van de rib;432003008;Echografie van de rib
433016000;excisie van ligament;433016000;Excisie van ligament
433232009;epicardiale echocardiografie;433232009;Epicardial echocardiografie
438319004;inductie van involutie van schildklier;438319004;Inductie van involutie van schildklier
438520009;dilatatie van artreioveneuze fistel;438520009;Dilatatie van arterioveneuze fistel
439526007;incisie en drainage van het heupgewricht;439526007;Incisie en drainage van het heupgewricht
440258006;excisie van de huid;440258006;Excisie van de huid
441802002;beeldvorming van de lever;441802002;Beeldvorming van de lever
443068005;tatoe ë ren van permanente make - up;443068005;Tatoe ë ren van permanente make - up
443497002;excisie van sentinel lymfeklier;443497002;Excisie van sentinel lymfeklier
444001009;rechter Glenn shunt procedure;444001009;Rechter Glenn shunt procedure
444116009;psoas compartiment block;444116009;Psoas compartiment blok
444566006;vervanging van cardiale pacemaker;444566006;Vervanging van cardiale pacemakers
445716005;endoscopische dilatatie van de dunne darm;445716005;Endoscopische dilatatie van de dunne darm
446250007;D2 lymfeklierdissectie;446250007;D2 lymfklierdissectie
447346005;cardiopulmonale inspanningstest;447346005;Cardiopulmonale inspanningstest
447421006;profylactische mastectomie;447421006;Profylactische mastectomie
