conceptId; Engelse term;Nl;Nl;Nl
302481001;Excision of thoracic intervertebral disc;Excisie van thoracale tussenwervelschijf;excisie van thoracale tussenwervelschijf;Excisie van thoracale tussenwervelschijf
304389001;Axillo-unifemoral bypass graft;Axillo - unifemoral bypass;axillo - unifemoral bypass;Axillo - unifemoral bypass
304587000;Excision of colonic pouch;Excisie van colon pouch;excisie van colon pouch;Excisie van colon pouch
304837002;Removal of ventriculopleural shunt;Verwijdering van ventriculopleural shunt;verwijdering van ventriculopleural shunt;Verwijdering van ventriculopleural shunt
304848009;Callosotomy;Callosotomy;callosotomy;Callosotomy
305063002;Stretching body part;Stretching lichaamsdeel;stretching lichaamsdeel;Stretching lichaamsdeel
307584002;Cecoplasty;Cecoplasty;cecoplasty;Cecoplasty
308001003;Epididymogram;Epididymogram;epididymogram;Epididymogram
308025006;Primary laser excision of thoracic intervertebral disc;Primaire laser excisie van thoracale tussenwervelschijf;primaire laser excisie van thoracale tussenwervelschijf;Primaire laser excisie van thoracale tussenwervelschijf
308963000;Intravascular injection;intravasculaire injectie;intravasculaire injectie;Intravasculaire injectie
309871009;Ureterorenoscopy and biopsy;Ureterorenoscopy en biopsie;ureterorenoscopy en biopsie;Ureterorenoscopy en biopsie
312973004;Viscocanulostomy;Viscocanulostomy;viscocanulostomy;Viscocanulostomy
312973004;Viscocanulostomy;Viscocanulostomy;viscocanulostomy;Viscocanulostomy
314118002;Laparoscopic total splenectomy;Laparoscopische totale splenectomie;laparoscopische totale splenectomie;Laparoscopische totale splenectomie
314121000;Bilateral guillotine tonsillectomy;Bilaterale guillotine tonsillectomie;bilaterale guillotine tonsillectomie;Bilaterale guillotine tonsillectomie
314590000;Drainage of intersphincteric abscess;Drainage van intersphincteric abces;drainage van intersphincteric abces;Drainage van intersphincteric abces
314593003;Posterior gastrojejunostomy;posterior gastrojejunostomie;posterior gastrojejunostomie;posterior gastrojejunostomie
315300001;Excision of labia;Excisie van labia;excisie van labia;Excisie van labia
334835009;Pneumonostomy with open drainage;Pneumonostomy met open drainage;pneumonostomy met open drainage;Pneumonostomy met open drainage
341943002;Atrioventriculostomy;Atrioventriculostomy;atrioventriculostomy;Atrioventriculostomy
349896009;Excision of perianal lesion;Excisie van perianale laesie;excisie van perianale laesie;Excisie van perianale laesie
359594005;Duodenorrhaphy;Duodenorrhaphy;duodenorrhaphy;Duodenorrhaphy
359595006;Miller operation;Miller operatie;miller operatie;Miller operatie
359599000;Jejunopexy;Jejunopexy;jejunopexy;Jejunopexy
359659005;Echography;echografie;echografie;echografie
359860002;Colotomy for biopsy;Colotomy voor biopsie;colotomy voor biopsie;Colotomy voor biopsie
359899005;Mastorrhaphy;Mastorrhaphy;mastorrhaphy;Mastorrhaphy
359948004;Cyclodiathermy;Cyclodiathermy;cyclodiathermy;Cyclodiathermy
361260007;Cystoscopy and cauterization of bladder;Cystoscopie en cauterisatie van de blaas;cystoscopie en cauterisatie van de blaas;Cystoscopie en cauterisatie van de blaas
363742001;Pyloroplasty;pyloroplastiek;pyloroplastiek;pyloroplastiek
367476005;Colpoepisiorrhaphy;Colpoepisiorrhaphy;colpoepisiorrhaphy;Colpoepisiorrhaphy
371003002;Ureterogram;Ureterogram;ureterogram;Ureterogram
371345007;Laser iridotomy;laser iridotomie;laser iridotomie;laser iridotomie
386194005;Cystolitholapaxy;Cystolitholapaxy;cystolitholapaxy;Cystolitholapaxy
386253006;Cutaneous stimulation;cutane stimulatie;cutane stimulatie;cutane stimulatie
386310009;Flatulence reduction;flatulentie reductie;flatulentie reductie;flatulentie reductie
386607008;Iridotomy;iridotomie;iridotomie;iridotomie
386652006;Colocystoplasty;Colocystoplasty;colocystoplasty;Colocystoplasty
386722005;Endoscopic retrograde cholangiography;Endoscopische retrograde cholangiografie;endoscopische retrograde cholangiografie;Endoscopische retrograde cholangiografie
386727004;Percutaneous transluminal cardiac valvotomy;Percutane transluminale cardiale valvotomy;percutane transluminale cardiale valvotomy;Percutane transluminale cardiale valvotomy
386770004;Dissection of vascular bundle;Dissectie van vasculaire bundel;dissectie van vasculaire bundel;Dissectie van vasculaire bundel
386787002;Ureterorenoscopy;Ureterorenoscopy;ureterorenoscopy;Ureterorenoscopy
387644004;Supracervical hysterectomy;supracervicale hysterectomie;supracervicale hysterectomie;supracervicale hysterectomie
387657007;Bilateral labiectomy;bilaterale labiectomy;bilaterale labiectomy;bilaterale labiectomy
387684008;Transmetacarpal amputation;Transmetacarpal amputatie;transmetacarpal amputatie;Transmetacarpal amputatie
387731002;Laminectomy;laminectomie;laminectomie;laminectomie
387747000;Cauterization of lung;Cauterisatie van de long;cauterisatie van de long;Cauterisatie van de long
387865007;Gastrocentesis;Gastrocentesis;gastrocentesis;Gastrocentesis
391993002;Tubotubal anastomosis;Tubotubal anastomose;tubotubal anastomose;Tubotubal anastomose
391996005;Salpingosalpingostomy;Salpingosalpingostomy;salpingosalpingostomy;Salpingosalpingostomy
396225009;Sigmoidoscopy with biopsy;Sigmo ï doscopie met biopsie;sigmo ï doscopie met biopsie;Sigmo ï doscopie met biopsie
396450009;Vaginoperineotomy;Vaginoperineotomy;vaginoperineotomy;Vaginoperineotomy
397167004;Mazet amputation;Mazet amputatie;mazet amputatie;Mazet amputatie
397202000;Cauterization of hemorrhoids;Cauterisatie van aambeien;cauterisatie van aambeien;Cauterisatie van aambeien
397219003;Guyon amputation;Guyon amputatie;guyon amputatie;Guyon amputatie
397805007;Conjunctivorhinostomy;Conjunctivorhinostomy;conjunctivorhinostomy;Conjunctivorhinostomy
397989004;Conjunctivodacryocystostomy;Conjunctivodacryocystostomy;conjunctivodacryocystostomy;Conjunctivodacryocystostomy
398219000;Change of percutaneous biliary drainage catheter;Verandering van percutane galwegdrainage katheter;verandering van percutane galwegdrainage katheter;Verandering van percutane galwegdrainage katheter
398740003;Colostomy;colostomie;colostomie;Colostomie
399032008;Salpingohysterostomy;Salpingohysterostomy;salpingohysterostomy;Salpingohysterostomy
405289006;Excision of vascular neoplasm;Excisie van vasculaire neoplasma;excisie van vasculaire neoplasma;Excisie van vasculaire neoplasma
405441000;Transtarsal amputation;Transtarsal amputatie;transtarsal amputatie;Transtarsal amputatie
408736005;Surgical pneumothorax;chirurgische pneumothorax;chirurgische pneumothorax;Chirurgische pneumothorax
418432003;Scintimammogram;Scintimammogram;scintimammogram;Scintimammogram
423570000;Removal of vascular sheath;Verwijdering van vasculaire schede;verwijdering van vasculaire schede;Verwijdering van vasculaire schede
424287005;Removal of peripheral intravenous catheter;Verwijdering van perifere intraveneuze katheter;verwijdering van perifere intraveneuze katheter;Verwijdering van perifere intraveneuze katheter
425917001;Intramuscular hormone therapy;Intramusculaire hormoontherapie;intramusculaire hormoontherapie;Intramusculaire hormoontherapie
426738005;Duodenal switch;duodenale switch;duodenale switch;duodenale switch
426868006;Removal of transobturator tape;Verwijdering van transobturator tape;verwijdering van transobturator tape;Verwijdering van transobturator tape
427074001;Laparoscopic sleeve gastrectomy;Laparoscopische sleeve gastrectomie;laparoscopische sleeve gastrectomie;Laparoscopische sleeve gastrectomie
427980007;Sleeve gastrectomy with duodenal switch;Sleeve gastrectomie met duodenale switch;sleeve gastrectomie met duodenale switch;Sleeve gastrectomie met duodenale switch
428419009;Thrombolysis of access catheter;Trombolyse toegang katheter;trombolyse , toegang katheter;Trombolyse toegang katheter
428547005;Spinal fusion for scoliosis;Spinale fusie voor scoliose;spinale fusie voor scoliose;Spinale fusie voor scoliose
428647001;Ponseti manipulation;Ponseti manipulatie;ponseti manipulatie;Ponseti manipulatie
429199008;Subligamental cordectomy;Subligamental cordectomy;subligamental cordectomy;Subligamental cordectomy
429727009;Primary percutaneous endoscopic excision of thoracic intervertebral disc;Primaire percutane endoscopische excisie van thoracale tussenwervelschijf;primaire percutane endoscopische excisie van thoracale tussenwervelschijf;Primaire percutane endoscopische excisie van thoracale tussenwervelschijf
429769008;Spinal fusion for kyphosis;Spinale fusie voor kyfose;spinale fusie voor kyfose;Spinale fusie voor kyfose
429882005;Biopsy of bursa;Biopsie van bursa;biopsie van bursa;Biopsie van bursa
429889001;Biopsy of fascia;Biopsie van fascia;biopsie van fascia;Biopsie van fascia
430122006;Biopsy of pituitary gland;Biopsie van hypofyse;biopsie van hypofyse;Biopsie van hypofyse
431748001;Intracardiac ultrasonography;intracardiale echografie;intracardiale echografie;intracardiale echografie
439351007;Speculoscopy;Speculoscopy;speculoscopy;Speculoscopy
442737009;Appendicovesicostomy;Appendicovesicostomy;appendicovesicostomy;Appendicovesicostomy
446414002;Sigmoidoscopy and tattooing;Sigmo ï doscopie en tatoe ë ren;sigmo ï doscopie en tatoe ë ren;Sigmo ï doscopie en tatoe ë ren
447001002;Falloposcopy;Falloposcopy;falloposcopy;Falloposcopy
447338009;Aspiration of endometrium;Aspiratie van endometrium;aspiratie van endometrium;Aspiratie van endometrium
447346005;Cardiopulmonary exercise test;Cardiopulmonale inspanningstest;cardiopulmonale inspanningstest;Cardiopulmonale inspanningstest
447427005;Laparoscopic nephropyelolithotomy;laparoscopische nephropyelolithotomy;laparoscopische nephropyelolithotomy;Laparoscopische nephropyelolithotomy
