snomed b id;snomed b term;thot id;thot term
176599002;hemivulvectomie;176599002;hemivulvectomie
176606005;laserdestructie van vulair letsel;176606005;laserdestructie van vulair letsel
176607001;cryotherapie van letsel van vulva;176607001;cryotherapie van letsel van vulva
176609003;brachytherapie vulva;176609003;brachytherapie vulva
176610008;kleuren van vulvaire wratten;176610008;kleuren van vulvaire wratten
176615003;reconstructie van vulva met huidgreffe;176615003;reconstructie van vulva met huidgreffe
176616002;reconstructie van vulva met lokale flap;176616002;reconstructie van vulva met lokale flap
176617006;reconstructie van vulva met distale greffe;176617006;reconstructievan vulva met vrije flap
176618001;reconstructievan vulva met vrije flap;176618001;reconstructievan vulva met vrije flap
176622006;biopsie van letsel van vulva;176622006;biopsie van letsel van vulva
176623001;drainage van letsel van vulva;176623001;drainage van letsel van vulva
176624007;scleroserende injectie in klepvene;176624007;scleroserende injectie in klepvene
176625008;scheiden van fusie labia genitales;176625008;scheiden van fusie labia genitales
176629002;destructie van letsel van perineum;176629002;destructie van letsel van perineum
176630007;laser destructie van het vrouwelijke perineum;176630007;laser destructie van het vrouwelijke perineum
176631006;cryochirurgie van leasie van het vrouwelijk perineum;176631006;cryochirurgie van leasie van het vrouwelijk perineum
176632004;cauterisatie van leasie van het vrouwelijk perineum;176632004;cauterisatie van leasie van het vrouwelijk perineum
176635002;gesloten reductie en externe fixatie van een ribfractuur;176635002;gesloten reductie en externe fixatie van een ribfractuur
176641009;vrouwelijke perineoplastie;176641009;vrouwelijke perineoplastie
176642002;sluiten van fistel van het vrouwelijke perineum;176642002;sluiten van fistel van het vrouwelijke perineum
176647008;biopsie van het vrouwelijke perineum;176647008;biopsie van het vrouwelijke perineum
176652003;incisie van vaginale intro ï tus;176652003;incisie van vaginale intro ï tus
176653008;incisie volgens schuchardt;176653008;incisie volgens schuchardt
176660002;herstel van het hymen;176660002;herstel van het hymen
176661003;oprekken van het hymen;176661003;oprekken van het hymen
176662005;dilatatie van vaginale intro ï tus;176662005;dilatatie van vaginale intro ï tus
176666008;Marsupialisatie van vaginaal letsel;176666008;marsupialisatie van vaginaal letsel
176674009;excisie vaginale band;176674009;excisie vaginale band
176675005;Excisie van vaginaal septum met behulp van laser;176675005;excisie van vaginaal septum met behulp van laser
176679004;Laser evaporisatie van vaginaal letsel;176679004;laser evaporisatie van vaginaal letsel
176680001;Cryotherapie van vaginaal letsel;176680001;cryotherapie van vaginaal letsel
176691008;McIndoe vaginaplastie;176691008;mcindoe vaginaplastie
176693006;reconstructie van vagina met behulp van distale flap;176693006;reconstructie van vagina met behulp van distale flap
176712005;herstel van vaginakoepel via zacharin;176712005;herstel van vaginakoepel via zacharin
176716008;sacrocolpopexie;176716008;sacrocolpopexie
176725002;Inbrengen pessarium van Hodge;176725002;inbrengen pessarium van hodge
176726001;Inbrengen ringpessarium;176726001;inbrengen ringpessarium
176730003;vaginale exploratie;176730003;vaginale exploratie
176738005;verwijderen van vreemd lichaam vaginaal;176738005;verwijderen van vreemd lichaam vaginaal
176742008;drainage van het kanaal van nuck;176742008;drainage van het kanaal van nuck
176761007;large loop excisie van transformatiezone van cervix;176761007;large loop excisie van transformatiezone van cervix
176766002;avulsie van leasie van cervix;176766002;avulsie van leasie van cervix
176771009;colposcopische laser destructie van laesie van cervix;176771009;colposcopische laser destructie van laesie van cervix
176772002;koude coagulatie van laesie van cervix;176772002;koude coagulatie van laesie van cervix
176776004;biopsie van cervix dmv laser conisatie;176776004;biopsie van cervix dmv laser conisatie
176778003;ring biopsie van cervix;176778003;ring biopsie van cervix
176779006;biopsie van cervix dmv diathermie loop;176779006;biopsie van cervix dmv diathermie loop
176786003;colposcopie van cervix;176786003;colposcopie van cervix
176787007;colposcopische biopsie van cervix;176787007;colposcopische biopsie van cervix
176795006;subtotale abdominale hysterectomie;176795006;subtotale abdominale hysterectomie
176820000;curettage van uterus;176820000;curettage van uterus
176827002;dilatatie van cervix en vaccuum aspiratie van zwangerschapsproducten;176827002;dilatatie van cervix en vaccuum aspiratie van zwangerschapsproducten
176834000;verwijderen van vreemd lichaam ter hoogte van uterus via vaginale weg;176834000;verwijderen van vreemd lichaam ter hoogte van uterus via vaginale weg
176839005;verwijderen van suboptimaal gepositioneerd intra - uterien contraceptief apparaat;176839005;verwijderen van suboptimaal gepositioneerd intra - uterien contraceptief apparaat
176846001;excisie periurethraal weefsel;176846001;excisie periurethraal weefsel
176850008;instillatie van prostaglandine intra - amniotisch;176850008;instillatie van prostaglandine intra - amniotisch
176852000;instillatie van prostaglandine extra - amniotisch;176852000;instillatie van prostaglandine extra - amniotisch
176854004;aanvang miskraam procedure met behulp van prostaglandine applicatie vaginaal;176854004;aanvang miskraam procedure met behulp van prostaglandine applicatie vaginaal
176860004;inbrengen van radio - actieve partikels intra - uteriene caviteit;176860004;inbrengen van radio - actieve partikels intra - uteriene caviteit
176869003;endoscopische cauterisatie van uteriene lesie;176869003;endoscopische cauterisatie van uteriene lesie
176870002;cryotherapie van uteriene lesie via laparoscopie;176870002;cryotherapie van uteriene lesie via laparoscopie
176873000;transcervicale resectie van het endometrium;176873000;transcervicale resectie
176887000;uterovaginale fixatie;176887000;uterovaginale fixatie
176890006;intra - uteriene druktest;176890006;intra - uteriene druktest
176895001;excisie van letsel ter hoogte van uterus via vaginale weg;176895001;excisie van letsel ter hoogte van uterus via vaginale weg
176928008;excisie van ectopische ovari ë le zwangerschap;176928008;excisie van ectopische zwangerschap
176929000;excisie van geruptureerde ectopische zwangerschap in eileider;176929000;excisie van geruptureerde ectopische zwangerschap in eileider
176933007;revisie van prothese in eileider;176933007;revisie van prothese in eileider
176936004;minilaparotomische occlusie van beide tubae;176936004;minilaparotomische occlusie van beide tubae
176937008;minilaparotomische ligatie van beide tubae;176937008;minilaparotomische ligatie van beide tubae
176942000;open ligatie van overblijvende solitaire eileider;176942000;open ligatie van overblijvende solitaire eileider
176965005;drainage van de eileider;176965005;drainage van de eileider
176973001;open biopsie van de eileider;176973001;open biopsie van de eileider
176974007;open dilatatie van eileider;176974007;open dilatatie van eileider
176975008;exploratie van eileider;176975008;exploratie van eileider
176978005;endoscopische bilaterale cauterisatie van tubae;176978005;endoscopische bilaterale cauterisatie van tubae
176979002;laparoscopische sterilisatie met clips;176979002;laparoscopische sterilisatie met clips
176980004;laparoscopische sterilisatie met ringen;176980004;laparoscopische sterilisatie met ringen
176984008;endoscopische occlusie van overblijvende solitaire eileider;176984008;endoscopische occlusie van overblijvende solitaire eileider
176995002;endoscopische injectie in eileider;176995002;endoscopische injectie in eileider
176996001;endoscopische transfer van gameet intratubair;176996001;endoscopische transfer van gameet intratubair
177000006;biopsie langs endoscopische weg van de eileider;177000006;biopsie langs endoscopische weg van de eileider
177005001;hydrotubatie van eileider;177005001;hydrotubatie van eileider
177015007;marsupialisatie van ovari ë le lesie;177015007;marsupialisatie van ovari ë le lesie
177018009;open destructie van ovari ë le lesie;177018009;open destructie van letsel van ovarium
177019001;open cauterisatie van ovari ë le lesie;177019001;open cauterisatie van ovari ë le lesie
177022004;replantatatie van het ovarium;177022004;replantatatie van het ovarium
177023009;heelkundig herstel van geruptureerd corpus luteum;177023009;herstel van geruptureerd corpus luteum
177031004;open drainage van ovari ë le cyste;177031004;open drainage van eierstokcyste
177034007;open diagnostische aspiratie van het ovarium;177034007;open diagnostische aspiratie van het ovarium
177037000;pick - up van o ö cyt;177037000;o ö cyt pick
177039002;endoscopische transvesicale o ö cyt pick - p;177039002;endoscopische transvesicale o ö cyt pick
177042008;transvaginale o ö cyt pick - up;177042008;transvaginale o ö cyt pick - up
177046006;endoscopische extirpatie van ovari ë le lesie;177046006;endoscopische extirpatie van ovari ë le lesie
177047002;endoscopische adhesiolyse ter hoogte van het ovarium;177047002;endoscopische adhesiolyse ter hoogte van het ovarium
177048007;laparoscopische drainage van ovari ë le cyste;177048007;laparoscopische drainage van eierstokcyste
177055009;excisie van laesie van het ligamentum latum van uterus;177055009;excisie van van het ligamentum latum van uterus
177064004;diathermie van lesie ter hoogte van sacro - uteriene band;177064004;diathermie van lesie ter hoogte van sacro - uteriene band
177090001;foetale biopsie via foetoscopie;177090001;foetale biopsie via foetoscopie
177101007;percutane insertie vesico - amniotische shunt;177101007;percutane insertie vesico - amniotische shunt
177102000;percutane insertie van pleuroamniotische shunt;177102000;percutane insertie van pleuroamniotische shunt
177124000;biopsie van de tong;177124000;biopsie tong
177143000;electieve keizersnede;177143000;electieve keizersnede
177158008;geassisteerde stuit bevalling;177158008;bevalling
177170007;geboorte met behulp van forceps van piper;177170007;geboorte met behulp van forceps van piper
177173009;hoge vacuumextractie;177173009;hoge vacuumextractie
177174003;lage vacuumextractie;177174003;lage vacuumextractie
177176001;poging tot vacuumextractie;177176001;poging tot vacuumextractie
177194007;manuele dilatatie van cervix;177194007;manuele dilatatie van cervix
177203002;manuele revisie van placentaresten in postpartum;177203002;manuele verwijdering van placentaresten in postpartum
177204008;manuele revisie van placenta in postpartum;177204008;manuele revisie van placenta in postpartum
177212000;spontane expulsie van placenta;177212000;spontane expulsie van placenta
177222006;herstel van episiotomie;177222006;herstel van episiotomie
177228005;obstetrische uteriene tamponnade;177228005;obstetrische uteriene tamponnade
177229002;herpositionering van navelstreng;177229002;herpositionering van navelstreng
177245000;lipectomie onder de kin;177245000;lipectomie onder de kin
177246004;wenkbrauwlift;177246004;wenkbrauwlift
177250006;abdominoplastie;177250006;abdominoplastiek
177252003;abdominoplastie en liposuctie;177252003;abdominoplastie en liposuctie
177256000;huidreductie t . h . v . de dij;177256000;huidreductie t . h . v . de dij
177279004;excisie neurofibromata;177279004;excisie neurofibromata
177302005;brede excisie van huidletsel;177302005;brede excisie van huidletsel
177346002;shaving biopsie van huid;177346002;shaving biopsie van huid
177361001;afgelegen myocutane pedikelflap naar hoofd en nek;177361001;afgelegen myocutane pedikelflap naar hoofd en nek
177365005;gesteelde cutane flap op afstand;177365005;gesteelde cutane flap op afstand
177366006;gesteelde subcutane flap op afstand;177366006;gesteelde subcutane flap op afstand
177367002;vrije myocutane flap;177367002;vrije myocutane flap
177368007;osteomyocutane flap op afstand met microvasculaire anastomose;177368007;osteomyocutane flap op afstand met microvasculaire anastomose
177379002;vrije fasciocutane flap;177379002;vrije fasciocutane flap
177380004;vrije osseofasciocutane flap;177380004;vrije osseofasciocutane flap
177401002;harige huidflap op de nasolabiale plooi;177401002;harige huidflap op de nasolabiale plooi
177413007;behandeling contractuur dmv huidflap;177413007;behandeling contractuur dmv huidflap
177419006;multiple V - Y plasti ë n;177419006;multiple v - y plasti
177427002;gesteelde myocutane transpositieflap;177427002;gesteelde myocutane transpositieflap
177428007;gesteelde osseomyocutane transpositieflap;177428007;gesteelde osseomyocutane transpositieflap
177429004;gesteelde myocutane rotatieflap;177429004;gesteelde myocutane rotatieflap
177430009;gesteelde osseomyocutane rotatieflap;177430009;gesteelde osseomyocutane rotatieflap
177434000;gesteelde myocutane verschuivingsplastie;177434000;gesteelde myocutane verschuivingsplastie
177435004;gesteelde osseomyocutane verschuivingsplastie;177435004;gesteelde osseomyocutane verschuivingsplastie
177442004;gesteelde fasciocutane transpositie flap;177442004;gesteelde fasciocutane transpositie flap
177443009;gesteelde osseofasciocutane transpositieflap;177443009;gesteelde osseofasciocutane transpositieflap
177444003;gesteelde fasciocutane rotatieflap;177444003;gesteelde fasciocutane rotatieflap
177445002;gesteelde osseofasciocutane rotatieflap;177445002;gesteelde osseofasciocutane rotatieflap
177449008;gesteelde fasciocutane verschuivingsplastie;177449008;gesteelde fasciocutane verschuivingsplastie
177450008;gesteelde osseofasciocutane verschuivingsplastie;177450008;gesteelde osseofasciocutane verschuivingsplastie
177500003;full thicknes behaarde hoofdhuid transplantatie ter behandeling van kaalheid;177500003;full thicknes behaarde hoofdhuid transplantatie ter behandeling van kaalheid
177506009;harige greffe op de nasolabiale streek;177506009;harige greffe op de nasolabiale streek
177507000;greffe van behaarde huid op de kin;177507000;greffe van behaarde huid op de kin
177594004;piercen van oorlel;177594004;piercen van oorlel
177603009;opvolging / bijvullen huidexpander;177603009;opvolging / bijvullen huidexpander
177606001;verwijderen van huidexpanderprothese uit subcutaan borstweefsel;177606001;verwijderen van huidexpanderprothese uit subcutaan borstweefsel
177637001;inbrengen van substantie in de huid;177637001;inbrengen van substantie in de huid
177652008;eschartomie van brandwonde van het hoofd;177652008;eschartomie van brandwonde van het hoofd
177654009;verwijderen van necrotisch weefsel van brandwond van de borst;177654009;escharotomie van brandwonde van de borst
177656006;escharotomie van brandwonde van de hand;177656006;escharotomie van brandwonde van de hand
177659004;escharotomie van brandwonde van de voet;177659004;escharotomie van brandwonde van de voet
177723002;chemische destructie van het nagelbed;177723002;chemische destructie van het nagelbed
177729003;biopsie van letsel van het nagelbed;177729003;biopsie van het nagelbed
177731007;incisie van het nagelbed;177731007;incisie van het nagelbed
177735003;wigexcisie van de nagel;177735003;wigexcisie van de nagel
177737006;onychotomie;177737006;onychotomie
177739009;totale excisie van de nagel;177739009;totale excisie van nagel
177754003;excisie van letsel ter hoogte van de borstkast;177754003;excisie van letsel van borstkas
177758000;insertie van een silicone implantaat voor pectus excavatum;177758000;plaatsen van een silicone implantaat voor pectus excavatum
177761004;reconstructie van de thoraxwand met een flap op afstand;177761004;reconstructie van de thoraxwand met een flap op afstand
177762006;reconstructie van de thoraxwand met een flap met microvasculaire anastomose;177762006;reconstructie van de thoraxwand met een flap met microvasculaire anastomose
177775006;hersutuur van een incisie in de thoraxwand;177775006;hersutuur van een incisie in de thoraxwand
177778008;sluiten van incisie op de thoraxwand met een locale flap;177778008;sluiten van incisie op de thoraxwand met een lokale flap
177779000;sluiten van incisie op de thoraxwand met een flap op afstand;177779000;sluiten van incisie op de thoraxwand met een flap op afstand
177780002;sluiten van een incisie op de thoraxwand met een flap met microvasculaire anastomose;177780002;sluiten van incisie op de thoraxwand met een flap met microvasculaire anastomose
177783000;open pleurectomie;177783000;open pleurectomie
177784006;decorticatie van long;177784006;decorticatie van long
177789001;aanleggen open window thoracostomie;177789001;aanleggen open window thoracostomie
177790005;sluiten van open thoraxdrainage;177790005;sluiten van open thoraxdrainage
177806004;thoracoscopische chemische pleurodese met talc;177806004;thoracoscopische chemische pleurodese met talc
177814005;biopsie periurethraal weefsel;177814005;biopsie periurethraal weefsel
177835007;herstel van een diafragmaruptuur;177835007;herstel van een diafragmaruptuur
177846005;destructie van een letsel van het diafragme;177846005;destructie van letsel van diafragma
177847001;drainage van het diafragma;177847001;drainage van het diafragma
177854007;eenvoudige resectie inguinale breukzak;177854007;herniotomie
177861006;primair herstel van een inguinale hernia met natuurlijk materiaal;177861006;primair herstel van een inguinale hernia met natuurlijk materiaal
177862004;primair herstel van een inguinale hernia met synthetische mesh;177862004;herstel van inguinale hernia met syntetisch materiaal
177865002;endoscopisch primair herstel van een liesbreuk;177865002;endoscopisch primair herstel van een liesbreuk
177866001;bilateraal liesbreukherstel;177866001;bilateraal liesbreukherstel
177869008;herstel van recidief inguinale hernia met natuurlijk materiaal;177869008;herstel van recidief inguinale hernia met natuurlijk materiaal
177870009;herstel van recidief inguinale hernia met syntetisch materiaal;177870009;herstel van recidief inguinale hernia met syntetisch materiaal
177871008;repaire gastrectomie met excisie omligginde weefsels;177871008;repaire gastrectomie met excisie omligginde weefsels
177888001;umbilicale herniorafie met natuurlijk materiaal;177888001;umbilicale herniorafie met natuurlijk materiaal
177893003;primair herstel van eventratie;177893003;primair herstel van eventratie
177894009;primair herstel van eventratie met natuurlijk materiaal;177894009;herstel van eventratie met natuurlijk materiaal
177895005;primair herstel van eventratie met synthetisch materiaal;177895005;herstel van eventratie met synthetisch materiaal
177896006;primair herstel van eventratie met hechtingen;177896006;primair herstel van eventratie met hechtingen
177899004;secundair herstel van recidief eventratie;177899004;herstel van recidief eventratie
177900009;secundair herstel van recidief eventratie met natuurlijk materiaal;177900009;secundair herstel van recidief eventratie met natuurlijk materiaal
177901008;secundair herstel van recidief eventratie met synthetisch materiaal;177901008;herstel van recidief eventratie met synthetisch materiaal
177902001;secundair herstel van recidief eventratie met hechtingen;177902001;herstel van recidief eventratie met hechtingen
177908002;herstel van ventrale hernia met hechtingen;177908002;herstel van ventrale hernia met hechtingen
177923007;excisie van de urachus;177923007;excisie van de urachus
177924001;destructie van letsel van de navel;177924001;destructie van letsel van de navel
177925000;biopsie van letsel ter hoogte van de navel;177925000;biopsie van navelletsel
177930001;biopsie van een letsel in de voorste buikwand;177930001;biopsie van abdominale voorwand
177931002;excisie van een letsel in de voorste buikwand en sluiten met prothese;177931002;excisie van de voorste buikwand en sluiten met prothese in
177940003;opene excisie van peritoneaal letsel;177940003;opene excisie van peritoneaal letsel
177941004;excisie van letsel van het peritoneum;177941004;excisie van letsel van het peritoneum
177945008;open drainage van het abdomen;177945008;open drainage van het abdomen
177946009;open drainage subfrenisch abces;177946009;open drainage subfrenisch abces
177947000;open drainage van pelvisch abces;177947000;open drainage van pelvisch abces
177960006;destructie van letsel van het omentum;177960006;destructie van letsel van het omentum
177961005;biopsie van letsel ter hoogte van het omentum;177961005;biopsie van het omentum
177962003;maken van een omentumflap;177962003;maken van een omentumflap
177967009;excisie van letsel in dundarmmesenterium;177967009;excisie van letsel in dundarmmesenterium
177968004;destructionture of mesentery of small intestine ( body gastrectomie;177968004;destructionture of mesentery of small intestine ( body gastrectomie
177969007;biopsie van letsel in het dundarmmesenterium;177969007;biopsie van letsel in dundarmmesenterium
177970008;herstel van dundarmmesenterium;177970008;herstel van dundarmmesenterium
177974004;excisie van mesocolon letsel;177974004;excisie van mesocolon letsel
177976002;biopsie van mesocolon letsel;177976002;biopsie van mesocolon letsel
177977006;herstel van mesocolon;177977006;herstel van mesocolon
177981006;excisie van een retroperitoneaal letsel;177981006;excisie van een retroperitoneaal letsel
177983009;biopsie van een retroperitoneaal letsel;177983009;biopsie van een retroperitoneaal letsel
177993002;endoscopisch verwijderen van peritoneaal letsel;177993002;endoscopisch verwijderen van peritoneaal letsel
178005004;radiologisch geleide percutane drainage van subfrenisch abces;178005004;radiologisch geleide percutane drainage van subfrenisch abces
178006003;radiologisch geleide percutane drainage van pelvisch abces;178006003;radiologisch geleide percutane drainage van pelvisch abces
178012008;percutane drainage van ascites;178012008;paracentesis abdominis
178025000;biopsie abdominale tumor;178025000;biopsie abdominale tumor
178026004;biopsie van massa in het bekken;178026004;biopsie van massa
178033004;lokale fasciale transpositie flap;178033004;lokale fasciale transpositie flap
178034005;lokale fasciale rotatie flap;178034005;lokale fasciale rotatie flap
178035006;lokale fasciale ' advancement ' flap;178035006;lokale fasciale ' advancement ' flap
178036007;lokale fasciale subcutane pedikel eiland flap;178036007;lokale fasciale subcutane pedikel eiland flap
178037003;lokale fasciale subcutane pedikel V - Y flap;178037003;lokale fasciale subcutane pedikel v - y flap
178038008;afgelegen fasciale subcutane pedikel flap;178038008;afgelegen fasciale subcutane pedikel flap
178039000;afgelegen fasciale microvasculaire vrije flap;178039000;afgelegen fasciale microvasculaire vrije flap
178044007;excisie van fascia van het pelvis;178044007;excisie van fascia van het pelvis
178050002;revisie van palmaire fasciectomie;178050002;revisie van palmaire fasciectomie
178051003;plantaire fasciectomie;178051003;plantaire fasciectomie
178052005;revisie van plantaire fasciectomie;178052005;revisie van plantaire fasciectomie
178053000;beperkte palmaire fasciectomie;178053000;beperkte palmaire fasciectomie
178054006;radicale palmaire fasciectomie;178054006;radicale palmaire fasciectomie
178055007;dermatofasciectomie;178055007;dermatofasciectomie
178056008;palmaire fasciectomie met open palm techniek;178056008;palmaire fasciectomie met open palm techniek
178069007;losmaken van fascia;178069007;fascia loslating
178070008;fasciotomie van de bovenarm;178070008;fasciotomie van de bovenarm
178071007;fasciotomie van de onderarm;178071007;fasciotomie van de onderarm
178073005;fasciotomie van het anterieure compartiment van het onderbeen;178073005;fasciotomie van het anterieure compartiment van het onderbeen
178076002;fasciotomie van 4 compartimenten van het onderbeen;178076002;fasciotomie van 4 compartimenten van het onderbeen
178077006;fasciotomie van de hand;178077006;fasciotomie van de hand
178078001;fasciotomie van het oppervlakkig posterieure compartiment van het onderbeen;178078001;fasciotomie van het oppervlakkig posterieure compartiment van het onderbeen
178079009;fasciotomie van het diepe posterieure compartiment van het onderbeen;178079009;fasciotomie van het diepe posterieure compartiment van het onderbeen
178080007;fasciotomie van het lateraal compartiment van het onderbeen;178080007;fasciotomie van het lateraal compartiment van het onderbeen
178085002;biopsie van letsel ter hoogte van de fascia;178085002;biopsie van fascia
178086001;herstel van fascia;178086001;herstel van fascia
178089008;drukmeting van fasciaal compartiment;178089008;drukmeting van fasciaal compartiment
178090004;exploratie van fasciaal compartiment;178090004;exploratie van fasciaal compartiment
178091000;drainage van fasciaal compartiment;178091000;drainage van fasciaal compartiment
178095009;excisie van pols ganglion;178095009;excisie van pols ganglion
178097001;excisie van ganglion van de knie;178097001;excisie van ganglion van de knie
178098006;excisie van ganglion van de voet;178098006;excisie van ganglion van de voet
178099003;excisie van ganglion van de enkel;178099003;excisie van ganglion van de enkel
178100006;aspiratie van ganglion;178100006;aspiratie van ganglion
178101005;drainage van ganglion;178101005;drainage van ganglion
178102003;aspiratie van pols ganglion;178102003;aspiratie van pols ganglion
178103008;aspiratie van ganglion van de hand;178103008;aspiratie van ganglion van de hand
178105001;aspiratie van ganglion van de knie;178105001;aspiratie van ganglion van de knie
178106000;aspiratie van ganglion van de enkel;178106000;aspiratie van ganglion van de enkel
178107009;aspiratie van ganglion van de voet;178107009;aspiratie van ganglion van de voet
178111003;re - excisie van ganglion;178111003;re - excisie van ganglion
178112005;re - excisie van ganglion van de pols;178112005;re - excisie van ganglion van de pols
178114006;re - excisie van ganglion van de knie;178114006;re - excisie van ganglion van de knie
178115007;re - excisie van ganglion van de voet;178115007;re - excisie van ganglion van de voet
178116008;re - excisie van ganglion van de enkel;178116008;re - excisie van ganglion van de enkel
178121006;biopsie van letsel ter hoogte van de bursa;178121006;biopsie van de bursa
178122004;aspiratie van bursa;178122004;aspiratie slijmbeurs
178123009;bursale infiltratie;178123009;bursale infiltratie
178124003;herstel van bursa;178124003;herstel van bursa
178131004;peestranfer van meerdere pezen;178131004;peestranfer van meerdere pezen
178133001;insertie van multiple pezen in bot;178133001;insertie van multiple pezen in bot
178146006;peestransfer naar extensorpees van de hand;178146006;peestransfer naar extensorpees van de hand
178147002;latissimus dorsi transfer;178147002;latissimus dorsi transfer
178148007;intrinsieke spiertransfer;178148007;intrinsieke spiertransfer
178156005;achillespeesherstel;178156005;herstel van achillespees
178157001;herstel van de quadriceps;178157001;herstel van de quadriceps
178158006;herstel van de patellapees;178158006;herstel van de patellapees
178166002;herstel van pees met peestransfer;178166002;herstel van pees met peestransfer
178167006;herstel van pees met peesverlenging;178167006;herstel van pees met peesverlenging
178168001;herstel van pees met permanente prothese;178168001;herstel van pees met permanente prothese
178169009;herstel van pees met tijdelijke prothese;178169009;herstel van pees met tijdelijke prothese
178170005;herstel van pees met greffe;178170005;herstel van pees met greffe
178185004;tenolyse;178185004;tenolyse
178186003;revisie tenolyse;178186003;revisie tenolyse
178203000;reconstructie van peesschede;178203000;reconstructie van peesschede
178204006;biopsie van letsel van de peesschede;178204006;biopsie van letsel van de peesschede
178206008;drainage van een peesschede;178206008;drainage van peesschede
178214002;verwijderen van vreemd voorwerp uit pees;178214002;verwijderen van vreemd voorwerp uit pees
178220001;afgelegen microsvasculaire vrije spierflap;178220001;afgelegen microsvasculaire vrije spierflap
178221002;lokale spier transpositie flap;178221002;lokale spier transpositie flap
178222009;lokale spier rotatie flap;178222009;lokale spier rotatie flap
178223004;lokale spier ' advancement ' flap;178223004;lokale spier ' advancement ' flap
178225006;lokale spier subcutane pedikel eiland flap;178225006;lokale spier subcutane pedikel eiland flap
178226007;lokale spier subcutane V - Y flap;178226007;lokale spier subcutane v - y flap
178227003;afgelegen spier subcutane pedikel flap;178227003;afgelegen spier subcutane pedikel flap
178230005;wijde excisie van spierweefsel;178230005;wijde excisie van spierweefsel
178236004;verwijdern van spierletsel;178236004;verwijdern van spierletsel
178243005;plastisch herstel van lange kop van musculus biceps brachii;178243005;herstel van lange kop van demusculus biceps brachii
178244004;plastisch herstel van radiale insertie van biceps brachii;178244004;herstel van radiale insertie van biceps brachii
178251008;losmaken van spiercontractuur;178251008;losmaken van spiercontractuur
178253006;losmaken van volkmann contractuur van de voorarm;178253006;losmaken van volkmann contractuur van de voorarm
178254000;losmaken van paralytische adhesie;178254000;losmaken van paralytische adhesie
178255004;losmaken van litteken adhesie;178255004;losmaken van litteken adhesie
178256003;losmaken van de musculus sternocleidomastoideus;178256003;losmaken van de musculus sternocleidomastoideus
178258002;finochetti release van een contractuur van de hand;178258002;finochetti release van contractuur
178260000;release van een contractuur van de intrinsieke musculatuur van de duim;178260000;losmaken van contractuur van de intrinsieke musculatuur van de duim
178272006;spierstretching;178272006;spierstretching
178276009;losmaken van spierorigo;178276009;losmaken van spierorigo
178283002;block dissectie van cervicale lymfeknoop;178283002;nekdissectie
178284008;block dissectie van mediastinale lymfeklieren;178284008;block dissectie van mediastinale lymfeklieren
178286005;block dissectie van ingu ï nale lymfeknopen;178286005;block dissectie van ingu ï nale lymfeknopen
178287001;dissectie van supraomohyo ï de lymfeklier;178287001;dissectie van supraomohyo ? de lymfeklier
178292004;sampling van lymfeklier;178292004;sampling van lymfeklier
178294003;sampling van okselklieren;178294003;sampling van okselklieren
178296001;sampling van lymfeklieren van arteria mammaria interna;178296001;sampling van lymfeklieren van arteria mammaria interna
178297005;sampling van mediastinale lymfeklieren;178297005;sampling van mediastinale lymfeklieren
178298000;sampling van para - aortische lymfeklieren;178298000;sampling van para - aortische lymfeklieren
178315004;drainage van letsel van lymfeklier;178315004;drainage van letsel van lymfeklier
178316003;drainage van letsel van lymfeklier van hals;178316003;drainage van letsel van cervicale lymfeknoop
178317007;drainage van letsel van okselklieren;178317007;drainage van letsel van okselklieren
178318002;drainage van letsel van ingu ï nale lymfeklier;178318002;drainage van letsel van ingu ï nale lymfeklier
178322007;bypass van obstructie van lymfebaan;178322007;bypass van obstructie van lymfebaan
178323002;ligatuur van ductus thoracicus;178323002;ligatuur van ductus thoracicus
178324008;cannulatie van lymfebaan;178324008;cannulatie van lymfebaan
178325009;exploratie van chyleuze fistel;178325009;exploratie van chyleuze fistel
178329003;mediastinale lymfangiografie;178329003;mediastinale lymfangiografie
178330008;para - aortische lymfangiografie;178330008;para - aortische lymfangiografie
178340006;excisie van oedemateus lymfeweefsel van scrotum;178340006;excisie van oedemateus lymfeweefsel van scrotum
178361004;plastie van de schedel met prothese;178361004;plastie van de schedel met prothese
178362006;plastie van de schedel met botgreffe;178362006;plastie van de schedel met botgreffe
178364007;verwijderen van een prothese van de schedel;178364007;verwijderen van een prothese van de schedel
178367000;reconstructie van craniaal defect met een lokale flap;178367000;reconstructie van craniaal defect met een lokale flap
178368005;reconstructie van craniaal defect met een flap op afstand;178368005;reconstructie van craniaal defect met een flap op afstand
178369002;reconstructie van craniaal defect met een vrije flap;178369002;reconstructie van craniaal defect met een vrije flap
178375006;maken van boorgat in de schedel;178375006;maken van boorgat in de schedel
178384006;biopsie van een letsel ter hoogte van de schedel;178384006;biopsie van letsel ter hoogte van de schedel
178395000;reductie fractuur nasoethmoidaal complex;178395000;reductie fractuur nasoethmoidaal complex
178397008;reductie van het os zygomaticum;178397008;jukbeenfractuurreductie
178402007;biopsie van letsel van aangezichtsbeen;178402007;biopsie van letsel van aangezichtsbeen
178411007;frontofaciale advancement - bandeau osteotomie;178411007;frontofaciale advancement - bandeau osteotomie
178422006;partiele maxillectomie;178422006;partiele maxillectomie
178441009;reductie van het os maxillare;178441009;reductie van fractuur
178442002;reductie alveolaire fractuur maxilla;178442002;reductie alveolaire fractuur maxilla
