SNOMED conceptID;SNOMED term;Google translate vertaalde term;Matecat vertaling;thot vertaalde term medisch woordenboek + SNOMED be
182764009;Anticoagulant therapy;anticoagulantiatherapie;Anticoagulans;antistollingstherapie
182797005;Spinal cord function monitoring;Ruggenmerg functiebewaking;Ruggenmerg functiebewaking;ruggenmerg functie monitoring
182800007;Intrapleural pressure monitor;Intrapleurale drukregelaar;Intrapleurale drukregelaar;intrapleuraal druk beeldscherm
182905001;Irwin myotomy;Irwin myotomie;Irwin myotomie;irwin spierincisie
182999000;Nursing supervision;Nursing toezicht;Nursing toezicht;nursing controle
183001000;Incontinence care;incontinentiezorg;incontinentiezorg;incontinentie voor behandeling
183040005;Patient reassurance;pati ë nt geruststelling;pati ë nt geruststelling;pati reassurance
183207009;Colostomy bag fitting;Colostomiezak fitting;Colostomiezak fitting;colostomiezakje aanmeten
183210002;Ileostomy aid training;Ileostoma opleidingssteun;Ileostoma opleidingssteun;ileostomie donorinseminatie training
183306002;Pelvic floor exercises;Bekkenbodemoefeningen;Bekkenbodemoefeningen;pfr - bekkenbodemvloer inspanningstherapie
183335005;Postnatal exercises;kraamvrouwengymnastiek;kraamvrouwengymnastiek;postnataal inspanningstherapie
183340002;Patient higher education;Pati ë nt hoger onderwijs;Pati ë nt hoger onderwijs;pati higher ntenvoorlichting
183353004;Vocational resettlement;Vocational hervestiging;Vocational hervestiging;carri è re resettlement
183483009;Night hospital care;Night ziekenhuiszorg;nachtziekenhuis;nachtelijk ziekenhuizen zorg
183877003;Private referral;private referral;private referral;priv verwijzingen nao
183955003;Patient self-discharge;Pati ë nt zelfontlading;Pati ë nt zelfontlading;pati zelf - afscheiding
184047000;Patient registration;pati ë ntenregistratie;pati ë ntenregistratie;pati registration
184171009;Patient deregistration;pati ë nt uitschrijving;pati ë nt uitschrijving;pati deregistration
185387006;New patient consultation;Nieuw overleg pati ë nt;Nieuw overleg pati ë nt;new pati consult
185539000;Initial patient call;Initial pati ë nt call;Initial pati ë nt call;voorlopige pati call
185549002;Initial patient recall;Initial pati ë nt recall;Initial pati ë nt recall;voorlopige pati recall
185876009;Enteroplasty;Enteroplasty;Enteroplasty;enteroplastie
187528002;Fasciodesis;Fasciodesis;Fasciodesis;fasciodese
189005002;Hauser achillotenotomy;Hauser achillotenotomy;Hauser achillotenotomy;adductorpees tranfer achillespeestenotomie
195459001;Anorectal myomectomy;anorectale myomectomy;anorectale myomectomy;pararectale myomectomie
195767005;Cholangiostomy;Cholangiostomy;cholangiostomie;cholangiostomie
195969003;Choledochoduodenostomy;Choledochoduodenostomy;choledochoduodenostomie;choledocoduodenostomie
196470000;Epley maneuver;Epley manoeuvre;Epley manoeuvre;epley manoeuvre
196505006;Hepaticostomy;Hepaticostomy;hepaticostomie;hepaticostomie
198144000;Hepaticodochotomy;Hepaticodochotomy;Hepaticodochotomy;hepaticodochotomie
199001009;Hepaticotomy;Hepaticotomy;hepaticotomie;hepaticotomie
201456002;Cephalogram;cefalogram;cefalogram;cephalogram
202727004;Goniopuncture without goniotomy;Goniopuncture zonder goniotomy;Goniopuncture zonder goniotomy;goniopunctie zonder goniotomie
203644001;Sclerostomy;Sclerostomy;Sclerostomy;sclerostomie
208111009;Ureteroplasty;Ureteroplasty;urteroplastiek;ureterherstel
209846007;Trigeminal rhizotomy;trigeminal rhizotomy;trigeminal rhizotomy;trigeminale rhizotomie
219133008;Arthrostomy;Arthrostomy;artrotomie;artrotomie
219934001;Vasovasorrhaphy;Vasovasorrhaphy;Vasovasorrhaphy;vasovasostomie
220187008;Hymenorrhaphy;Hymenorrhaphy;Hymenorrhaphy;hymenorrafie
221182006;Hymenoplasty;Hymenoplasty;Hymenoplasty;hymenoplastie
223472008;Discussion about hygiene;Discussie over hygi ë ne;Discussie over hygi ë ne;discussion bezorgd over uiterlijk
223490009;Appliance procedures;Appliance procedures;Appliance procedures;apparaat om verrichtingen
225064000;Heparinizing cannula;Heparinizing canule;Heparinizing canule;heparinizing canule
225077009;Spigoting nasogastric tube;Spigoting neussonde;Spigoting neussonde;spigoting maagsonde
225080005;Spigoting urinary catheter;Spigoting blaaskatheter;Spigoting blaaskatheter;spigoting urinekatheter
225125000;Scalp cooling;hoofdhuidkoeling;hoofdhuidkoeling;scalp cryo -
225213006;Breakaway procedure;Breakaway procedure;Breakaway procedure;breakaway nao
225221000;Praising;prijzend;prijzend;praising
225223002;Motivating patient;motiveren pati ë nt;motiveren pati ë nt;motivating pati ë nt
225225009;Accumulative reinforcement;accumulatieve versterking;accumulatieve versterking;accumulerend bekrachtiging
225236002;Religaturing umbilical cord;Religaturing navelstreng;Religaturing navelstreng;re - anastomose van navelstreng
225243008;Nipple care procedure;Tepelverzorging procedure;Tepelverzorging procedure;tepel verzorging ,
225330006;Client participation;deelname client;deelname client;inspraak van pati ë nten
225340009;Housing assessment;assessment Housing;assessment Housing;behuizing onderzoek
225347007;Empowerment;Empowerment;Zelfbeschikking;empowerment
225379003;Analog behavioral assessment;Analoge gedragsbeoordeling;Analoge gedragsbeoordeling;analoge gedragsstoornissen onderzoek
225380000;Baseline behavioral assessment;Baseline gedragsbeoordeling;Baseline gedragsbeoordeling;basislijn gedragsstoornissen onderzoek
225382008;Global behavioral assessment;Global gedragsbeoordeling;Global gedragsbeoordeling;globale gedragsstoornissen onderzoek
225385005;Behavioral assessment;gedragsbeoordeling;gedragsbeoordeling;gedragsstoornissen onderzoek
225404006;Observation of behavior;Gedragsobservatie;Gedragsobservatie;, gedrag
225428008;Bathing procedures;bathing procedures;bathing procedures;baden van verrichting
225622001;Breathalyser test;breathalysertest;breathalysertest;ademanalyse ( test )
225669006;Pharyngeal icing;pharyngeal icing;pharyngeal icing;pharyngeale icing
225948006;Giving aperient;geven aperient;geven aperient;giving aperient
226067002;Food hygiene advice;Voedselhygi ë ne advies;Voedselhygi ë ne advies;voedsel uiterlijk voorlichting
228535001;Skincare management;skincare beheer;skincare beheer;skincare behandeling
228536000;Scar management;Scar beheer;Scar beheer;litteken van behandeling
228543006;Sensory re-education;Sensory heropvoeding;Sensory heropvoeding;charcot - ntenvoorlichting
228546003;Orientation training;ori ë ntatie training;ori ë ntatie training;ori training
228547007;Reality orientation;Reality ori ë ntatie;Reality ori ë ntatie;reality ori ë ntatie
228550005;Attention training;aandachtstraining;aandachtstraining;adhd training
228637001;Seating advice;seating advies;seating advies;zitplaats voorlichting
228672003;Microtron electron teletherapy;Microtron elektron teletherapie;Microtron elektron teletherapie;microtron elektron teletherapy
229068006;Posture correction;houdingscorrectie;houdingscorrectie;houding , lichaams - herstel
229070002;Stretching exercises;rekoefeningen;rekoefeningen;stretching inspanningstherapie
229085008;Duran regime;Duran regime;Duran regime;duran ntgerichte
229088005;Kleinert regime;Kleinert regime;Kleinert regime;kleinert ntgerichte
229089002;Knights regime;Knights regime;Knights regime;knights ntgerichte
229115003;Bench press;bankdrukken;Bankdrukken;bench press
229140005;Bridging exercise;overbruggingsexercitie;overbruggingsexercitie;bridging lichaamsbeweging
229172008;Direction changing;richtingsveranderingsgeleiding;richtingsveranderingsgeleiding;direction changing
229235005;Hip control work;Hip controlewerkzaamheden;Hip controlewerkzaamheden;heup controleren werk
229236006;Knee control work;Knie controlewerkzaamheden;Knie controlewerkzaamheden;knie controleren werk
229237002;Ankle control work;Ankle controlewerkzaamheden;Ankle controlewerkzaamheden;enkel controleren werk
229240002;Rhythmical bouncing;ritmisch stuiterende;ritmisch stuiterende;jerk bouncing
229250001;Trunk elongation;trunk rek;trunk rek;romp verlenging
229259000;Active neck movements;Active nekbewegingen;Active nekbewegingen;inflammatie van hals , beweging
229264001;Active hip movements;Active heupbewegingen;Active heupbewegingen;inflammatie van heup , beweging
229265000;Active knee movements;Active kniebewegingen;Active kniebewegingen;inflammatie van knie , beweging
229267008;Active foot movements;Active voetbewegingen;Active voetbewegingen;inflammatie van voet , beweging
229296009;Sputum induction technique;Sputum inductietechniek;Sputum inductietechniek;sputum inductie van
229300005;Inspiratory muscle training;Inspiratoire spiertraining;Inspiratoire spiertraining;inademingsspier training
229476004;Trunk stretching;trunk stretching;trunk stretching;romp stretching
229490001;Petrissage;petrissage;petrissage;petrissage
229497003;Circular frictions;Circular fricties;Circular fricties;circulaire frictions
229500009;Connective tissue massage;Bindweefselmassage;Bindweefselmassage;bindweefselstenose massage
229562003;Faradic foot bath;Faradic voetenbad;Faradic voetenbad;faradic voet bad
229580007;Ice therapy;ijstherapie;ijstherapie;ice - therapie
229824005;Positioning patient;positionering pati ë nt;positionering pati ë nt;positionering van pati ë nt
229913009;Orogastric feeding;Orogastric voeden;Orogastric voeden;orogastric voeding
229916001;Esophagostomy feeding;Esophagostomy voeden;Esophagostomy voeden;oesofagostomie met voeding
230040009;Airway suction technique;Airway zuigtechniek;Airway zuigtechniek;vrije luchtweg door aspiratie van
230872008;Torkildsen ventriculocisternostomy;Torkildsen ventrikelcisternostomie;Torkildsen ventrikelcisternostomie;ventriculocisternostomie
231079005;Multiple electroconvulsive therapy;Meerdere elektroconvulsietherapie;Meerdere elektroconvulsietherapie;multipele - convulsieve therapie
231091001;Heated needle therapy;Verwarmde naaldtherapie;Verwarmde naaldtherapie;verwarmde naald voor radiotherapie
231092008;Acabani;Acabani;Acabani;acabani
231096006;Ryodoraku;Ryodoraku;Ryodoraku;ryodoraku
231097002;Cupping;cupping;cupping;cupping
231562008;Bicoronal browlift;bicoronal wenkbrauwlift;bicoronal wenkbrauwlift;bicoronal wenkbrauwlift
231590007;Lateral canthal sling;Lateral canthal sling;Lateral canthal sling;laterale canthale sling
231591006;Lateral canthotomy;Lateral canthotomy;Lateral canthotomy;laterale canthotomie
231592004;Lateral canthoplasty;Lateral canthoplasty;Lateral canthoplasty;laterale canthoplastie
231605001;Medial Lee tarsorraphy;Medial Lee tarsorraphy;Medial Lee tarsorraphy;mediales lee tarsorraphy
231629008;Dacryocystorhinostomy;Dacryocystorhinostomy;Dacryocystorhinostomy;dacryocystorhinostomie
231717006;Cautery sclerostomy;cautery sclerostomy;cautery sclerostomy;sclerostomie door middel van cauterisatie
231727000;Sector iridectomy;sector iridectomy;sector iridectomy;sektori ë le iridectomie
231730007;Iridoplasty;Iridoplasty;Iridoplasty;iridoplastiek
231732004;Correction iridodialysis;correctie iridodialysis;correctie iridodialysis;herstel van iridodialyse
231739008;Iridocyclochoroidectomy;Iridocyclochoroidectomy;Iridocyclochoroidectomy;verwijderen iris , ciliair lichaam en choroidea
231740005;Cyclochoroidectomy;Cyclochoroidectomy;Cyclochoroidectomy;verwijderen ciliair lichaam en choroidea
231771001;Transvitreal membranectomy;Transvitreal membranectomy;Transvitreal membranectomy;transvitreale membranectomie
231772008;Preretinal membranectomy;Preretinal membranectomy;Preretinal membranectomy;preretinale membranectomie
231773003;Subretinal membranectomy;subretinale membranectomy;subretinale membranectomy;subretinale membranectomie
231774009;Retinotomy;Retinotomy;Retinotomy;retinotomie
231775005;Retinectomy;Retinectomy;Retinectomy;retinectomie
232161006;Revision pinnaplasty;herziening pinnaplasty;herziening pinnaplasty;revisie otoplastie
232162004;Mustarde pinnaplasty;Mustarde pinnaplasty;Mustarde pinnaplasty;mustard ? otoplastie
232191001;Platinectomy;Platinectomy;Platinectomy;resectie voetplaat stapes
232201002;Ultrasonic labyrinthectomy;ultrasone labyrinthectomy;ultrasone labyrinthectomy;echografische labyrinthectomie
232205006;Sacculotomy;Sacculotomy;Sacculotomy;saccotomie
232481001;Septodermoplasty;Septodermoplasty;Septodermoplasty;septodermoplastie
232505005;Transorbital ethmoidectomy;Transorbital ethmoidectomy;Transorbital ethmoidectomy;transorbital ethmoidectomie
232517007;Diagnostic nasendoscopy;Diagnostic nasendoscopy;Diagnostic nasendoscopy;diagnostisch nasendoscopy
232518002;Sleep nasendoscopy;Sleep nasendoscopy;Sleep nasendoscopy;slaap nasendoscopy
232534004;Geniotubercle advancement;Geniotubercle vooruitgang;Geniotubercle vooruitgang;geniotubercle distalisatie
232547009;Laryngotracheoplasty;Laryngotracheoplasty;Laryngotracheoplasty;laryngotracheoplasty
232553009;Arytenoidectomy;Arytenoidectomy;arytaenodectomie;aryteno ï dectomie
232554003;Epiglottopexy;Epiglottopexy;Epiglottopexy;epiglottopexie
232594001;Bronchoscopic aspiration of secretions;Bronchoscopic afzuiging;Bronchoscopic afzuiging;bronchoscopise met aspiratie van secreties
232642006;Extrapericardial pneumonectomy;Extrapericardial pneumonectomy;Extrapericardial pneumonectomy;extrapericardiale pneumonectomie
232643001;Intrapericardial pneumonectomy;intrapericardiale pneumonectomy;intrapericardiale pneumonectomy;intrapericardiale pneumonectomie
232644007;Extrapleural pneumonectomy;extrapleural pneumonectomy;extrapleural pneumonectomy;extrapleurale pneumonectomie
232645008;Pleuropneumonectomy;Pleuropneumonectomy;Pleuropneumonectomy;pleuropneumonectomie
232646009;Completion pneumonectomy;afronding pneumonectomy;afronding pneumonectomy;completion pneumonectomie
232666000;Jaw thrust;jaw thrust;jaw thrust;vrije luchtweg door kaaklift
232669007;Oral laryngoscopy;Oral laryngoscopy;Oral laryngoscopy;orale laryngoscopie
232670008;Nasal laryngoscopy;nasale laryngoscopy;nasale laryngoscopy;neus laryngoscopie
232701003;Nasopharyngeal suction;nasopharyngeal zuigkracht;nasopharyngeal zuigkracht;nasopharyngeale zuigdrainage
232702005;Orotracheal suction;Orotracheal zuigkracht;Orotracheal zuigkracht;orotracheale aspiratie
232746002;Mitral annulus enlargement;Mitralisannulus uitbreiding;Mitralisannulus uitbreiding;vergroting annulus mitraalklep
232772006;Mitral valvectomy;mitralisklep valvectomy;mitralisklep valvectomy;mitraalklep verwijdering
232811004;Tricuspid valvectomy;tricuspid valvectomy;tricuspid valvectomy;ricuspied valvectomie
232850000;Aortoventriculoplasty;Aortoventriculoplasty;Aortoventriculoplasty;aortoventriculoplastie
232851001;Konno aortoventriculoplasty;Konno aortoventriculoplasty;Konno aortoventriculoplasty;konno aortoventriculoplastie
232887008;Operation on atrioventricular papillary muscle;Bediening op atrioventricular papillairspierkracht;Bediening op atrioventricular papillairspierkracht;chirurgie , atrioventriculaire papillairspier
232921006;Homograft atrioventricular valve replacement;Homograft atrioventricular klepvervanging;Homograft atrioventricular klepvervanging;vervanging van atrioventriculaire klep met homogreffe
232922004;Xenograft atrioventricular valve replacement;Xeno atrioventricular klepvervanging;Xeno atrioventricular klepvervanging;vervanging van atrioventriculaire klep met xenogreffe
232950004;Xenograft truncal valve replacement;Xeno romp klepvervanging;Xeno romp klepvervanging;xenotransplantaat truncale klep met biologische klep
233545006;Hysteroscopy;hysteroscopy;Hysteroscopie;hysteroscopie
233563006;Hypertransfusion;Hypertransfusion;Hypertransfusion;hypertransfusion
233594006;Lipopheresis;Lipopheresis;Lipopheresis;lipopheresis
234251008;Ilioinguinofemoral lymphadenectomy;Ilioinguinofemoral lymphadenectomy;Ilioinguinofemoral lymphadenectomy;ilioingu ï nofemorale lymfadenectomie
234252001;Inguinofemoral lymphadenectomy;Inguinofemoral lymphadenectomy;Inguinofemoral lymphadenectomy;ingu ï nofemorale lymfadenectomie
234304009;Enteromesenteric bridge operation;Enteromesenteric brugwerking;Enteromesenteric brugwerking;enteromesenterische bridge operatie
234326005;Bone marrow sampling;Beendermergbemonstering;Beendermergbemonstering;beenmergbiopsie
234329003;Sternal trephine;Sternal trephine;Sternal trephine;botboring van sternum
234330008;Iliac crest trephine;Darmbeenskam trephine;Darmbeenskam trephine;botboring van crista iliaca
234660007;Transeptal alveolotomy;transeptale alveolotomy;transeptale alveolotomy;transeptal alveolotomie
234704007;Pulpotomy - devitalizing;Pulpotomy - devitalizing;Pulpotomy - devitalizing;pulpotomy - devitalizing
234728009;Occlusal equilibration;Occlusal verevening;Occlusal verevening;occlusaal inslijpen
234889007;Radical glossectomy;Radical glossectomy;Radical glossectomy;totale glossectomie
234905002;Labial frenoplasty;labiale frenoplasty;labiale frenoplasty;labiale frenoplastie
235151005;Limited colonoscopy;Limited colonoscopie;Limited colonoscopie;beperkte coloscopie
235153008;Rigid sigmoidoscopy;starre sigmo ï doscopie;starre sigmo ï doscopie;rigiede sigmoiedoscopie
235160002;McKeown esophagectomy;McKeown slokdarmresectie;McKeown slokdarmresectie;mc keown oesofagectomie
235183004;Esophagomyotomy;Esophagomyotomy;oesofagomyotomie;oesofagomyotomie
235190009;Posterior gastropexy;posterior gastropexy;posterior gastropexy;posterior gastropexie
235256007;Duodenostomy operations;Duodenostomy operaties;Duodenostomy operaties;duodenostomie chirurgie
235287009;Transmesenteric plication;Transmesenteric sing;Transmesenteric sing;transmesenteric plicatuur
235288004;Noble plication;Noble sing;Noble sing;noble plicatie
235292006;Santulli enterostomy;Santulli enterostomie;Santulli enterostomie;santullie entero - duodenectomie
235320006;Transverse taeniamyotomy;dwarse taeniamyotomy;dwarse taeniamyotomy;transversaal taeniamyotomy
235365002;Svenson procedure;Svenson procedure;Svenson procedure;swenson procedure
235372001;Rehbein procedure;Rehbein procedure;Rehbein procedure;rehbein nao
235373006;Sacroperineal pull-through;Sacroperineal doortrekmodel;Sacroperineal doortrekmodel;sacroperineal pullthrough
235391001;Submucosal hemorrhoidectomy;submucosale hemorrhoidectomy;submucosale hemorrhoidectomy;submucosale hemorro ï dectomie
235466002;Supraradical pancreatectomy;Supraradical pancreatectomy;Supraradical pancreatectomy;supraradical pancreatectomie
235480009;Caudal pancreaticojejunostomy;Caudal pancreaticojejunostomie;Caudal pancreaticojejunostomie;caudale pancreatico - jejunostomie
235481008;Lateral pancreaticojejunostomy;Lateral pancreaticojejunostomie;Lateral pancreaticojejunostomie;laterale pancreatico - jejunostomie
235549002;Choledochoscopy;Choledochoscopy;Choledochoscopy;choledochoscopie
235550002;Operative choledochoscopy;operative choledochoscopy;operative choledochoscopy;peroperatieve choledochoscopie
235553000;Peroral choledochoscopy;perorale choledochoscopy;perorale choledochoscopy;peroraal choledochoscopie
235586001;Pancreatic duct septotomy;Alvleesklierbuis septotomy;Alvleesklierbuis septotomy;tomie van een wirsung septum
236170007;Antegrade ureteroscopy;antegrade ureteroscopy;antegrade ureteroscopy;antegrade ureteroscopie
236183008;Ureteroscopic pyelolysis;ureteroscopic pyelolysis;ureteroscopic pyelolysis;ureteroscopisch pyelolysis
236208006;Bladder replacement;blaasvervanging;blaasvervanging;vervangblaas
236209003;Salvage cystoprostatourethrectomy;Salvage cystoprostatourethrectomy;Salvage cystoprostatourethrectomy;salvage cystoprostatourethrectomie
236211007;Salvage cystoprostatectomy;Salvage cystoprostatectomy;Salvage cystoprostatectomy;salvage cystoprostatectomie
236245000;Retropubic urethrolysis;retropubische urethrolysis;retropubische urethrolysis;retropubische urethrolyse
236294000;Diagnostic meatourethroscopy;Diagnostic meatourethroscopy;Diagnostic meatourethroscopy;diagnostisch meatourethroscopy
236853001;Tissue expansion vaginoplasty;Weefselexpansie vaginoplastie;Weefselexpansie vaginoplastie;weefsel expansion vaginoplastiek
236857000;Colpoperineorrhaphy;Colpoperineorrhaphy;Colpoperineorrhaphy;colpoperineoplastiek
236903006;Strassman metroplasty;Strassman metroplasty;Strassman metroplasty;metroplastie volgens strassman
236905004;Tomkins metroplasty;Tomkins metroplasty;Tomkins metroplasty;metroplastie volgens tomkins
236924001;Balloon tuboplasty;Balloon tuboplasty;Balloon tuboplasty;ballon tuboplastie
236941004;Ampullosalpingoscopy;Ampullosalpingoscopy;Ampullosalpingoscopy;ampullosalpingoscopie
236942006;Microhysteroscopy;Microhysteroscopy;Microhysteroscopy;microhysteroscopie
236943001;Microcolpohysteroscopy;Microcolpohysteroscopy;Microcolpohysteroscopy;microcolpohysteroscopy
236956008;Amnioinfusion;Amnioinfusion;Amnioinfusion;amnioinfusion
236959001;Cervical ripening procedure;Baarmoederhalsrijping procedure;Baarmoederhalsrijping procedure;cervicale ripening nao
236974004;Instrumental delivery;Instrumental levering;Instrumental levering;kunstverlossing
236975003;Nonrotational forceps delivery;Nonrotational tangverlossing;Nonrotational tangverlossing;rotationele forceps
237013006;Embryotomy;Embryotomy;Embryotomy;embryotomie
237400005;Microdochectomy;Microdochectomy;Microdochectomy;microdochectomie
237414005;Strombeck left reduction mammoplasty;Str ö mbeck links reductie mammoplasty;Str ö mbeck links reductie mammoplasty;strombeck sinister borstverkleining
237415006;Strombeck right reduction mammoplasty;Str ö mbeck recht reductie mammoplasty;Str ö mbeck recht reductie mammoplasty;strombeck rechter borstverkleining
237416007;Strombeck bilateral reduction mammoplasty;Str ö mbeck bilaterale vermindering mammoplasty;Str ö mbeck bilaterale vermindering mammoplasty;strombeck bilaterale borstverkleining
237433000;Breast care procedure;Mammacare procedure;Mammacare procedure;mamma verzorging ,
237478002;Sublabial hypophysectomy;Sublabial hypofysectomie;Sublabial hypofysectomie;sublabial hypofysectomie
237485003;Chiasmopexy;Chiasmopexy;Chiasmopexy;chiasmopexy
237490000;Mediastinoscopic thymectomy;Mediastinoscopic thymectomie;Mediastinoscopic thymectomie;mediastinoscopische thymectomie
237588004;Perirectal fistulectomy;perirectaal fistulectomy;perirectaal fistulectomy;perirectale fistulectomie
238328000;Minithoracotomy;Minithoracotomy;Minithoracotomy;beperkte thoracotomie
238331004;Limited thoracoplasty;Limited thoracoplastiek;Limited thoracoplastiek;beperkte thoracoplastiek
239301004;Maxillary anterior segmental osteotomy;Bovenfront gesegmenteerde osteotomy;Bovenfront gesegmenteerde osteotomy;segmentosteotomie maxilla
239302006;Maxillary posterior segmental osteotomy;Maxillary posterior gesegmenteerde osteotomy;Maxillary posterior gesegmenteerde osteotomy;segmentosteotomie posterieure maxilla
239303001;Maxillary multisegmental osteotomy;Maxillary multisegmental osteotomie;Maxillary multisegmental osteotomie;multisegmentaire osteotomie maxilla
239322005;Phemister epiphysiodesis;Phemister epiphysiodesis;Phemister epiphysiodesis;phemister epifysiodese
239331005;Subungual exostectomy;subungual exostectomy;subungual exostectomy;subunguale exostectomie
239335001;Sutural craniectomy;sutural craniectomy;sutural craniectomy;wormian crani ë ctomie
239338004;Hemimaxillectomy;Hemimaxillectomy;Hemimaxillectomy;hemimaxillectomie
239370004;Orthognathic video imaging analysis;Orthognathic video beeldanalyse;Orthognathic video beeldanalyse;orthognathic video beeldvormende analyse
239455004;Cheilectomy;Cheilectomy;Cheilectomy;cheilectomie
239535002;Mandibular condylar shave;Mandibular condylaire scheerbeurt;Mandibular condylaire scheerbeurt;condylar shaving
239989009;Rectorectostomy;Rectorectostomy;Rectorectostomy;rectorectostomie
240279008;Fetoscopic procedure;foetoscopische procedure;foetoscopische procedure;via foetoscopie nao
240975009;Upper abdominoplasty;Upper buikwandcorrectie;Upper buikwandcorrectie;abdominoplastie van bovenbuik
241041003;Morphanalysis;Morphanalysis;Morphanalysis;morphanalysis
241052009;Zonography;Zonography;zonegrafie;transmissietomografie
241057003;Mammogram coned;mammogram coned;mammogram coned;mammogram coned
241095008;Skeletal survey - pediatric;Skeletal survey - pediatrische;Skeletal survey - pediatrische;rx pediatrisch totaal skelet
241100005;Skeletal survey - adult;Skeletal survey - volwassen;Skeletal survey - volwassen;rx totaal skelet
241106004;Skeletal survey - metastatic;Skeletal survey - uitgezaaide;Skeletal survey - uitgezaaide;rx totaal skelet metastase
241120006;Kymography;Kymography;kymografie;kymografie
241130002;Air meatogram;Air meatogram;Air meatogram;airconditioners meatogram
241132005;Parotid sialogram;parotid sialogram;parotid sialogram;parotisklier sialogram
241134006;Choanogram;Choanogram;Choanogram;choanogram
241136008;Transrectal lymphangiogram;transrectale lymphangiogram;transrectale lymphangiogram;transrectale lymfangiografie
241137004;Lymphadenogram;Lymphadenogram;lymfogram;lymfadenogram
241147001;Tube esophagram;tube esophagram;tube esophagram;buis oesofagram
241149003;Videofluoroscopy swallow;videofluoroscopie slikken;videofluoroscopie slikken;videofluoroscopy zwaluw
241150003;Videoswallow;Videoswallow;Videoswallow;videoswallow
241151004;Cineswallow;Cineswallow;Cineswallow;cineswallow
241169008;Proctogram;Proctogram;Proctogram;proctogram
241170009;Defecating proctogram;defecating proctogram;defecating proctogram;defecating proctogram
241172001;Pouchogram;Pouchogram;Pouchogram;pouchogram
241173006;Herniogram;Herniogram;Herniogram;herniogram
241186002;Gynecogram;Gynecogram;Gynecogram;gynecogram
241188001;Cavernosometry;cavernosometrie;cavernosometrie;cavernosometry
241190000;Breast pneumocystogram;borst pneumocystogram;borst pneumocystogram;mamma pneumocystogram
241195005;Epidurogram;Epidurogram;Epidurogram;epidurogram
241203004;Ankle arthrogram;Ankle arthrogram;Ankle arthrogram;enkel artrografie
241210005;Pneumocystogram;Pneumocystogram;Pneumocystogram;pneumocystogram
241211009;Tenogram;Tenogram;Tenogram;tenogram
241230009;Arch aortogram;Arch aortogram;Arch aortogram;aortaboog radiogram
241244003;Direct splenoportogram;direct splenoportogram;direct splenoportogram;directe splenoportogram
241263002;Pudendal arteriogram;pudendal arteriogram;pudendal arteriogram;pudenda angiografie
241274006;Operative arteriogram;operative arteriogram;operative arteriogram;peroperatieve angiografie
241282006;CSF isotope study;CSF isotopenstudie;CSF isotopenstudie;isotopen onderzoek van het cerebrospinale vocht
241326009;Tc99m-sucralfate study;Tc99m - sucralfaat studie;Tc99m - sucralfaat studie;tc dtpa renografie sucralfate nao
241359007;Tc99m-DTPA renogram;Tc99m - DTPA renogram;Tc99m - DTPA renogram;tc dtpa renografie
241360002;Hippuran renogram;Hippuran renogram;Hippuran renogram;hippuran renografie
241361003;Hippuran renogram and ERPF;Hippuran renogram en ERPF;Hippuran renogram en ERPF;hippuran renografie
241362005;Tc99m-MAG3 renogram;Tc99m - MAG3 renogram;Tc99m - MAG3 renogram;mag3 renografie
241371001;Probe renogram;probe renogram;probe renogram;sonde renogram
241372008;ERPF determination;ERPF vastberadenheid;ERPF vastberadenheid;erpf f
241433008;Iron absorption measurement;Iron absorptiemeting;absorptiemeting;ijzerdefici absorptie , totaal
241450005;Midliner US scan;Midliner US scan;Midliner US scan;midliner echografie
241560003;Portoenterostomy;Portoenterostomy;Portoenterostomy;porto - enterostomie
241706008;Neuroleptanalgesia;Neuroleptanalgesia;Neuroleptanalgesia;neuroleptanalgesie
241719007;Patient eye protection;Pati ë nt oogbescherming;Pati ë nt oogbescherming;pati oog protection
241725006;Preoxygenation;preoxygenatie;preoxygenatie;preoxygenation
241728008;Induced vasodilatation;ge ï nduceerde vaatverwijding;ge ï nduceerde vaatverwijding;geinduceerde vasodilatatie
242557008;Bimanual palpation;bimanual palpatie;bimanual palpatie;bimanual palperen
243074007;Advice on patient associations;Advies over pati ë ntenverenigingen;Advies over pati ë ntenverenigingen;voorlichting van pati associatiesnelheid
243097005;Instruction on perineal hygiene;Instructie over perineale hygi ë ne;Instructie over perineale hygi ë ne;onderwijzen van perineale hygi ë ne
243133005;Metered dose inhaler;Doseringsinhalator;dosisinhalator;metered dose inhalers
243134004;Dry powder inhaler;Droogpoederinhalator;poederinhalator;droge poeder inhalatietoestel
243144002;Patient triggered inspiratory assistance;Pati ë nt getriggerd inspiratoire bijstand;Pati ë nt getriggerd inspiratoire bijstand;pati triggered inhaleren behulp
243306000;Ureteroileostomy;Ureteroileostomy;Ureteroileostomy;uretero - ileostomie
247042001;Holth iridencleisis;Holth iridencleisis;Holth iridencleisis;iridencleisis
250174000;Paraprotein measurement;paraprote ï ne meting;paraprote ï ne meting;paraprote ï ne ne
250202009;Circulating immune complexes activity measurement;Circulerende immuuncomplexen activiteitenmeting;Circulerende immuuncomplexen activiteitenmeting;circulerende hiv complexen levensverrichtingen , totaal
250322006;5-Hydroxytryptamine release measurement;5 hydroxytryptamine vrijgavemeting;5 hydroxytryptamine vrijgavemeting;5 - hydroxytryptamine decompressie -
250360002;Anticoagulant control test;Antistollingsmiddel controletest;Antistollingsmiddel controletest;bloedverdunner controleren test
