snomed b id;snomed b term;thot id;thot term
211026007;punctie van bursa;211026007;aspiratie slijmbeurs
213041003;hey amputatie van de voet;213041003;hey amputatie
214173000;excisie van lesie ter hoogte van uteriene ligament;214173000;excisie van van uteriene ligament
217136007;biopsie van de urethra;217136007;biopsie urethra
225106003;darmvoorbereiding voor ingreep;225106003;ingewanden preparaat
225670007;onderzoek van oor;225670007;oor
225684002;reinigen van het oog;225684002;oogirrigatie
229013007;biopsie van gewrichtsstructuur;229013007;biopsie van kniestructuur
229033006;radioisotopen scan van het volledige lichaam;229033006;gehele - lichaamscan
230812000;evacuatie van een intracrani ë el epiduraal abces;230812000;verwijderen van intracrani ë el epiduraal abces
230822006;revisie van een subduro - pleurale shunt;230822006;revisie van subduro - pleurale shunt
230826009;vervangen van een subduro - pleurale shunt;230826009;vervangen van subduro - pleurale shunt
230833009;herstel van craniale CSV fistel;230833009;herstel van craniale csv fistel
230835002;herstel van encefalocoele;230835002;herstel van encephalocoele
230882009;spoelen van subcutaan liquorreservoir;230882009;cerebrospinaal vocht klep irrigatie
230886007;exploratie van de ventrikel;230886007;exploratie van ventrikel
230906006;incisie van intracrani ë le veneuze malformatie;230906006;excisie van intracraniale vene
230913006;stereotactische radiochirurgie van een intracraniale veneuse malformatie;230913006;stereotactische radiochirurgie van een intracrani ë le veneuse malformatie
230930008;verwijdering van een vreemd voorwerp uit een intracraniale arterie;230930008;verwijderen van vreemd voorwerp uit een intracraniale arterie
230931007;verwijdering van een vreemd voorwerp uit een intracraniale vena;230931007;verwijderen van vreemd voorwerp uit een intracraniale vena
230942003;verzorging van ICP transducer;230942003;verzorging van icp transducer
230943008;revisie van ICP transducer;230943008;revisie van icp transducer
230945001;verzorging van ICP catheter;230945001;verzorging van icp catheter
230946000;revisie van ICP catheter;230946000;revisie van icp catheter
230954003;transantrale neurectomie van de n . canalis pterygoideus ( Vidian );230954003;transantrale neurectomie
230976007;aanleggen van een anastomose n . facialis ( VII ) - n . facialis ( VII );230976007;aanleggen shunt
230978008;microvasculaire decompressie van de n . facialis ( VII ) volgens Janetta;230978008;microvasculaire decompressie van de n . facialis ( vii ) volgens janetta
230980002;decompressie van het temporale deel van de n . facialis ( VII );230980002;decompressie van het temporale deel van nervus facialis
230989001;evacuatie van een spinaal epiduraal abces;230989001;drainage van abces
231146007;lokaal anesthetisch blok van de n . medianus aan de elleboog;231146007;n medianusblok met lokaal anestheticum thv cubitale tunnel
231147003;lokaal anesthetisch blok van de n . medianus aan de pols;231147003;n medianusblok met lokaal anestheticum thv pols
231240009;lokaal anesthetisch n . facialis ( VII ) block volgens van Lint;231240009;lokaal anesthetisch n . facialis ( vii ) block volgens van lint
231241008;lokaal anesthetisch n . facialis ( VII ) block volgens O ' Brien;231241008;lokaal anesthetisch n . facialis ( vii ) block volgens o ' brien
231286006;blokkade van een dorsaal ganglion;231286006;ganglion
231296002;intradermale infiltratie met corticostero ï d;231296002;intradermale infiltratie met corticostero
231307003;infiltratie van de huid met stero ï d en lokaal anestheticum;231307003;infiltratie met lokaal anestheticum en steroid
231308008;infiltratie van de huid met stero ï d;231308008;infiltratie met corticostero
231369003;injectie van van neurolyticum rond de n mentalis;231369003;chemische neurolyse van n mentalis
231375007;chemische denervatie van spinaal facegewricht;231375007;chemische denervatie van facetgewricht
231414000;maken van een letsel in de dorsal root entry zone ( DREZ );231414000;maken van een letsel in de dorsal root entry zone ( drez )
231431007;cryodenervatie van een cervicaal facetgewricht;231431007;cryodenervatie van facetgewricht cervicale wervel
231432000;cryodeneravatie van facetgewricht van de thoracale wervelkolom;231432000;cryodenervatie van facetgewricht van de thoracale wervel
231433005;cryodenervatie van facetgewricht van de lumbale wervelkolom;231433005;cryodenervatie van facetgewricht lumbale wervel
231559005;biopsie van laesie van de oogbol;231559005;biopsie van het oog
231569004;correctie epicanthus door Y - V plastie;231569004;correctie epicanthus door y - v plastie
231572006;correctie telecanthus door Y - V plastie;231572006;correctie telecanthus door y - v plastie
231581000;excisie van lesie ter hoogte van laterale canthus;231581000;excisie van lesie van laterale canthus
231582007;destructie van lesie ter hoogte van laterale canthus;231582007;destructie van lesie van laterale canthus
231593009;ablatie van letsel ter hoogte van het ooglid;231593009;excisie lesie ooglid
231597005;anterieure lamellaire reconstructie van het ooglid;231597005;anterieure lamellaire reconstructie ooglid
231604002;Lazy T - procedure;231604002;lazy t - procedure
231619001;Mullerectomie;231619001;chirurgische wonddehiscentie , profunda van van muller spier
231690001;excisie van plantaire aponeurose voor dupuytren contractuur van de voet;231690001;excisie van plantaire fasciale fibromatosis
231747008;chirurgische lenscapsulotomie;231747008;lens capsulotomie
231749006;capsulorhexis van het lenskapsel;231749006;capsulotomie
231752003;repositie van intra oculaire lens;231752003;intra - oculaire lensrepositioning
231762005;fotocoagulatie van retina;231762005;fotocoagulatie
232168000;reconstructie gehoorgangachterwand;232168000;reconstructie van de posterieure wand van de meatus van de uitwendige gehoorgang
232190000;stapedectomie , kleine fenestratie;232190000;stapedotomie
232200001;decompressie endolymfatische zak met insertie shunt;232200001;decompressie van endolymfatische zak met insertie shunt
232501001;reconstructie maxilla ( met botgreffe );232501001;reconstructie maxilla
232538001;drainage parafaryngeaal abces;232538001;drainage van parafaryngeaal abces
232567000;excisie van een epidermale cyste van de stemband;232567000;excisie van cyste van stemband
232570001;diathermie van laryngeale teleangi ë ctasie ë n;232570001;diathermie van laryngeale teleangi ë ctasie
232571002;bioptie van de larynx;232571002;biopsie van de larynx
232595000;bronchoscopie met lavage;232595000;bronchiale wash
232601008;bronchoscopie met resectie van letsel;232601008;bronchoscopie met tangresectie van letsel
232605004;resectie van stenose van trachea;232605004;resectie van trachea
232628003;open biopsie van de long;232628003;open longbiopsie
232632009;wigexcisie van long;232632009;long wigresectie
232685002;inbrengen van tracheostomie canule;232685002;plaatsing van tracheostomieslang
232717009;coronaire arterie bypass greffe;232717009;arteria coronaris bypass
232757007;herstel defect van de mitraalklep;232757007;herstel defect mitraalklep
232773001;vervanging van mitraalklep door bjork - shiley kunstklep;232773001;door bjork - shiley kunstklep mitralisklepvervanging
232780004;inspectie van een geimplanteerde tricuspidale klep;232780004;inspectie van ge ï mplanteerde tricuspidaalklep
232807005;decalcificatie geimplanteerde tricuspidaalklep;232807005;decalcificatie ge ï mplanteerde tricuspidaalklep
232813001;rotatie van de geimplanteerde tricuspidale klep;232813001;roteren ge ï mplanteerde tricuspidaalklep
232825003;resectie van aortaklepblad en herstel met circumferenti ë le annuloplastie;232825003;resectie van aortaklepblad en herstel met circumferenti ? le annuloplastie
232846007;vervanging van aortaklep en aorta ascendens ( bentall );232846007;vervanging van aortaklep en aorta ascendens
232868002;pulmonalis klep valvotomie;232868002;pulmonaire valvotomie
232946006;ballon valvuloplastie van de truncus pulmonalis;232946006;ballon valvuloplastie
232965003;implantatie van ventriculair assist systeem ( VAD );232965003;ventriculair hulpmiddel bij plaatsing
232966002;implanteren rechter ventriculair assist device;232966002;rechterventriculair hulpmiddel bij plaatsing
232967006;implantatie lvad;232967006;linkerventriculair hulpmiddel bij plaatsing
232969009;ondersteuning van hartfunctie met extracoporele membrane oxygentor ( ECMO );232969009;ondersteuning van hartfunctie met extracoporele membrane oxygentor ( ecmo )
232972002;prelevatie van hartlongblok;232972002;verwijderen van hartlongblok
232974001;orthotope allotransplantatie van het hart;232974001;orthotope allotransplantatie van hart
232980009;angioplastie van de pulmonale vene;232980009;angioplastie van vena pulmonalis
232989005;plaatsen van een stent in de vena cava superior;232989005;plaatsing van stent in vena cava superior
233029002;open verwijderen vreemd voorwerp linker atrium;233029002;verwijderen vreemd voorwerp linker atrium
233071001;constructie conduit rechter ventrikel naar truncus pulmonalis;233071001;constructie conduit van rechter ventrikel naar truncus pulmonalis
233073003;constructie conduit van rechter ventrikel naar linker A pulmonalis;233073003;constructie conduit van rechter ventrikel naar linker arteria pulmonalis
233075005;constructie van conduit van rechter ventrikel naar aorta;233075005;constructie conduit van rechter ventrikel naar aorta
233082009;open verwijderen vreemd voorwerp linker ventrikel;233082009;verwijderen vreemd voorwerp linker ventrikel
233097007;constructie conduit van linker ventrikel naar truncus pulmonalis;233097007;constructie conduit tussen linker ventrikel en truncus pulmonalis
233118004;plaatsing van stent in een majeure aorto - pulmonale collaterale arterie;233118004;plaatsing van stent in majeure aorto - pulmonale collaterale arterie
233128008;herstel DOLV;233128008;herstel
233129000;herstel dolv met rv naar truncus pulmonalis en ventriculair septum defect sluiting;233129000;herstel dolv met rv naar truncus pulmonalis en sluiten ventriculair septum defect
233134001;Damus - Stansel - Kaye operatie;233134001;damus - stansel - kaye operatie
233144004;constructie van conduit van truncus pulmonalis naar rechter arteria pulmonalis;233144004;constructie conduit van truncus pulmonalis naar rechter arteria pulmonalis
233145003;constructie van conduit van truncus pulmonalis naar linker arteria pulmonalis;233145003;constructie conduit van truncus pulmonalis naar linker arteria pulmonalis
233146002;constructie van conduit van rechter naar linker arteria pulmonalis;233146002;constructie conduit van rechter naar linker arteria pulmonalis
233214006;angioplastie van de arteria pulmonalis;233214006;angioplastie van arteria pulmonalis
233218009;transluminale fragmentatie van embolie in arteria pulmonalis;233218009;transluminale fragmentatie van embolie
233226001;arteria subclavia tot arteria pulmonalis shunt operatie;233226001;subclavia arteriapulmonalisshunt
233227005;gemodificeerde Blalock - Taussig shunt;233227005;gemodificeerde blalock - taussig shunt
233230003;Hemi - Fontan operatie;233230003;hemi - fontan operatie
233234007;banding van aortopulmonale shunt;233234007;banding van van aortopulmonale shunt
233301007;endarteri ë ctomie van de arteria hepatica;233301007;endarterectomie van arteria hepatica
233310004;endarteri ë ctomie van de arteria poplitea;233310004;endarterectomie van arteria poplitea
233317001;embolisatie van een intracraniaal aneurysma;233317001;embolisatie van arterie van hoofd
233320009;embolisatie van de arteria cerebri media;233320009;embolisatie van arteria cerebralis
233321008;percutane embolisatie van de arteria choroidea;233321008;embolisatie van arteria choroidea
233326003;embolisiatie van arterie vertebralis;233326003;embolisatie van arterie vertebralis
233331001;embolisatie van de arteria renalis;233331001;embolisatie van arteria renalis
233334009;embolisatie van de arteri ë le greffe;233334009;embolisatie van arteri ë le greffe
233370007;herstel van aneurysma van aorta;233370007;herstel aorta aneurysma
233373009;Aortobifurcatie bypass greffe;233373009;aorta bifemoraal transplantaat
233380006;crossover bypass greffe van de arteria femoralis communis naar de arteria femoralis communis;233380006;femorofemorale bypass greffe
233381005;crossover greffe van de arteria iliaca communis naar de arteria femoralis communis;233381005;crossover greffe
233404000;plaatsen van arteri ë le stent;233404000;arteri ë le stentplaatsing
233405004;inplanting van stent in arteria carotis;233405004;arteria carotis stentinbrenging
233413003;verwijderen van arteri ë le stent;233413003;arteri ë le stent verwijdering
233422002;trombectomie van een intracraniale vena;233422002;trombectomie van intracraniale vene
233431002;percutane trombolyse van de vena ilio - femoralis onder fluoroscopische begeleiding;233431002;percutane trombolyse van vena ilio - femoralis
233442006;aanpassen vena cava inferior filter;233442006;vena cava inferior filter
233445008;transjugulaire intrahepatische portoystemische shunt;233445008;transjugulaire intrahepatische portasystemische shunt
233469007;cr ë eren van fistel van arteria brachialis tot vena cephalica;233469007;cr ë eren van fistel
233520008;plaatsen van een perifere veneuze canule;233520008;veneuze katheterisatie
233529009;insertie centraal venueze cannule via vena jugularis externa;233529009;insertie centraal veneuze cannule via vena jugularis
233532007;plaatsen van een centraal veneuze katheter via de vena antecubitalis;233532007;insertie centraal veneuze cannule via de fossa antecubitalis vene
233591003;haemoperfusie;233591003;hemoperfusie
234246002;selectieve nekdissectie van cervicale lymfeklieren;234246002;selectieve nekdissectie
234253006;excisie van lymfekliergroep;234253006;lymfadenectomie
234254000;excisie van de okselklieren;234254000;axillaire lymfadenectomie
234261001;excisie van de lymfeklier ter hoogte van de hals;234261001;excisie van cervicale lymfeknoop
234262008;excisie van okselklier;234262008;axillaire lymfadenectomie
234270003;biopsie van de lymfeklier ter hoogte van de hals;234270003;halslymfeklierbiopsie
234271004;biopsie van okselklier;234271004;biopsie van oksellymfeklier
234325009;hechten van milt;234325009;splenorafie
234326005;beenmerg sampling;234326005;beenmergbiopsie
234652006;driehoekherstel van bilateraal gespleten lip;234652006;herstel driehoekherstel van bilateraal gespleten lip
234661006;opbouw kaakwal;234661006;sandwichosteotomie
234898005;ablatie van letsel ter hoogte van de mondbodem;234898005;excisie van van mondbodemletsel
234902004;excisie van letsel ter hoogte van de wang;234902004;excisie van de wang
234930004;removale gastrectomie met excisie omliggstde weefsels;234930004;excisie omliggstde weefsels
234937001;excisie van de grote speekselklier;234937001;excisie van de grote speekselklieren
235160002;Mc Keown oesofagectomie;235160002;mc keown oesofagectomie
235161003;Ivor Lewis subtotale oesofagectomie;235161003;ivor lewis subtotale oesofagectomie
235188008;gedeeltelijke fundoplicatie van de maag via het abdomen;235188008;gedeeltelijke fundoplicatie
235196003;verwijderen van slokdarm vreemd voorwerp;235196003;vreemd lichaam verwijdering uit slokdarm
235225004;Heineke - Mikulicz pyloroplastie;235225004;heineke - mikulicz pyloroplastie
235245007;nieten van de maag;235245007;maag dichtnieten
235247004;tamponeren van de maag met ballon;235247004;ballontamponade van de maag
235262002;verwijderen van vreemd lichaam uit het duodenum;235262002;duodenotomie voor verwijderen vreemd voorwerp
235280006;gastro - duodenale anastomose;235280006;gastro - duodenostomie
235282003;aanleggen van een gastro - ileostomie;235282003;ileostomie
235286000;Roux - en - Y transpositie van jejunum;235286000;roux - en - y transpositie van jejunum
235302002;vernietigen van dunne darmletsel met warmte probe;235302002;warmteprobe behandeling van dunnedarm letsel
235331003;sfinctersparende proctocolectomie;235331003;restauratieve proctocolectomie
235342007;endoscopisch verwijderen van rectumletsel;235342007;verwijderen van rectumletsel
235375004;V - Y anoplastie;235375004;v - y anoplastie
235381007;herstel van de anale sfincter;235381007;anale sfincterherstel
235385003;constructie van een neo - sfincter van de anus;235385003;aanleggen van een neo
235388001;haemorroiden operatie;235388001;aambeienoperatie
235394009;drainage van abces pilonidale sinus;235394009;drainage van pilonidaal abces
235407009;anastomose van de darm;235407009;intestinale anastomose
235419001;intubatie van gastro - intestinale tractus;235419001;maagdarmtubeplaatsing
235426001;sonderen van de gastro - intestinale tractus via het rectum;235426001;intubatie van gastro - intestinale tractus via het rectum
235427005;sonderen van de gastro - intestinale tractus via een stoma;235427005;intubatie van gastro - intestinale tractus via stoma
235428000;sonderen van de gastro - intestinale tractus via jejunostomie;235428000;intubatie van gastro - intestinale tractus via jejunostomie
235429008;sonderen van de gastro - intestinale tractus via ileostomie;235429008;intubatie van gastro - intestinale tractus via ileostomie
235430003;sonderen van de gastro - intestinale tractus via colostomie;235430003;intubatie van gastro - intestinale tractus via colostomie
235431004;sonderen van de gastro - intestinale tractus via een fistel;235431004;intubatie van gastro - intestinale tractus via fistel
235432006;sonderen van de gastro - intestinale tractus via gastrostomie;235432006;intubatie van gastro - intestinale tractus via gastrostomie
235433001;sonderen van de gastro - intestinale tractus via dunnedarm fistel;235433001;intubatie van gastro - intestinale tractus via dunnedarm fistel
235434007;sonderen van de gastro - intestinale tractus via colon fistel;235434007;intubatie van gastro - intestinale tractus via colon fistel
235439002;verwijdern van een orogastrische sonde;235439002;verwijderen van een orogastrische sonde
235456005;biopsie van een leverletsel;235456005;biopsie van leverletsel
235460008;marsupialiseren van een leverabces;235460008;marsupialisatie van abces
235471009;debrideren van pancreas - en peripancreatische necrose;235471009;debrideren van pancreas en peripancreatische necrose
235477008;pancreatico - jejunostomie;235477008;pancreaticojejunostomie
235479006;proximale pancreatico - jejunostomie ( kop );235479006;proximale pancreatico - jejunostomie
235491002;afbinden van de ductus pancreaticus;235491002;ligatie van ductus pancreaticus
235520005;sluiten van de cholecysto - gastrostomie;235520005;herstel van cholecysto - gastrostomie
235557004;inbrengen van T - drain in galweg;235557004;inbrenging van t - drain in galwegen
235568004;drainage van de galweg;235568004;galweg drainage
235583009;ERCP met papillotomie en steenextractie;235583009;ercp met papillotomie en steenextractie
235592007;biopsie van de duodenale papil;235592007;biopsie van duodenale papil
235593002;biopsie van letsel ter hoogte van de papil van Vater;235593002;biopsie van de ampulla van vater
236155006;percutane endoscopische dilatatie pyelo - ureterale junctie ( PUJ );236155006;percutane endoscopische dilatatie pyelo - ureterale junctie ( puj )
236158008;percutane punctie van de nier voor urodynamica van de hogere urinewegen;236158008;percutane punctie nier voor urodynamica van de hogere urinewegen
236240005;autosondage ( CISC );236240005;autosondage ( cisc )
236260002;blinde urethrotomie ( OTIS );236260002;blinde urethrotomie ( otis )
236274009;éé nstap epispadie herstel;236274009;?? nstap epispadie herstel
236363003;sperma aspiratie;236363003;aspiratie
236365005;testiculaire sperma extractie ( TESE );236365005;aspiratie
236501004;PFR - bekkenbodemvloer herstel;236501004;bekkenbodemherstel
236783000;bypass van het terminaal ileum;236783000;terminaal ileum bypass
236824002;Marsupialisatie van abces van klier van Bartholin;236824002;marsupialisatie van bartholinabces
236825001;drainage van abces van klier van Bartholin;236825001;bartholin abcesdrainage
236832005;excisie van cyste ter hoogte van labia genitales;236832005;excisie van cyste
236838009;drainage van absces van vulva;236838009;vulva - abcesdrainage
236849003;procedure van fenton;236849003;fenton - operatie
236857000;colpoperineorrafie;236857000;colpoperineoplastiek
236863009;Vervangen Hodge suppositoir vaginaal;236863009;vervangen hodge suppositoir vaginaal
236867005;Verwijderen van Hodge suppositoir;236867005;verwijderen van hodge suppositoir
236873006;diathermie van cervix;236873006;cervicale diathermie
236884004;verwijderen van intracavitaire poliep;236884004;uteruspoliepectomie
236890000;klassieke SEMM laparoscopische hysterectomie;236890000;klassieke semm laparoscopische hysterectomie
236900009;radiofrequentie ablatie van het endometrium;236900009;ablatie van het endometrium
236904000;metroplastie volgens Strassman - Jones;236904000;metroplastie volgens strassman - jones
236910000;doorgankelijkheidstest van eileider;236910000;eileiderdoorgankelijkheidstest
236912008;transfer van gameten in eileider;236912008;gift
236915005;transfer van embryo in eileider;236915005;embryotransfer , tubale
236922002;uterotubale implantatie ter hoogte van isthmus;236922002;uterotubale implantatie
236923007;uterotubale implantatie ter hoogte van ampulla;236923007;uterotubale implantatie
236932009;multicauterisatie van het ovarium;236932009;ovarieel boren
236947000;cerclage van cervix volgens Shirodkar;236947000;shirodkar operatie
236975003;geboorte met behulp van niet - rotationele forceps;236975003;rotationele forceps
236990004;postmortem keizersnede;236990004;keizersnede
237021000;hydrostatische repositie van uterus inversus;237021000;hydrostatische repositie van uterus
237382004;localisatieprocedure van borstletsel voorafgaand aan biopsie door middel van contrast;237382004;pre - localisatieprocedure van borstletsel voorafgaand aan biopsie
237383009;localisatieprocedure van borstletsel voorafgaand aan biopsie door middel van aanprikken;237383009;localisatieprocedure van borstletsel voorafgaand aan biopsie met direct naald methode
237401009;niet - chirurgische drainage van absces van borst;237401009;abces borstdrainage
237402002;niet - chirurgische drainage van hematoom van borst;237402002;drainage van hematoom van borst
237403007;niet - chirurgische drainage van seroom van borst;237403007;drainage van seroom van borst
237407008;reconstructie van borst door middel van vrije huidflap;237407008;borstreconstructie met vrije flap
238184006;herstel epigastrische hernia;238184006;epigastrische herniorafie
238220005;hernia herstel volgens Stoppa;238220005;hernia herstel volgens stoppa zak
238226004;destructie van letsel van de abdomen;238226004;destructie van letsel van buikwand
238234005;excisie van letsel ter hoogte van de navel;238234005;excisie van navel
238239000;excisie van een pilonidale sinus ter hoogte van de navel;238239000;excisie van pilonidale sinus van de navel
238294008;aanbrengen van een hemostatisch agens in de peritoneale holte;238294008;aanbrengen van hemostatisch agens in de peritoneale holte
238345005;sluiten van incisie van de thoraxwand met een flap;238345005;incisie van de thoraxwand met een flap
238363005;fijne naald aspiratie van een massa in de nek;238363005;fijne naald biopsie van massa in de nek
239229003;excisie van letsel ter hoogte van de bursa;239229003;excisie van van de bursa
239232000;herstel van de lange kop van de bicepspees;239232000;herstel van lange kop van musculus biceps brachii
239243008;transfer van een intrinsieke handspier;239243008;transfer van handspier
239247009;tranfer van de peroneus longus;239247009;transfer van peroneus longus
239249007;flexor naar extensor peestransfer van een kleine teen;239249007;flexor naar extensor peestransfer van een teen
239266009;dorsale synovectomie van een gewricht van de vinger;239266009;dorsale synovectomie van de vinger
239267000;losmaken van springvinger;239267000;trigger finger release
239271002;excisie van letsel van de peesschede;239271002;peesschedelaesie - excisie
239279000;Fixatie van een fractuur;239279000;plaatfixatie van fractuur
239293007;inwendige fixatie van een fractuur;239293007;fractuur inwendige fixatie
239294001;Externe skeletale fixatie;239294001;externe fixatie
239314003;osteotomie van een metatarsaal van kleine teen;239314003;osteotomie van metatarsaal
239315002;osteotomie van de metatarsaalbasis van de kleine tenen;239315002;osteotomie van de metatarsaalbasis
239323000;epifysiodese voor epifysiolyse van de heup;239323000;epifysiodese voor epifysiolyse
239329001;excisie van het bot;239329001;ostectomie
239338004;hemimaxillectomie zonder reconstructie;239338004;hemimaxillectomie
239339007;excisie van de kop van de eerste metatarsaal;239339007;excisie van de eerste metatarsaal
239347007;biopsie van letsel van os maxillare;239347007;biopsie van de maxilla
239359006;volledig vervangen van het scafo ï d met een prothese;239359006;totale vervanging van scaphoid
239396002;enucleatie van letsel in de onderkaak;239396002;excisie van letsel van mandibula
239404006;opheffen IMF;239404006;opheffen imf
239422009;arthrodese van het TMT 1 gewricht;239422009;arthrodese van het tmt 1 gewricht
239423004;arthrodese van een interfalangeaal gewricht van een kleine teen;239423004;arthrodese van interphalangeaal gewricht van teen
239424005;herstel van het ulnair collateraal ligament van het metacarpophalangeal gewricht van de duim;239424005;herstel van het ulnair collateraal ligament van metacarpophalangeaal gewricht van de duim
239427003;reconstructie van de achterste kruisband;239427003;herstel van kruisband , achterste
239428008;herstel van mediaal collateraal ligament van de knie;239428008;herstel van mediaal collateraal knieligament
239429000;herstel van lateraal collateraal ligament van de knie;239429000;herstel van lateraal collateraal knieligament
239433007;reconstructie van mediaal collateraal ligament van de knie;239433007;reconstructie van mediaal collateraal knieligament
239434001;reconstrucite van lateraal collateraal ligament van de knie;239434001;reconstructie van lateraal collateraal knieligament
239445003;stabilisatie van een interphalangeaal gewricht van een vinger;239445003;stabilisatie van interphalangeaal gewricht van een vinger
239448001;losmaken van zacht weefsel contractuur van het metatarsophalangeaal gewricht van een teen;239448001;weke delen release van het mtp gewricht van teen
239451008;onderzoek van de knie onder narcose;239451008;onderzoek van de knie
239461001;gewrichtsspoeling;239461001;gewrichtsirrigatie
239468007;arthroplastiek van de schouder;239468007;schouderartroplastiek
239471004;arthroplastie van de elleboog;239471004;elleboogprothese
239478005;arthroplastie met volledige prothese van het cmc gewricht van de duim;239478005;prosthetische arthroplastiek van het cmc gewricht van de duim
239479002;hemiarthroplastie van het cmc gewricht van de duim;239479002;hemiarthroplastie van het cmc gewricht van duim
239480004;excisiearthroplastie van het cmc gewricht van de duim;239480004;excisiearthroplastie van het cmc gewricht van duim
239481000;interpositiearthroplastie van het cmc gewricht van de duim;239481000;interpositiearthroplastie van het cmc gewricht van duim
239482007;arthroplastiek van het metacarpophalangeaal gewricht van de duim;239482007;arthroplastiek van metacarpophalangeaal gewricht van de duim
239483002;prosthetische arthroplastiek van het metacarpophalangeaal gewricht van de duim;239483002;prosthetische arthroplastiek van het metacarpophalangeaal gewricht van duim
239484008;prosthetisch hemiarthroplastiek van het metacarpophalangeaal gewricht van de duim;239484008;hemiarthroplastie van het metacarpophalangeaal gewricht van de duim
239485009;excisie arthroplastiek van het metacarpophalangeaal gewricht van de duim;239485009;excisionele arthroplastiek van metacarpophalangeaal gewricht van de duim
239486005;interpositie arthroplastiek van het metacarpophalangeaal gewricht van de duim;239486005;interpositiearthroplastie van het metacarpophalangeaal gewricht van de duim
239487001;arthroplastiek van interphalangeaal gewricht van de duim;239487001;arthroplastiek van interphalangeaal gewricht van duim
239488006;prosthetische arthroplastiek van interphalangeaal gewricht van de duim;239488006;prosthetische arthroplastiek van interphalangeaal gewricht van duim
239489003;interpositie arthroplastiek van interphalangeaal gewricht van de duim;239489003;interpositie arthroplastiek van interphalangeaal gewricht van duim
239490007;arthroplastiek van het metacarpophalangeaal gewricht van een vinger;239490007;arthroplastiek van metacarpophalangeaal gewricht van een vinger
239499008;resectiearthroplastie van de heup;239499008;resectie van femurkop en hals
239507001;arthroplastiek van een gewricht van de hallux;239507001;arthroplastie van de hallux
239508006;arthroplastie van het MTP gewricht van de hallux;239508006;arthroplastiek van metatarsophalangeaal gewricht van hallux
239509003;volledige prothese van het MTP gewricht van de hallux;239509003;prosthetische arthroplastiek van metatarsophalangeaal gewricht van hallux
239510008;hemiarthroplastie van het MTP gewricht van de hallux;239510008;hemiarthroplastie van het mtp gewricht van hallux
239511007;resectiearthroplastie van het MTP gewricht van de hallux;239511007;excisionele arthroplastiek van metatarsophalangeaal gewricht van hallux
239512000;interpositiearthroplastie van het MTP gewricht van de hallux;239512000;interpositiearthroplastie van het mtp gewricht van hallux
239513005;arthroplastie van het interfalangeaal gewricht van de hallux;239513005;arthroplastiek van interphalangeaal gewricht van de hallux
239514004;Arthroplastiek van het interphalangeale gewricht van de hallux;239514004;prosthetische arthroplastiek van interphalangeaal gewricht van hallux
239515003;excisiearthroplastie van het interfalangeaal gewricht van de hallux;239515003;excisionele arthroplastiek van interphalangeaal gewricht van hallux
239517006;interpositiearthroplastie van het interfalangeaal gewricht van de hallux;239517006;interpositie arthroplastiek van interphalangeaal gewricht van hallux
239520003;prosthetische arthroplastiek van metatarsophalangeaal gewricht van een teen;239520003;prosthetische arthroplastiek van metatarsophalangeaal gewricht van teen
239521004;excisionele arthroplastiek van metatarsophalangeaal gewricht van een teen;239521004;excisionele arthroplastiek van metatarsophalangeaal gewricht van teen
239522006;interpositie arthroplastiek van het metatarsophalangeaal gewricht van een teen;239522006;interpositie arthroplastiek van metatarsophalangeaal gewricht van een teen
239523001;arthoplastie van een interfalangeaal gewricht van een kleine teen;239523001;arthroplastiek van interphalangeaal gewricht van teen
239524007;prothese van een interfalangeaal gewricht van een kleine teen;239524007;prosthetische arthroplastiek van interphalangeaal gewricht van teen
239525008;resectiearthoplastie van een interfalangeaal gewricht van een kleine teen;239525008;excisie arthroplastiek van interphalangeaal gewricht van teen
239526009;interpositiearthroplastie een interfalangeaal gewricht van een kleine teen;239526009;interpositie arthroplastiek van interphalangeaal gewricht van teen
239542002;excisie van lumbale intervertrebrale discus;239542002;lumbale discectomie
239544001;biopsie van intervertebrale discus;239544001;tussenwervelschijf biopsie
239547008;fusie van de wervelkolom omwille van spondylolyse;239547008;spinale fusie omwille van spondylolyse
239549006;manipulatie van een luxatie van de wervelkolom;239549006;reductie van luxatie van de wervelkolom
239575005;amputatie van de duim door het CMC gewricht;239575005;amputatie van de duim door het cmc gewricht
239578007;amputatie van de duim doorheen de proximale falanx;239578007;duimamputatie doorheen de proximale falanx
239580001;amputatie van de duim doorheen de distale falanx;239580001;duimamputatie doorheen de distale falanx
239582009;amputatie van de vinger door het CMC gewricht;239582009;amputatie van de vinger door het cmc gewricht
239583004;amputatie van de vinger doorheen de metacarpaal;239583004;vingeramputatie doorheen de metacarpaal
239585006;amputatie van een vinger doorheen de proximale falanx;239585006;vingeramputatie doorheen de proximale falanx
239587003;amputatie van de vinger doorheen de middelste falanx;239587003;vingeramputatie doorheen de middelste falanx
239588008;amputatie van een vinger door het DIP;239588008;amputatie van een vinger door het dip
239603005;oppositie transfer van de duim mbv flexor digitorum superficialis;239603005;oppositie tranfer naar de duim mbv flexor digitorum superficialis
239605003;oppositie transfer van de duim mbv abductor digiti minimi;239605003;oppositie tranfer naar de duim mbv abductor digiti minimi
239614008;insertie van een pin van een externe fixator;239614008;insertie van een externe fixator
239629005;excisie en verlengingsprocedure voor tibiale pseudartrose;239629005;voor een tibiale pseudartrose excisie en verlengingsprocedure van een bot
