SNOMED conceptID;SNOMED term;Google translate vertaalde term;Matecat vertaling;thot vertaalde term medisch woordenboek + SNOMED be
121846000;Prorenin measurement;Prorenin meting;Prorenin meting;prorenin -
121851006;Pyridinoline measurement;pyridinoline meting;pyridinoline meting;pyridinoline -
121852004;Pyrrole measurement;pyrrool meting;pyrrool meting;pyrrole -
121853009;Sebacate measurement;sebacaat meting;sebacaat meting;sebacate -
121855002;Suberate measurement;suberaat meting;suberaat meting;suberate -
121856001;Suberylcarnitine measurement;Suberylcarnitine meting;Suberylcarnitine meting;suberylcarnitine -
121857005;Suberylglycine measurement;Suberylglycine meting;Suberylglycine meting;suberylglycine -
121858000;Sucrase measurement;sucrase meting;sucrase meting;sucrase -
121859008;Sulfhydryl measurement;sulfhydryl meting;sulfhydryl meting;sulfhydryl -
121861004;Tetradecadienoylcarnitine measurement;Tetradecadien acylcarnitine meting;Tetradecadienoylcarnitine meting;tetradecadienoylcarnitine -
121862006;Tetradecenoylcarnitine measurement;Tetradecenoyl Carnitine meting;Tetradecenoylcarnitine meting;tetradecenoylcarnitine -
121863001;Tetrahydroaldosterone measurement;Tetrahydroaldosterone meting;Tetrahydroaldosterone meting;tetrahydroaldosterone -
121864007;Tetrahydrocorticosterone measurement;Tetrahydrocorticosterone meting;Tetrahydrocorticosterone meting;tetrahydrocorticosterone -
121867000;Tiglylglycine measurement;Tiglylglycine meting;Tiglylglycine meting;tiglylglycine -
121911009;Helminth identification;helminth identificatie;helminth identificatie;helminth identification
121916004;Histoplasma capsulatum exoantigen identification;Histoplasma capsulatum exoantigen identificatie;Histoplasma capsulatum exoantigen identificatie;histoplasma capsulatum exoantigen identification
121930009;Babesia species identification;Babesia species identificatie;Babesia species identificatie;babesia identification
121933006;Bartonella species identification;Bartonella species identificatie;Bartonella species identificatie;bartonella identification
121935004;Blastomyces dermatitidis exoantigen identification;Blastomyces dermatitidis exoantigen identificatie;Blastomyces dermatitidis exoantigen identificatie;blastomyces dermatitidis exoantigen identification
121969003;Coccidioides immitis exoantigen identification;Coccidioides immitis exoantigen identificatie;Coccidioides immitis exoantigen identificatie;coccidioides immitis exoantigen identification
121983001;Cyanobacterium identification;cyanobacterie identificatie;cyanobacterie identificatie;cyanophyceae identification
122040007;Microsporidia identification;microsporidia identificatie;microsporidia identificatie;microsporidia identification
122050008;Mycotoxin identification;mycotoxine identificatie;mycotoxine identificatie;mycotoxine identification
122076008;Pneumocystis species identification;Pneumocystis soortidentificatie;Pneumocystis soortidentificatie;pneumocystis identification
122139008;Trypanosoma species identification;Trypanosoma species identificatie;Trypanosoma species identificatie;trypanosoma identification
122276001;Amoeba identification;amoebe identificatie;amoebe identificatie;amoeba identification
122277005;Astrovirus identification;astrovirus identificatie;astrovirus identificatie;astrovirus identification
122280006;Cyclospora identification;Cyclospora identificatie;Cyclospora identificatie;cyclospora identification
122284002;Leishmania species identification;Leishmania species identificatie;Leishmania species identificatie;leishmania identification
122286000;Naegleria species identification;Naegleria soortidentificatie;Naegleria soortidentificatie;naegleria identification
122287009;Norwalk virus identification;Norwalk virusidentificatie;Norwalk virusidentificatie;gastro - identification
122288004;Orthopoxvirus identification;Orthopoxvirus identificatie;Orthopoxvirus identificatie;orthopox identification
122289007;Rotavirus identification;rotavirus identificatie;rotavirus identificatie;rota identification
122290003;Schistosoma species identification;Schistosoma soortidentificatie;Schistosoma soortidentificatie;schistosoma identification
122869004;Measurement procedure;meetprocedure;Meetprocedure;#NAAM?
123678003;Lithotomy;Lithotomie;Lithotomie;lithotomy
129098000;Ellestad protocol;Ellestad protocol;Ellestad protocol;ellestad protocol
133896000;Care of immunosuppressed patient;Verzorging van immuungesuppresseerde pati ë nt;Verzorging van immuungesuppresseerde pati ë nt;zorg immunosuppressed pati ë nt
133916000;Role clarification;rol verduidelijking;rol verduidelijking;role clarification
133917009;Bonding encouragement;bonding aanmoediging;bonding aanmoediging;bonding encouragement
134452004;Trypanosomal (South American) antibody level;Trypanosomiasis ( Zuid - Amerikaanse ) antilichaam niveau;Trypanosomiasis ( Zuid - Amerikaanse ) antilichaam niveau;trypanosomal , paracoccidio ï domycose - antistof
135848002;Voluntary admission;vrijwillige bekentenis;vrijwillige bekentenis;vrijwillige admission
164841007;Monochromator phototest;monochromator fototest;monochromator fototest;monochromator fototest
165098006;Skeletomuscular function test;Skeletomuscular functietest;Skeletomuscular functietest;skeletomuscular functietest
165099003;Skeletomuscular dynometry;Skeletomuscular rollenbank;Skeletomuscular dynometry;skeletomuscular dynometry
165198008;Writing up - publishing;Schrijven up - uitgeverij;Schrijven up - uitgeverij;schrijven kuroki - publishing
165599007;Kaolin cephalin clotting time procedure;Kaolien cefaline stollingstijd procedure;Kaolien cefaline stollingstijd procedure;kaoline - cefalinestollingstijd
165752002;Kidd blood group;Kidd bloedgroep;Kidd bloedgroep;kidd bloedgroep
165753007;Kell blood group;Kell bloedgroep;Kell bloedgroep;kell bloedgroep
165883008;Cytotropic antibody measurement;Cytotropic antilichaam meting;Cytotropic antilichaam meting;cytotropic antistof
166008006;RNP antibody measurement;RNP antilichaam meting;RNP antilichaam meting;ribonucleoprote ï ne antistof
166793003;Serum paraprotein measurement;Serum paraprote ï ne meting;Serum paraprote ï ne meting;serum paraprote ï ne ne
166809004;Electrophoresis: paraprotein;Elektroforese : paraprote ï ne;Elektroforese : paraprote ï ne;elektroforese , paraprote ï ne
167062004;Serum lipoprotein measurement;Serum lipoprote ï ne meting;Serum lipoprote ï ne meting;serum - lipoprote ï ne ne
167064003;Serum random lipoprotein measurement;Serum willekeurige lipoprote ï ne meting;Serum willekeurige lipoprote ï ne meting;serum random lipoprote ï ne ne
167065002;Serum fasting lipoprotein measurement;Serum vasten lipoprote ï ne meting;Serum vasten lipoprote ï ne meting;serum nuchter lipoprote ï ne ne
167069008;Plasma lipoprotein measurement;Plasma lipoprote ï ne meting;Plasma lipoprote ï ne meting;plasma - lipoprote ï ne ne
167070009;Plasma random lipoprotein measurement;Plasma willekeurige lipoprote ï ne meting;Plasma willekeurige lipoprote ï ne meting;plasmaprote random lipoprote ï ne ne
167071008;Plasma fasting lipoprotein measurement;Plasma vasten lipoprote ï ne meting;Plasma vasten lipoprote ï ne meting;plasmaprote nuchter lipoprote ï ne ne
167197004;Digestive function tests;Spijsvertering testen;Spijsvertering testen;gastro functietest
167205008;Butterfat absorption test;Botervet absorptie - test;Botervet absorptie - test;butterfat absorptietest
167460003;Urine paraprotein measurement;Urine paraprote ï ne meting;Urine paraprote ï ne meting;urine paraprote ï ne ne
168214001;Sample: mycology - general;Steekproef : mycologie - algemeen;Steekproef : mycologie - algemeen;steekproef : mycology -
168220000;Sample: parasitology - general;Steekproef : parasitologie - algemeen;Steekproef : parasitologie - algemeen;steekproef : parasitology -
168558000;Ethmoid sinuses X-ray;Zeefbeenholten X - ray;Zeefbeenholten X - ray;ethmo ï dale sinus ö ntgenfoto
168573004;Atlantoaxial X-ray;Atlantoaxiale X - ray;Atlantoaxiale X - ray;atlantoaxiaal ö ntgenfoto
168594001;Clavicle X-ray;Sleutelbeen X - ray;Sleutelbeen X - ray;clavicula ö ntgenfoto
168731009;Standard chest X-ray;Standard X - thorax;Standard X - thorax;borstkasr ö ntgenfoto
168763003;Upper abdomen soft tissue X-ray;Bovenbuik zacht weefsel X - ray;Bovenbuik zacht weefsel X - ray;bovenbuikt zachtweefsel ö ntgenfoto
168764009;Cardioesophageal X-ray;Cardioesophageal X - ray;Cardioesophageal X - ray;cardio ö ntgenfoto
168875001;Splenography;Splenography;splenografie;splenography
168920007;Pneumoarthrography;Pneumoarthrography;Pneumoarthrography;pneumoarthrography
168970005;Superior vena cavogram;Bovenste vena cavogram;Bovenste vena cavogram;superior cavogram
169115000;Photofluorography of lungs;Photofluorography longen;Photofluorography longen;photofluorography longen
169196000;Radiobioassay - corticosterone;Radiobioassay - corticosteron;Radiobioassay - corticosteron;radiobioassay - corticosterone
169201009;Radiobioassay - folic acid;Radiobioassay - foliumzuur;Radiobioassay - foliumzuur;radiobioassay , folinezuur -
169268000;Volumetry;volumetrie;volumetrie;volumetry
169296006;Ultrahard X-rays 400-2000 kV;Ultrahard X - stralen 400 - 2000 kV;Ultrahard X - stralen 400 - 2000 kV;ultrahard r ö ntgenfoto 400 , 2000 kv
169407006;Radiosensitizing measure;radiosensibiliserende maatregel;radiosensibiliserende maatregel;radiosensitizing maat
169431001;Electropyrexia;Electropyrexia;korte golfdiathermie;electropyrexia
169541001;Postcoital contraceptive procedure;Postco ï tale contraceptieve procedure;Postco ï tale contraceptieve procedure;postco ï tale contraceptie
170509004;Control of vectors;Bestrijding van vectoren;Bestrijding van vectoren;stelpen vectors
170510009;Control of flies;Bestrijding van vliegen;Bestrijding van vliegen;stelpen flies
170512001;Control of bedbugs;Controle van bedwantsen;Controle van bedwantsen;stelpen bedbugs
171001002;Benefits counselling;voordelen begeleiding;voordelen begeleiding;benefits consultatie
171074006;Requires protection against malaria;Vraagt ​​ bescherming tegen malaria;Vraagt ​​ bescherming tegen malaria;requires protection against koorts
171430003;Patient reviewed;pati ë nt beoordeeld;pati ë nt beoordeeld;pati reviewed
171728001;Chordectomy of spinal cord;Chordectomy van het ruggenmerg;Chordectomy van het ruggenmerg;chordectomy ruggenmerg
171944000;Transethmoidal hypophysectomy;Transethmoidal hypofysectomie;Transethmoidal hypofysectomie;transethmoidal hypofysectomie
171948002;Transsphenoidal hypophysectomy;transsphenoidale hypofysectomie;transsphenoidale hypofysectomie;feno ï dale hypofysectomie
172109000;Microdochotomy;Microdochotomy;Microdochotomy;microdochotomy
172797001;Septovomerine osteotomy;Septovomerine osteotomie;Septovomerine osteotomie;septovomerine osteotomie
172883004;Intranasal ethmoidectomy;intranasale ethmoidectomy;intranasale ethmoidectomy;transnasale ethmo ï dectomie
173067007;Cricothyroidotomy;Cricothyroidotomy;Cricothyroidotomy;cricothyroidotomy
173428008;Remnant tonsillectomy;Remnant tonsillectomie;Remnant tonsillectomie;lipoprote tonsillectomie
175933003;Anderson-Hynes pyeloplasty;Anderson - Hynes pyeloplasty;Anderson - Hynes pyeloplasty;anderson - hynes pyeloplastie
176012001;Bilateral reimplantation of ureters;Bilaterale re ï mplantatie van urineleiders;Bilaterale re ï mplantatie van urineleiders;bilaterale ureterre ï mplantatie
176045001;Tapering of ureter;Geleidelijke vermindering van urineleider;Geleidelijke vermindering van urineleider;tapering ureter
176046000;Keeling of ureter;Keeling van urineleider;Keeling van urineleider;keeling ureter
177079006;Admission review;toelatingsonderzoek;toelatingsonderzoek;admission herziening
177251005;Abdominolipectomy;Abdominolipectomy;Abdominolipectomy;abdominolipectomy
178151000;Sacrifice of tendon;Offer van pezen;Offer van pezen;sacrifice pees
178299008;Inguinal lymph nodes sampling;Lies lymfeklieren bemonstering;Lies lymfeklieren bemonstering;ingu ï nale lymfekliersampling
178390005;Strip craniectomy;strip craniectomy;strip craniectomy;strip crani ë ctomie
178391009;Cranial morcellization;Cranial morcellization;Cranial morcellization;superieur morcellization
178835005;Myeloscopy;Myeloscopy;Myeloscopy;myeloscopy
178986004;Chondrodiastasis;Chondrodiastasis;Chondrodiastasis;chondrodiastasis
178992005;Hemichondrodiatasis;Hemichondrodiatasis;Hemichondrodiatasis;hemichondrodiatasis
179003002;Saucerization of bone;Saucerization van het bot;Saucerization van het bot;saucerization bot
179990006;Replantation of thumb;Replantation van de duim;Replantation van de duim;duimre ï mplantatie
182618007;Rhythmic percussion;ritmische percussie;ritmische percussie;rhythmic percutoir
182627008;Aerotherapy;aero therapie;aero therapie;aerotherapy
182905001;Irwin myotomy;Irwin myotomie;Irwin myotomie;irwin spierincisie
183040005;Patient reassurance;pati ë nt geruststelling;pati ë nt geruststelling;pati reassurance
183041009;Parental reassurance;ouderlijke geruststelling;ouderlijke geruststelling;parentaal reassurance
183281008;Lip-reading training;Lip - reading training;Lip - reading training;#NAAM?
183340002;Patient higher education;Pati ë nt hoger onderwijs;Pati ë nt hoger onderwijs;pati higher ntenvoorlichting
183353004;Vocational resettlement;Vocational hervestiging;Vocational hervestiging;carri è re resettlement
183376001;Mobilizing;mobiliseren;mobiliseren;mobilizing
183403006;Samaritans advisory service;Samaritanen adviesdienst;Samaritanen adviesdienst;samaritans advisory service
183427008;Substitute mothering;Plaatsvervanger moederen;Plaatsvervanger moederen;substituut mothering
183430001;Holiday relief admission;Holiday opluchting toelating;Holiday opluchting toelating;holiday verlichting admission
183470008;Admit hematology emergency;Toegeven hematologie nood;Toegeven hematologie nood;admit hematology noodgeval
183474004;Admit psychogeriatric emergency;Toegeven psychogeriatrische nood;Toegeven psychogeriatrische nood;admit psychogeriatric noodgeval
183476002;Admit neurosurgical emergency;Toegeven neurochirurgische noodsituatie;Toegeven neurochirurgische noodsituatie;admit neurosurgical noodgeval
183477006;Admit cardiothoracic emergency;Toegeven cardiothoracale nood;Toegeven cardiothoracale nood;admit cardiothoracic noodgeval
183679003;Arrange care by neighbor;Schik zorg door buurman;Schik zorg door buurman;arrange indicatie voor neighbor
183822007;Refer for radioimmune assay;Raadpleeg voor radio - immuniteitsaktiviteit assay;Raadpleeg voor radio - immuniteitsaktiviteit assay;refer voor radioimmune -
184047000;Patient registration;pati ë ntenregistratie;pati ë ntenregistratie;pati registration
184171009;Patient deregistration;pati ë nt uitschrijving;pati ë nt uitschrijving;pati deregistration
184178003;Patient self-deregistration;De pati ë nt zelf - uitschrijving;De pati ë nt zelf - uitschrijving;pati zichzelf deregistration
184901006;Guttering of bone;Guttering van het bot;Guttering van het bot;guttering bot
184988003;Attend court for solicitor;Woon de rechtbank voor advocaat;Woon de rechtbank voor advocaat;attend court voor solicitor
185087000;Notifications;meldingen;Meldingen;notifications
185100004;Adverse drug reaction notif;Bijwerking kennisgeving;Bijwerking kennisgeving;geneesmiddelbijwerking notif
185499000;Expedite appointment;bespoedigen afspraak;bespoedigen afspraak;expedite appointment
196470000;Epley maneuver;Epley manoeuvre;Epley manoeuvre;epley manoeuvre
201456002;Cephalogram;cefalogram;cefalogram;cephalogram
223452003;Reminding;Het eraan herinneren;Het eraan herinneren;reminding
223457009;Providing material;Het verstrekken van materiaal;Het verstrekken van materiaal;providing materiaal
223458004;Informing;Informeren;Informeren;informing
223476006;Reassuring;geruststellend;geruststellend;reassuring
223482009;Discussion;Discussie;Discussie;discussion
223486007;Discussion about preferences;Discussie over voorkeuren;Discussie over voorkeuren;discussion voor preferences
223487003;Discussion about options;Discussie over opties;Discussie over opties;discussion voor options
223489000;Discussion about prospects;Discussie over de vooruitzichten;Discussie over de vooruitzichten;discussion voor prospects
223493006;Documenting observations;documenteren van observaties;documenteren van observaties;documenting waarnemingen
225064000;Heparinizing cannula;Heparinizing canule;Heparinizing canule;heparinizing canule
225070006;Giving antiseptic mouthwash;Het geven van antiseptische mondspoeling;Het geven van antiseptische mondspoeling;giving antiseptisch mouthwash
225071005;Giving analgesic mouthwash;Het geven van pijnstillende mondwater;Het geven van pijnstillende mondwater;giving analgetische mouthwash
225072003;Giving warm saline mouthwash;Het geven van warme zoutoplossing mondwater;Het geven van warme zoutoplossing mondwater;giving warme zoutoplossing mouthwash
225077009;Spigoting nasogastric tube;Spigoting neussonde;Spigoting neussonde;spigoting maagsonde
225080005;Spigoting urinary catheter;Spigoting blaaskatheter;Spigoting blaaskatheter;spigoting urinekatheter
225081009;Draining urinary catheter;Aftappen blaaskatheter;Aftappen blaaskatheter;draining urinekatheter
225100009;Replacing dentures;Vervangen van kunstgebitten;Vervangen van kunstgebitten;replacing kunstgebit
225182004;Changing stoma bag;Veranderende stomazakje;Veranderende stomazakje;changing stomazakje
225188000;Attaching stoma bag;Vastmaken stomazakje;Vastmaken stomazakje;attaching stomazakje
225221000;Praising;prijzend;prijzend;praising
225222007;Giving encouragement;Het geven van aanmoediging;Het geven van aanmoediging;giving encouragement
225223002;Motivating patient;motiveren pati ë nt;motiveren pati ë nt;motivating pati ë nt
225294001;Identifying goals;Het identificeren van doelen;Het identificeren van doelen;identifying goals
225303001;Evaluating interventions;Het evalueren van interventies;Het evalueren van interventies;evaluating interventies
225327004;Pre-termination counselling;Pre - be ë indiging begeleiding;Pre - be ë indiging begeleiding;pre ë indiging consultatie
225331005;Participative approach;participatieve aanpak;participatieve benadering;participative toegang
225347007;Empowerment;Empowerment;Zelfbeschikking;empowerment
225376005;Assessment how client sees himself or herself;Assessment hoe cli ë nt zichzelf ziet;Assessment hoe cli ë nt zichzelf ziet;evaluatie how non sees himself en herself
225617001;Soaking eye prosthesis;Soaking eye prothese;Soaking eye prothese;soaking kunstoog
225863005;Shadowing;schaduwing;Schaduw;shadowing
225947001;Providing sputum carton;Het verstrekken van sputum doos;Het verstrekken van sputum doos;providing expectoratie carton
225948006;Giving aperient;geven aperient;geven aperient;giving aperient
226003000;Maintaining patient's safety;Het handhaven van de veiligheid van de pati ë nt;Het handhaven van de veiligheid van de pati ë nt;behoud van pati ë nt safety
226027003;Conductive education;geleidende onderwijs;geleidende onderwijs;geleidings ntenvoorlichting
228547007;Reality orientation;Reality ori ë ntatie;Reality ori ë ntatie;reality ori ë ntatie
228563004;Simonton technique;Simonton techniek;Simonton techniek;simonton -
228565006;Imagery technique;Imagery techniek;Imagery techniek;imagery -
228567003;Benson technique;Benson techniek;Benson techniek;benson -
228568008;Whitchurch technique;Whitchurch techniek;Whitchurch techniek;whitchurch -
228571000;Disassociation technique;dissociatie techniek;dissociatie techniek;disassociation -
228575009;Reward technique;beloning techniek;beloning techniek;reward -
228577001;Role modelling technique;Rolmodellen techniek;Rolmodellen techniek;role modelling -
228578006;Chaining technique;chaining techniek;chaining techniek;chaining -
228579003;Backward chaining technique;Backward chaining techniek;Backward chaining techniek;backward chaining -
228586006;Improvization technique;improvisatie techniek;improvisatie techniek;improvization -
228594004;Adaptive and compensatory techniques;Adaptieve en compenserende technieken;Adaptieve en compenserende technieken;aanpassings en compensatoire techniques
228599009;Provision of brace;Verstrekking van brace;Verstrekking van brace;provision , brace
228662001;Betatron X-ray therapy;Betatron X - ray - therapie;Betatron X - ray - therapie;betatron r ö ntgentherapie
228663006;Microtron X-ray therapy;Microtron X - ray - therapie;Microtron X - ray - therapie;microtron r ö ntgentherapie
228672003;Microtron electron teletherapy;Microtron elektron teletherapie;Microtron elektron teletherapie;microtron elektron teletherapy
228724008;Calculation of teletherapy parameters;Berekening van parameters teletherapie;Berekening van parameters teletherapie;calculation , teletherapy parameters
229066005;Proprioceptive exercises;proprioceptieve oefeningen;proprioceptieve oefeningen;proprioceptive inspanningstherapie
229074006;Exercise circuits;oefening circuits;oefening circuits;inspanningsge circuits
229079001;McKenzie exercises;McKenzie oefeningen;McKenzie oefeningen;mckenzie inspanningstherapie
229080003;Exercise regime;oefening regime;oefening regime;inspanningsge ntgerichte
229081004;Belfast regime;Belfast regime;Belfast regime;belfast ntgerichte
229082006;Buergers exercises;Buergers oefeningen;Buergers oefeningen;buergers inspanningstherapie
229083001;Cooksey Cawthorne exercises;Cooksey Cawthorne oefeningen;Cooksey Cawthorne oefeningen;cooksey cawthorne inspanningstherapie
229084007;Crozier conditional exercises;Crozier conditionele oefeningen;Crozier conditionele oefeningen;crozier conditional inspanningstherapie
229085008;Duran regime;Duran regime;Duran regime;duran ntgerichte
229086009;Frenkels exercises;Frenkels oefeningen;Frenkels oefeningen;frenkels inspanningstherapie
229087000;Klapps crawls exercises;Klapps kruipt oefeningen;Klapps kruipt oefeningen;klapps crawls inspanningstherapie
229088005;Kleinert regime;Kleinert regime;Kleinert regime;kleinert ntgerichte
229089002;Knights regime;Knights regime;Knights regime;knights ntgerichte
229090006;McConnells exercises;McConnells oefeningen;McConnells oefeningen;mcconnells inspanningstherapie
229091005;McQueen exercises;McQueen oefeningen;McQueen oefeningen;mcqueen inspanningstherapie
229093008;Zinovieff exercises;Zinovieff oefeningen;Zinovieff oefeningen;zinovieff inspanningstherapie
229115003;Bench press;bankdrukken;Bankdrukken;bench press
229121004;Gripping exercises;Grijpen oefeningen;Grijpen oefeningen;gripping inspanningstherapie
229128005;Blowing exercises;blazen oefeningen;blazen oefeningen;blowing inspanningstherapie
229130007;Frowning exercises;fronsen oefeningen;fronsen oefeningen;frowning inspanningstherapie
229162005;Lumbrical exercises;lumbricale oefeningen;lumbricale oefeningen;lumbrical inspanningstherapie
229172008;Direction changing;richtingsveranderingsgeleiding;richtingsveranderingsgeleiding;direction changing
229197007;Aquaerobic exercises;aquaerobic oefeningen;aquaerobic oefeningen;aquaerobic inspanningstherapie
229240002;Rhythmical bouncing;ritmisch stuiterende;ritmisch stuiterende;jerk bouncing
229242005;Reflex inhibiting patterning;Reflex remmende patroonvorming;Reflex remmende patroonvorming;reflectoir inhibiting patterning
229270007;Orthofunction technique;Orthofunction techniek;Orthofunction techniek;orthofunction -
229272004;Proprioceptive neuromuscular facilitation technique;Proprioceptieve neuromusculaire facilitatie techniek;Proprioceptieve neuromusculaire facilitatie techniek;proprioceptive neuromusculair facilitation -
229302002;Ultrasonic humidification;ultrasone bevochtiging;ultrasone bevochtiging;ultrasound humidification
229303007;Humidifying inhalation therapy;Bevochtigen inhalatietherapie;Bevochtigen inhalatietherapie;humidifying inhalatietherapie
229305000;Menthol inhalations;menthol inhalaties;menthol inhalaties;menthol inhalations
229313004;Manual hyperinflation;Manual hyperinflatie;Manual hyperinflatie;manueel hyperinflation
229486003;Stroking massage;strelen massage;strelen massage;stroking massage
229490001;Petrissage;petrissage;petrissage;petrissage
229494005;Physiotherapeutic frictions;fysiotherapeutische fricties;fysiotherapeutische fricties;physiotherapeutic frictions
229495006;Transverse frictions;dwarse fricties;dwarse fricties;transversaal frictions
229549002;Lively splinting;Lively spalken;Lively spalken;lively spalkaanbrenging
229569007;Thermal techniques;thermische technieken;thermische technieken;thermale techniques
231092008;Acabani;Acabani;Acabani;acabani
231096006;Ryodoraku;Ryodoraku;Ryodoraku;ryodoraku
231097002;Cupping;cupping;cupping;cupping
231287002;Infiltrations;infiltraties;infiltraties;infiltrations
231362007;Neurolytic techniques;neurolytische technieken;neurolytische technieken;neurolytisch techniques
231562008;Bicoronal browlift;bicoronal wenkbrauwlift;bicoronal wenkbrauwlift;bicoronal wenkbrauwlift
231662000;Lateral rectus disinsertion;Laterale rectus disinsertion;Laterale rectus disinsertion;vie disinsertion
231663005;Lateral rectus superoplacement;Laterale rectus superoplacement;Laterale rectus superoplacement;vie superoplacement
231664004;Lateral rectus inferoplacement;Laterale rectus inferoplacement;Laterale rectus inferoplacement;vie inferoplacement
231666002;Lateral rectus Faden;Laterale rectus Faden;Laterale rectus Faden;vie faden
231689005;Superior oblique Faden;Superior schuine Faden;Superior schuine Faden;4e faden
231694005;Inferior oblique disinsertion;Inferior schuine disinsertion;Inferior schuine disinsertion;inferior disinsertion
231698008;Inferior oblique Faden;Inferior schuine Faden;Inferior schuine Faden;inferior faden
232162004;Mustarde pinnaplasty;Mustarde pinnaplasty;Mustarde pinnaplasty;mustard ? otoplastie
232173006;Mastoid operations;mastoid operaties;mastoid operaties;masto ï doperatie
232505005;Transorbital ethmoidectomy;Transorbital ethmoidectomy;Transorbital ethmoidectomy;transorbital ethmoidectomie
232509004;Intranasal frontoethmoidectomy;intranasale frontoethmoidectomy;intranasale frontoethmoidectomy;transnasale fronto - ethmo ï dectomie
232517007;Diagnostic nasendoscopy;Diagnostic nasendoscopy;Diagnostic nasendoscopy;diagnostisch nasendoscopy
232532000;Hyoid bone expansion;Tongbeen expansie;Tongbeen expansie;hyo expansion
232533005;Hyoid bone suspension;Tongbeen schorsing;Tongbeen schorsing;hyo ï dophanging
232534004;Geniotubercle advancement;Geniotubercle vooruitgang;Geniotubercle vooruitgang;geniotubercle distalisatie
232547009;Laryngotracheoplasty;Laryngotracheoplasty;Laryngotracheoplasty;laryngotracheoplasty
232553009;Arytenoidectomy;Arytenoidectomy;arytaenodectomie;aryteno ï dectomie
232690004;Percutaneous dilatational cricothyroidotomy;Percutane dilatational cricothyroidotomy;Percutane dilatational cricothyroidotomy;nefroscopische dilatational cricothyroidotomy
233563006;Hypertransfusion;Hypertransfusion;Hypertransfusion;hypertransfusion
233594006;Lipopheresis;Lipopheresis;Lipopheresis;lipopheresis
234251008;Ilioinguinofemoral lymphadenectomy;Ilioinguinofemoral lymphadenectomy;Ilioinguinofemoral lymphadenectomy;ilioingu ï nofemorale lymfadenectomie
234252001;Inguinofemoral lymphadenectomy;Inguinofemoral lymphadenectomy;Inguinofemoral lymphadenectomy;ingu ï nofemorale lymfadenectomie
234660007;Transeptal alveolotomy;transeptale alveolotomy;transeptale alveolotomy;transeptal alveolotomie
234704007;Pulpotomy - devitalizing;Pulpotomy - devitalizing;Pulpotomy - devitalizing;pulpotomy - devitalizing
235287009;Transmesenteric plication;Transmesenteric sing;Transmesenteric sing;transmesenteric plicatuur
235320006;Transverse taeniamyotomy;dwarse taeniamyotomy;dwarse taeniamyotomy;transversaal taeniamyotomy
235373006;Sacroperineal pull-through;Sacroperineal doortrekmodel;Sacroperineal doortrekmodel;sacroperineal pullthrough
235389009;Open hemorrhoidectomy;Open hemorrhoidectomy;Open hemorrhoidectomy;open hemorro ï dectomie
235390000;Closed hemorrhoidectomy;gesloten hemorrhoidectomy;gesloten hemorrhoidectomy;gesloten hemorro ï dectomie
235391001;Submucosal hemorrhoidectomy;submucosale hemorrhoidectomy;submucosale hemorrhoidectomy;submucosale hemorro ï dectomie
235466002;Supraradical pancreatectomy;Supraradical pancreatectomy;Supraradical pancreatectomy;supraradical pancreatectomie
236294000;Diagnostic meatourethroscopy;Diagnostic meatourethroscopy;Diagnostic meatourethroscopy;diagnostisch meatourethroscopy
236347006;Hydrocele operation;hydrocele operatie;hydrocele operatie;hydrok è leoperatie
236943001;Microcolpohysteroscopy;Microcolpohysteroscopy;Microcolpohysteroscopy;microcolpohysteroscopy
236956008;Amnioinfusion;Amnioinfusion;Amnioinfusion;amnioinfusion
236971007;Stabilizing induction;stabiliserende inductie;stabiliserende inductie;stabilizing inductie
237478002;Sublabial hypophysectomy;Sublabial hypofysectomie;Sublabial hypofysectomie;sublabial hypofysectomie
237485003;Chiasmopexy;Chiasmopexy;Chiasmopexy;chiasmopexy
239335001;Sutural craniectomy;sutural craniectomy;sutural craniectomy;wormian crani ë ctomie
239368008;Orthognathic surgery on photographs;Orthognathic chirurgie op foto;Orthognathic chirurgie op foto;orthognathic ingrepen op photographs
241032008;Stereographic radiography;stereographic radiografie;stereographic radiografie;stereographic r ö ntgenfoto
241034009;Skull vault X-ray;Schedel vault X - ray;Schedel vault X - ray;schedelmisvorming gewelf ö ntgenfoto
241040002;Cephalometry X-ray;Cephalometry X - ray;Cephalometry X - ray;cefalometrie ö ntgenfoto
241041003;Morphanalysis;Morphanalysis;Morphanalysis;morphanalysis
241057003;Mammogram coned;mammogram coned;mammogram coned;mammogram coned
241058008;Mammogram magnification;mammogram vergroting;mammogram vergroting;mammogram magnification
241063007;Bicipital groove X-ray;Bicipital groove X - ray;Bicipital groove X - ray;bicipitale groeve ö ntgenfoto
241071006;Scaphoid X-ray;Scafo ï d X - ray;Scafo ï d X - ray;scaphoid ö ntgenfoto
241072004;Carpal tunnel X-ray;Carpaal tunnel X - ray;Carpaal tunnel X - ray;carpaaltunnel ö ntgenfoto
241073009;Metacarpal X-ray;Middenhandsbeentje X - ray;Middenhandsbeentje X - ray;metacarpale ö ntgenfoto
241074003;Thumb X-ray;Thumb X - ray;Thumb X - ray;duimgewricht ö ntgenfoto
241075002;Femur X-ray;Dijbeen X - ray;Dijbeen X - ray;femur ö ntgenfoto
241079008;Metatarsal X-ray;Middenvoetsbeentje X - ray;Middenvoetsbeentje X - ray;metatarsalis ö ntgenfoto
241081005;Hindfoot X-ray;Achtervoet X - ray;Achtervoet X - ray;achtervoet ö ntgenfoto
