SNOMED conceptID;SNOMED term
273990004;Electrocoagulation of brain	
273991000;Lobotomy of brain	
273993002;Meninges operation	
273995009;Primary excision thoracic intervertebral disc	
273996005;Revisn excision thoracic intervertebral disc	
273996005;Revision excision thoracic intervertebral disc	
273998006;Spinal drainage by thecal shunt	
273999003;Neuroplasty	
274000001;Decompression of ulnar nerve	
274005006;Excision of aberrant thyroid tissue	
274007003;Chalazion drainage	
274008008;Drainage of hordeolum	
274009000;Tarsectomy	
274010005;Myotomy of external ocular muscle	
274010005;Extraocular muscle myotomy	
274015000;Tympanic membrane operation	
274016004;Stapes operation	
274018003;Glossoplasty	
274020000;Epiglottic lesion excision	
274021001;Embolectomy operation	
274022008;Repair of coarctation of aorta	
274023003;Varicose vein operation	
274024009;Aneurysm clipping	
274025005;Colonic polypectomy	
274026006;Gastrointestinal anastomosis procedure	
274027002;Bowel stoma operation	
274029004;Rectum incision / excision	
274030009;Proctostomy operations	
274030009;Proctostomy operation	
274031008;Rectal polypectomy	
274032001;Biliary excision / repair	
274033006;Inguinal or femoral herniorrhaphy	
274035004;Urinary calculus removal	
274037007;Transurethral resection of bladder papilloma	
274038002;Repair of hydrocele	
274040007;Hypospadias repair	
274042004;Transvaginal removal of coil	
274044003;Colpotomy	
274046001;Excision of vulval polyp	
274047005;Reduction of fracture of orbital bones	
274050008;Osteotomy for hallux valgus	
274051007;Surgical # reduction	
274051007;Surgical reduction of fracture	
274052000;Surgical dislocation reduction	
274053005;Condylectomy	
274056002;Arthrodesis of knee	
274057006;Arthroplasty (excluding hip)	
274059009;Hand tendon operation	
274061000;Hand tendon release	
274065009;Prosthetic limb replacement	
274066005;Subcutaneous tissue operation	
274067001;Incision of pilonidal sinus	
274068006;Excision of lipoma	
274069003;Excision intradermal nevus	
274069003;Excision of intradermal nevus	
274071003;Diathermy - surgical	
274074006;Ionization operation	
274075007;Optional surgery	
274076008;Ritual surgery	
274099007;Excisional biopsy of patella	
274130007;Emergency cesarian section	
274130007;Emergency cesarean section	
274132004;Closed reduction of fracture of tarsals and metatarsals with internal fixation	
274206002;Exploration of epididymis with biopsy	
274295008;Anal examination	
274310001;Sensory mapping	
274311002;Bladder catheter - diagnostic	
274312009;Non-surgical biopsy	
274314005;Percutaneous needle biopsy	
274315006;Biopsy by superficial smear	
274316007;Non-surgical eye biopsy	
274317003;Laryngoscopic biopsy larynx	
274318008;Bronchoscopy and biopsy of bronchus	
274319000;Needle biopsy of lung	
274320006;Non-surgical pleural biopsy	
274322003;Crosbie duodenal biopsy	
274323008;Colon biopsy:endoscopic	
274323008;Endoscopic biopsy of colon	
274324002;Endoscopic rectum biopsy	
274324002;Endoscopic biopsy of rectum	
274325001;Percutaneous liver biopsy	
274326000;Percutaneous renal needle biopsy	
274327009;Non-surgical testis biopsy	
274328004;Skin scraping biopsy	
274330002;Surgical biopsy	
274331003;Breast - surgical biopsy	
274331003;Surgical biopsy of breast	
274332005;Muscle -surgical biopsy	
274332005;Surgical biopsy of muscle	
274333000;Bone - surgical biopsy	
274333000;Surgical biopsy of bone	
274334006;Joint - surgical biopsy	
274334006;Surgical biopsy of joint	
274335007;Surgical biopsy - nervous system	
274335007;Surgical biopsy of nervous system	
274336008;Eye - surgical biopsy	
274336008;Surgical biopsy of eye	
274337004;Surgical biopsy - cornea	
274337004;Surgical biopsy of cornea	
274338009;Ear - surgical biopsy	
274338009;Surgical biopsy of ear	
274339001;Nose - surgical biopsy	
274339001;Surgical biopsy of nose	
274340004;Oral - surgical biopsy	
274340004;Surgical biopsy of oral structure	
274341000;Lip - surgical biopsy	
274341000;Surgical biopsy of lip	
274342007;Tongue -surgical biopsy	
274342007;Surgical biopsy of tongue	
274343002;Salivary surgical biopsy	
274344008;Palate -surgical biopsy	
274344008;Surgical biopsy of palate	
274345009;Uvula - surgical biopsy	
274345009;Surgical biopsy of uvula	
274346005;Surgical biopsy - tonsil	
274346005;Surgical biopsy of tonsil	
274347001;Pharynx-surgical biopsy	
274347001;Surgical biopsy of pharynx	
274348006;Surgical biopsy of intestine	
274349003;Surgical biopsy - esophagus	
274349003;Surgical biopsy of esophagus	
274350003;Gastric surgical biopsy	
274351004;Colon: surgical biopsy	
274351004;Surgical biopsy of colon	
274352006;Rectum: surgical biopsy	
274352006;Surgical biopsy of rectum	
274353001;Anal surgical biopsy	
274354007;Surgical biopsy - pancreas	
274354007;Surgical biopsy of pancreas	
274355008;Liver: surgical biopsy	
274355008;Surgical biopsy of liver	
274356009;Surgical biopsy of biliary system	
274357000;Surgical biopsy - urinary tract	
274357000;Surgical biopsy of urinary tract	
274358005;Kidney: surgical biopsy	
274358005;Surgical biopsy of kidney	
274359002;Ureter: surgical biopsy	
274359002;Surgical biopsy of ureter	
274360007;Bladder:surgical biopsy	
274360007;Surgical biopsy of bladder	
274361006;Urethra: surgical biopsy	
274361006;Surgical biopsy of urethra	
274362004;Surgical biopsy - prostate	
274362004;Surgical biopsy of prostate	
274363009;Testis: surgical biopsy	
274363009;Surgical biopsy of testis	
274364003;Penis: surgical biopsy	
274364003;Surgical biopsy of penis	
274365002;Ovary: surgical biopsy	
274365002;Surgical biopsy of ovary	
274366001;Cervix: surgical biopsy	
274366001;Surgical biopsy of cervix	
274367005;Vagina: surgical biopsy	
274367005;Surgical biopsy of vagina	
274368000;Vulva: surgical biopsy	
274368000;Surgical biopsy of vulva	
274369008;Endocrine surgical biopsy	
274370009;Thyroid:surgical biopsy	
274370009;Surgical biopsy of thyroid	
274371008;Biopsy of adrenal gland	
274372001;Surgical biopsy of lymph node	
274373006;Biopsy of artery	
274376003;Esophagoscopy - direct	
274377007;Esophagoscopy - stomal	
274378002;Gastroscopy - direct	
274379005;Intestinal scope-stomal	
274380008;Urinary endoscopy	
274382000;Operative enteroscopy	
274383005;Aspiration - diagnostic	
274384004;Diagnostic aspiration of liver abscess	
274385003;Diagnostic kidney aspiration	
274386002;Diagnostic aspiration of spermatocele	
274387006;Diagnostic aspiration of breast	
274388001;Cyst - diagnostic aspiration	
274389009;Ovary -diagn.aspiration	
274389009;Diagnostic aspiration of ovary	
274391001;Joint -diag.aspiration	
274391001;Diagnostic aspiration of joint	
274404002;Contrast radiography of larynx	
274405001;Contrast radiography of trachea	
274407009;Intrauterine device check	
274410002;Dental referral - child	
274412005;Eye disorder screening	
274413000;Endoscopy-remove object	
274414006;Laryngoscopy to remove object	
274415007;Lymphatics and lymph gland imaging	
274416008;Tracheoscopy to remove object	
274419001;Gastroscopy to remove object	
274420007;Cystoscopy to remove object	
274423009;Drainage of bladder	
274425002;Therapeutic aspiration - cyst	
274426001;Therapeutic aspiration - joint	
274427005;Therapeutic bursa aspiration	
274428000;Therapeutic aspiration of kidney	
274429008;Therapeutic aspiration - bladder	
274431004;Therapeutic aspiration of spermatocele	
274432006;Ovary - therap. asp.	
274432006;Therapeutic aspiration of ovary	
274434007;Lung - therap. asp.	
274434007;Therapeutic aspiration of lung	
274436009;Syringing to evacuate	
274437000;Insufflation to evacuate	
274438005;Irrigation to evacuate	
274440000;Drainage to evacuate	
274441001;Suction drainage	
274442008;Skin blemish removal	
274444009;Supernumerary digit ligation	
274446006;Renal lithotripsy	
274447002;Ureteric lithotripsy	
274448007;Biliary lithotripsy	
274449004;Dislocation reduction - upper limb	
274450004;Dislocated shoulder reduction	
274451000;Dislocated finger reduction	
274452007;Dislocated thumb reduction	
274453002;Dislocation reduction - lower limb	
274453002;Reduction of dislocation of lower limb	
274456005;Dislocated patella reduction	
274456005;Reduction of dislocation of patella	
274457001;Dislocated ankle reduction	
274457001;Reduction of dislocation of ankle	
274458006;Dislocated foot reduction	
274458006;Reduction of dislocation of foot	
274460008;Dislocated spine reduction	
274461007;Nasal disloc. reduce	
274461007;Reduction of nasal dislocation	
274463005;Forcible deformity correction	
274464004;Turbinate infraction	
274465003;Nasal bone infraction	
274466002;Limb - forced extension	
274467006;Joint adhesion rupture	
274468001;Tendon stretching	
274469009;Fascia stretching	
274470005;Manipulation under anesthesia	
274471009;Dilatation - gastrointestinal tract	
274472002;Endoscopic gastrointestinal tract dilatation	
274473007;Fetal manipulation	
274474001;Bone immobilization	
274475000;Pneumatic splinting	
274476004;Urethral splinting	
274478003;Bone nailing	
274479006;Fixation/support removal	
274480009;Cast removal	
274481008;Mold removal	
274482001;Support removal	
274483006;Brace removal	
274485004;Halo skull traction	
274486003;Cervical collar neck traction	
274488002;Fracture - traction	
274491002;Nasal packing -hemorr.control	
274491002;Nasal packing for control of hemorrhage	
274492009;Pack to control vaginal bleed.	
274492009;Insertion of pack to control vaginal bleeding	
274493004;Endoscopic manipulation	
274495006;Golfer's elbow injection	
274496007;Tennis elbow injection	
274497003;Nerve injection	
274498008;Subcutaneous injection for local action	
274501008;Serum transfusion	
274502001;Antihemophilic factor transfusion	
274503006;Cut-down venous cannulation	
274504000;Umbilical vessel catheterization	
274505004;Cut-down infusion	
274506003;Operative local anesthesia	
274507007;Operative general anesthesia	
274508002;Postoperative hemorrhage control	
274509005;Dental extraction hemorrhage control	
274510000;Prostate h'ge control	
274510000;Control of hemorrhage of prostate	
274511001;Uterus h'ge control	
274511001;Control of hemorrhage of uterus	
274785000;Examination of blood pressure	
274786004;Examination of cranial nerve	
274787008;Examination of gait	
274788003;Examination of gingivae	
274789006;Examination of hand	
274790002;Examination of joint movement	
274791003;Examination of lower limb	
274792005;Examination of lips	
274793000;Examination of muscle power	
274794006;Examination of nose	
274795007;Examination of optic disc	
274796008;Examination of pain sensation	
274797004;Examination of pulse	
274798009;Examination of retina	
274799001;Examination of salivary gland	
274801003;Examination of thyroid gland	
274802005;Examination of tongue	
274803000;Examination of tympanic membrane	
274804006;Examination of uterine fundus size	
274804006;Evaluation of uterine fundal height	
274805007;Examination of vulva	
274937009;Botulinum toxin injection into eyelid	
274938004;Cryocautery to internal nose	
274939007;Manual dilatation of colostomy	
274940009;Drainage of lesion of spleen	
274941008;Male epispadias repair	
274942001;Biopsy of vulva	
274943006;Examination of female genital tract under anesthetic	
274955000;Primary repair of inguinal hernia using sutures	
274957008;Radical mastectomy including axillary lymph nodes	
274958003;Clagett closure of fenestration of chest	
274959006;Morison omentopexy	
274960001;Talma omentopexy	
274961002;Release of fascia of abdomen	
274963004;Zancolli transfer of biceps brachii tendon	
274964005;Zancolli reconstruction stage 1	
274965006;Zancolli reconstruction stage 2	
274966007;Correction of nasal tip with cartilage graft	
274967003;Correction of nasal tip with cartilage relocation	
274968008;Howarth's operation	
274969000;Anterior tracheostomy	
274970004;Lateral tracheostomy	
274972007;Dilatation of cervix and curettage of retained products of conception	
274973002;Dilation of cervix uteri and curettage for termination of pregnancy	
274974008;Endoscopic endometrial polypectomy	
274975009;Open bilateral ringing of fallopian tubes	
274979003;Open ringing of right fallopian tube	
274980000;Open ringing of left fallopian tube	
274983003;Division of uteropelvic ligament	
274986006;Fixation of bone fragment using Kirschner wire	
274987002;Adjustment to Kirschner wire	
274993005;Lateral release of contracture of knee joint	
274994004;Nashold needling of substantia gelatinosa of cervical cord	
274995003;Sistrunk operation for thyroglossal cyst	
274996002;Electrolysis of eyelash	
275001008;Myringotomy and insertion of long-term ventilation tube	
275002001;Removal of grommet from tympanic membrane	
275002001;Removal of tympanic ventilation tube from tympanic membrane	
275006003;Superficial parotidectomy	
275007007;Ivor Lewis partial esophagogastrectomy	
275010000;Drainage of pericolonic tissue	
275011001;Ripstein fixation of rectum using teflon mesh	
275012008;Peranal excision of rectal polyp	
275013003;Peranal destruction of rectal polyp	
275014009;Soave endorectal pull-through operation for Hirschsprung's disease	
275015005;Swenson Hirschsprung proctect	
275016006;Duhamel Hirschsprung abdoperin	
275017002;Duhamel removal of colorectal septum	
275018007;Anal fistula operations	
275018007;Anal fistula operation	
275019004;Roux-en-Y cholecystojejunostomy	
275023007;Pancreas endoscopic operations	
275023007;Pancreas endoscopic operation	
275024001;Supraduodenal choledochotomy	
275027008;Open drainage of cyst of pancreas	
275028003;Heart atria and ventricle operations	
275029006;Therapeutic transluminal heart septostomy	
275030001;Ball valve mitral valve replacement	
275031002;Disc valve mitral valve replacement	
275032009;Single leaflet mitral valve replacement	
275033004;Bileaflet mitral valve replacement	
275035006;Heart valve replacement - prosthesis	
275037003;Y graft abdominal Aortic aneurysm	
275038008;Dacron aortofemoral Y graft	
275039000;Dacron aortoiliac Y graft	
275040003;Emergency femorofemoral prosthetic crossover graft	
275041004;Endarterectomy and patch repair of common iliac artery	
275045008;Transluminal operations on common iliac artery	
275051003;Reconstruction of popliteal artery	
275052005;Reconstruction of deep femoral artery	
275053000;Reconstruction of common femoral artery	
275054006;Reconstruction of femoral artery	
275059001;Transluminal procedure on superficial femoral artery	
275060006;Transluminal procedure on common femoral artery	
275061005;Transluminal procedure on deep femoral artery	
275062003;Transluminal procedure on popliteal artery	
275063008;Transluminal procedure on femoral artery	
275064002;Endarterectomy and repair	
275065001;Percutaneous transluminal dilation of artery using Grunzig catheter	
275066000;Open insertion of Hickman central venous catheter	
275067009;Open insertion of Broviac central venous catheter	
275069007;Maintenance of drainage tube of kidney	
275072000;Bladder outlet operations	
275073005;Revision of prosthetic collar around female bladder neck	
275074004;Renewal of prosthetic collar around female bladder neck	
275075003;Renewal of artificial bladder neck sphincter in female	
275076002;Revision of artificial bladder neck sphincter in female	
275077006;Revision of prosthetic collar around male bladder neck	
275078001;Revision of artificial urinary sphincter around male bladder neck or sphincter	
275081006;Franzen needle aspiration of prostate	
275082004;Pack to control postpartum hemorrhage	
275084003;Hair bearing graft of skin to scalp for male pattern baldness	
275085002;Free skin graft to head or neck	
275087005;Drainage of abscess of head or neck	
275088000;Drainage of boil of skin of head or neck	
275089008;Incision of boil of skin of head or neck	
275090004;Removal of toenail	
275093002;Internal fixation of fracture of spine	
275094008;Closed reduction of fracture of foot with internal fixation	
275095009;Syme through ankle amputation	
275098006;Primary correction of clubfoot	
275145005;Reconstruction of superficial femoral artery	
275146006;Refashioning of ingrowing toenail	
275148007;External electrode cardioversion	
275151000;S+P - Syringe and probe nasolacrimal duct	
275155009;Kidney biopsy - needle	
275155009;Needle biopsy of kidney	
275156005;Putti Platt anterior stabilization of shoulder joint	
275157001;Bankart anterior stabilization of shoulder joint	
275159003;Spleen biopsy: needle	
275159003;Needle biopsy of spleen	
275161007;Hordeolum removal	
275162000;Hofmeister valved gastrectomy	
275163005;Examination of pharynx under anesthetic	
275164004;Examination under anesthetic of postnasal space	
275166002;Evacuation of uterus	
275168001;Neville-Barnes forceps delivery	
275169009;Simpson's forceps delivery	
275172002;Curettage and cauterization of skin wart	
275175000;Exploration of skin wound or burn	
275176004;MUA - Manipulation under anesthetic of fractured nasal bones	
275176004;Manipulation under anesthetic of fractured nasal bones	
275177008;Forefoot arthroplasty	
275179006;Menghini needle biopsy of liver	
275181008;Insertion of skin expander into subcutaneous tissue of breast	
275186003;Myringoplasty using non-biological tissue	
275187007;Myringoplasty using fat	
275188002;Myringoplasty using gelatin	
275189005;Repair of nasopharynx	
275191002;Open biopsy of lesion of postnasal space	
275192009;Resection of mediastinal lesion	
275193004;Bx - Biopsy of mediastinal lesion	
275193004;Biopsy of lesion of mediastinum	
275194005;Bancroft partial gastrectomy and esophagogastrostomy	
275196007;Ramstedt operation	
275197003;Manual procedures on rectum	
275199000;Ball valve aortic valve replacement	
275200002;Disc valve aortic valve replacement	
275201003;Single leaflet aortic valve replacement	
275202005;Bileaflet aortic valve replacement	
275203000;Ball valve tricuspid valve replacement	
275204006;Disc valve tricuspid valve replacement	
275205007;Single leaflet tricuspid valve replacement	
275206008;Bileaflet tricuspid valve replacement	
275207004;Ball valve pulmonary valve replacement	
275209001;Disc valve pulmonary valve replacement	
275210006;Single leaflet pulmonary valve replacement	
275211005;Bileaflet pulmonary valve replacement	
275212003;Heart valvuloplasty	
275215001;LIMA single anastomosis	
275215001;Left internal mammary artery single anastomosis	
275216000;RIMA single anastomosis	
275216000;Right internal mammary artery (RIMA) single anastomosis	
275216000;Right internal mammary artery single anastomosis	
275217009;Ligation of sinus of Valsalva fistula	
275218004;Pyeloscopy	
275219007;Duckett hypospadias repair	
275220001;Asopa hypospadias repair	
275221002;Harris hypospadias repair	
275222009;Transcervical sampling of chorionic villus	
275223004;Transabdominal chorionic villus biopsy	
275227003;Myocardial revascularization	
275228008;Clipping of vein	
275230005;Repair of duodenum	
275231009;Incision and drainage of anorectal abscess	
275232002;Benchekroun construction of continent urinary reservoir	
275233007;Mitrofanoff construction of continent urinary reservoir	
275234001;Male castration	
275235000;Incision and drainage of breast abscess	
275236004;Incision and drainage of breast hematoma	
275237008;Incision and drainage of breast seroma	
275238003;Bassini repair of inguinal hernia	
275239006;Shouldice repair of inguinal hernia	
275240008;Lichtenstien repair of inguinal hernia	
275240008;Lichtenstein repair of inguinal hernia	
275241007;Halsted repair of inguinal hernia	
275242000;Lotheissen repair of femoral hernia	
275243005;McEvedy repair of femoral hernia	
275244004;Tru cut biopsy of lesion of abdominal wall	
275244004;Trucut biopsy of lesion of abdominal wall	
275244004;Tru-cut biopsy of lesion of abdominal wall	
275245003;Tru cut biopsy of lesion of peritoneal cavity	
275245003;Tru-cut biopsy of lesion of peritoneal cavity	
275247006;Keller's excision arthroplasty	
275248001;Mayo excision arthroplasty	
275249009;Correction of scoliosis	
275251008;Diagnostic endoscopic examination of colon using fiberoptic sigmoidoscope	
275252001;LIMA sequential anastomosis	
275252001;Left internal mammary artery (LIMA) sequential anastomosis	
275252001;Left internal mammary artery sequential anastomosis	
275253006;RIMA sequential anastomosis	
275253006;Right internal mammary artery (RIMA) sequential anastomosis	
275253006;Right internal mammary artery sequential anastomosis	
275254000;Open embolectomy of common iliac artery	
275255004;Emergency replacement of aneurysmal femoral or popliteal artery by anastomosis	
275294003;Blood volume estimation	
275304009;Ferning - cervical test	
275305005;Antenatal / Postnatal care	
275607008;Temporary resident registrat.	
275607008;Temporary resident registration	
275608003;Emergency treatment registration	
275640004;Refer to pathology laboratory	
275641000;Arrange care by others	
275648006;Refer for medical physics	
275674000;Pre-employment examin./reports	
275682000;Adoption - adult applicant examination	
275683005;BAAF Adult 1/2 - Adult adoption examination	
275683005;British Association for Adoption and Fostering (BAAF) Adult 1/2 - Adult adoption examination	
275683005;British Association for Adoption and Fostering Adult 1/2 - Adult adoption examination	
275693003;Letter from consultant	
275707000;Serum blood tests	
275711006;Serum chemistry test	
275712004;Human corticotrophin releasing hormone test	
275713009;Ovine corticotrophin releasing hormone test	
275714003;Urine dipstick for hemoglobin	
275716001;Mycology	
275721003;Bacteriology - general	
275738004;ASO titer test	
275738004;Antistreptolysin-O (ASO) titer test	
275738004;Antistreptolysin-O titer test	
275740009;Serum uric acid measurement	
275754001;Sensitivity-bacteriology test	
275755000;VDRL titer measurement	
275755000;Venereal Disease Research Laboratory (VDRL) titer measurement	
275755000;Venereal Disease Research Laboratory titer measurement	
275756004;T3 uptake test	
275759006;Serum ferritin/TIBC measurement	
275759006;Serum ferritin/Total iron binding capacity measurement	
275760001;Adrenal hormone - serum measurement	
275761002;Pituitary hormone - serum measurement	
275769000;Measurement of urine testosterone titer	
275770004;Urine cortisol titer measurement	
275806002;Hb estimation	
275810004;BM stix glucose measurement	
275811000;Diaphragm fit	
275812007;Diaphragm check	
275817001;Femorals - child examination	
275821008;Referral of child	
275823006;Isolation nursing	
275824000;Pest control	
275826003;Preventing injury	
275827007;Maintaining asepsis	
275828002;Preventing infection of immunocompromized patient	
275828002;Preventing infection of immunocompromised patient	
275829005;Reverse isolation	
275830000;Reverse barrier nursing	
275833003;Alpha-fetoprotein test - antenatal	
275834009;Double test	
275835005;Triple test	
275836006;Child examination: head	
275837002;Child examination: limbs	
275838007;Child examination: motor	
275839004;Child examination: sphincter	
275840002;Preventing spread of infection	
275841003;Pre-school diphtheria and tetanus double vaccination	
275843000;Weil's disease prophylaxis	
275844006;Gamma globulin administration	
275845007;Inoculating against infection	
275847004;Hepatitis notification	
275849001;Infective hepatitis immunization	
275902004;Rheumatoid arthritis monitoring	
275908000;Asthma monitoring	
275914007;Chronic respiratory disease monitoring	
275920008;Arthritis monitoring	
275922000;Pregnancy vitamin/iron prophylaxis	
275926002;Screening - health check	
275931000;Aspirin prophylaxis - IHD	
275931000;Aspirin prophylaxis for ischemic heart disease	
275933002;Vitamin prophylaxis	
275944005;Hypertension monitoring	
275972003;Cholesterol screening	
275976000;Developmental handicap screening	
275977009;Guthrie test	
275978004;Colon neoplasm screening	
275978004;Screening for malignant neoplasm of colon	
275979007;Rectal neoplasm screening	
275979007;Screening for malignant neoplasm of rectum	
275981009;Lung neoplasm screening	
275981009;Screening for malignant neoplasm of lung	
276015003;Forefoot X-ray	
276016002;Diagnostic arteriography	
276017006;Gastrografin swallow	
276018001;Gastrografin meal	
276019009;Gastrografin enema	
276020003;VQ - Ventilation perfusion scan	
276020003;Ventilation-perfusion scan	
276021004;US scan of carotid	
276021004;Ultrasound scan of carotid	
276022006;Radiolabelled white blood cells to identify GI inflammatory lesions	
276022006;Radiolabeled white blood cells to identify GI inflammatory lesions	
276022006;Radiolabeled white blood cells to identify gastrointestinal inflammatory lesions	
276025008;Electrolyte regulation	
276026009;Fluid balance regulation	
276027000;Postoperative procedures	
276028005;Preoperative procedures	
276060002;Reduction of fracture of carpal and metacarpal with internal fixation	
276102005;Incision and exploration of thyroid	
276172006;Erection study	
276178005;Prosthetic uncemented hemiarthroplasty of hip	
276182007;Excision of Peyronie's disease penile plaque	
276184008;Repair of palate	
276185009;Repair of ileostomy	
276186005;Repair of rectum	
276187001;Operation on labia	
276188006;Fixation of vagina	
276189003;Excision of broad ligament	
276190007;Ileocolic resection	
276191006;Biopsy of chest wall	
276192004;Percutaneous aspiration of kidney	
276223009;Plastic excision of skin	
276239002;Therapy (regime/therapy)(procedure)	
276272002;Catheter procedure	
276307006;Foot volumetry	
276308001;General maintenance of cardiac pacemaker	
276341003;Cardiovascular investigation	
276342005;Ophthalmological and optical investigations	
276343000;Urogenital system investigation	
276346008;Stoma bag procedures	
276347004;Transcranial electrical stimulation	
276356007;Test feed	
276359000;Take impression for upper removable orthodontic appliance	
276454006;Ream root canal	
276455007;File root canal	
276478001;Odontoid peg X-ray	
276485002;Injection vasectomy	
276486001;Ligation vasectomy	
276487005;Riddle crossover vasectomy	
276488000;Bladder surveillance - check cystoscopy	
276490004;Refer to member of Primary Health Care Team	
276732005;Apneic oxygenation	
276737004;Domiciliary ventilation	
276747001;Uncinectomy and polypectomy	
276748006;Histology tonsillectomy	
276757000;Intracardiac oxygen saturation measurement	
276759002;Superior vena cava oxygen saturation measurement	
276813006;Closed reduction of fracture of carpals and metacarpals with internal fixation	
276838001;Implanted drug delivery system procedure	
276839009;Implantation of drug delivery reservoir	
276840006;Implantation of spinal drug delivery reservoir	
276841005;Implantation of epidural drug delivery reservoir	
276842003;Removal of implanted reservoir	
276843008;Attention to implanted drug delivery system	
276844002;Injection to subcutaneous drug delivery port	
276845001;Reprogramming of implanted drug delivery system	
276846000;Refilling of implanted drug reservoir	
276850007;Bosworth operation on lumbar spine	
276855002;Conjunctival oxygen saturation measurement	
276861004;Percutaneous balloon angioplasty of artery	
276890005;Percutaneous balloon angioplasty of vein	
276892002;Percutaneous balloon angioplasty of pulmonary vein	
276893007;Percutaneous balloon angioplasty of superior vena cava	
276894001;Percutaneous balloon angioplasty of inferior vena cava	
276895000;Percutaneous balloon angioplasty of pulmonary venous pathway	
276896004;Percutaneous balloon angioplasty of systemic venous pathway	
276897008;Percutaneous balloon angioplasty of arteriovenous fistula	
276903004;Transurethral relief of prostatic obstruction without resection or incision	
276904005;Stent procedure to prostate	
276907003;Percutaneous sperm aspiration	
276908008;Intracavernous injection	
276911009;Provision of Cunningham penile clamp	
276912002;Provision of Down's incontinence apparatus	
276916004;Paramedian incision	
276917008;Midline incision	
276918003;Subcostal incision	
276921001;Percutaneous endarterectomy of intracranial artery	
276922008;Percutaneous endarterectomy of subclavian artery	
276923003;Percutaneous endarterectomy of brachial artery	
276925005;Percutaneous endarterectomy of abdominal aorta	
276926006;Percutaneous endarterectomy of renal artery	
276927002;Percutaneous endarterectomy of hepatic artery	
276928007;Percutaneous endarterectomy of celiac artery	
276929004;Percutaneous endarterectomy of superior mesenteric artery	
276930009;Percutaneous endarterectomy of common iliac artery	
276931008;Percutaneous endarterectomy of internal iliac artery	
276932001;Percutaneous endarterectomy of external iliac artery	
276933006;Percutaneous endarterectomy of common femoral artery	
276934000;Injection of anesthetic agent into peripheral nerve for analgesia	
276937007;Percutaneous endarterectomy of superficial femoral artery	
276939005;Percutaneous endarterectomy of profunda femoris	
276942004;Percutaneous endarterectomy of popliteal artery	
276946001;Percutaneous endarterectomy of crural artery	
276949008;Percutaneous endarterectomy of internal carotid artery	
276950008;Percutaneous endarterectomy of external carotid artery	
276951007;Percutaneous endarterectomy of common carotid artery	
276974006;Partial omentectomy	
276976008;Percutaneous arterial embolectomy	
276977004;Percutaneous venous thrombectomy	
276978009;Percutaneous embolectomy of intracranial artery	
276981004;Percutaneous thrombectomy of intracranial vein	
276982006;Percutaneous thrombectomy of iliofemoral vein zone	
276983001;Percutaneous embolectomy of arteriovenous fistula	
276984007;Percutaneous thrombolysis of artery	
276985008;Percutaneous thrombolysis of vein	
276998004;Percutaneous thrombolysis of arteriovenous fistula	
276999007;Percutaneous arterial device procedure	
277000005;Percutaneous venous device procedure	
277001009;Percutaneous arteriovenous fistula device procedure	
277027009;Percutaneous removal of gallbladder stone	
277051004;Percutaneous fragmentation of bile duct stone	
277065002;C mandibular osteotomy	
277132007;Therapeutic procedure	
277159004;Fit functional orthodontic appliance	
277182002;Resection of pulmonary artery	
277192005;Coronary artery graft placement	
277237009;Transillumination of maxillary sinus	
277263004;Nasal decrusting	
277264005;Instillation of nose drops	
277265006;Instillation of nasal spray	
277279003;Pulmonary venous confluence anastomosis	
277280000;Cranial twist drill	
277304005;Pure tone audiometry using attention raising techniques	
277336003;Stenger test using audiometer	
277342004;Kendall toy test	
277343009;Speech audiometry using adult wordlists	
277344003;Speech audiometry using Manchester junior wordlists	
277345002;Manchester picture test	
277346001;Four alternative auditory feature test	
277348000;Speech in noise discrimination test	
277351007;Four alternative disability and speech-reading test	
277353005;Connected discourse tracking	
277360004;Massive blood transfusion	
277389002;Monaural bifrequency loudness balance test	
277390006;Frequency resolution test	
277391005;Temporal resolution test	
277392003;Dichotic listening test	
277393008;Staggered spondaic word test	
277394002;Willeford test battery	
277395001;Pseudo free-field speech in noise test	
277396000;Self-assessed speech reception threshold in noise test	
277397009;Performance reception speech threshold in noise test	
277398004;Masked threshold in notched noise test	
277399007;Tinnitus pitch match	
277400000;Tinnitus loudness match	
277401001;Tinnitus loudness match to frequency of pitch match	
277402008;Tinnitus loudness match to frequency of best hearing threshold	
277403003;Minimal masking level for tinnitus	
277404009;High frequency tympanometry	
277428006;Unterberger test	
277429003;Equitest measurement of balance	
277437006;Bronchial revascularization	
277447009;Manipulation of acid-base balance	
277448004;Acidification regime	
277449007;Alkalinization regime	
277451006;Part organ pancreatic transplant	
277453009;Intrinsic coagulation factor assay	
277458000;Single energy X-ray photon absorptiometry	
277513008;Percutaneous embolization of artery	
277515001;Percutaneous embolization of vein	
277516000;Percutaneous embolization of arteriovenous fistula	
277518004;Percutaneous embolization of anterior cerebral artery	
277519007;Percutaneous embolization of middle cerebral artery	
277520001;Percutaneous embolization of choroidal artery	
277528008;Percutaneous embolization of external carotid artery	
277531009;Percutaneous embolization of branch of external carotid artery	
277534001;Percutaneous embolization of coronary artery fistula	
277535000;Percutaneous embolization of bronchial artery	
277541007;Percutaneous embolization of internal iliac artery	
277542000;Percutaneous embolization of arterial graft	
277544004;Percutaneous embolization of varicocele	
277546002;Percutaneous embolization of cavernous sinus	
277548001;Percutaneous embolization of vein of Galen	
