conceptId;Beschrijving;conceptId;Beschrijving thot
239648009;aanleggen van schedeltractie;239648009;afbinding van tractie
239650001;aanleggen van skeletale tractie van de humerus;239650001;van skelettractie via van humerus
239651002;applicatie van olecranontractie;239651002;van skelettractie via van olecranon
239652009;skeletale tractie van de radius;239652009;van skelettractie via van radius
239653004;aanleggen van skeletale tractie van de metacarpalen;239653004;van skelettractie via van metacarpals
239656007;aanleggen van een femur skelet tractie;239656007;van skelettractie via van femur
239657003;skeletale tractie van de tibia;239657003;van skelettractie via van tibia
239658008;calcaneusskelettractie;239658008;van skelettractie via van calcaneus
239689007;aanleggen van duimspica;239689007;van duim spica strapping
239706007;verwijderen van band;239706007;verwijdering van strapping
239875000;excisionele biopsie van het ruggenmerg;239875000;ruggenmergbiopsie
239989009;rectorectostomie;239989009;rectorectostomy
240284002;reductie van multifetale zwangerschap;240284002;multifoetale zwangerschapsreductie
240286000;percutane insertie van ventriculo - amniotische shunt;240286000;percutane van ventriculoamniotic shunt
240288004;percutane insertie van peritoneale - amniotische shunt;240288004;percutane ascitesshunt - shunt
240289007;percutane aspiratie van foetale laesie;240289007;percutane aspiratie van ruggenmerglaesie
240290003;percutane aspiratie van foetaal ascitesvocht;240290003;percutane aspiratie van foetus
240291004;percutane aspiratie van foetale pleurale effusie;240291004;percutane aspiratie van pleura
240292006;percutane aspiratie van foetale pericardiale effusie;240292006;percutane aspiratie van pericard
240325001;kadaver donor nefrectomie;240325001;kadaver donor nefrectomie
240326000;verwijderen van de lever bij de donor;240326000;verwijdering van lever door donor
240327009;verwijderen van de lever bij de cadaver donor;240327009;verwijdering van lever door kadaver donor
240328004;verwijderen van pancreatisch weefsel bij de donor;240328004;verwijdering van weefsel van donor
240329007;Oogsten van botgreffes;240329007;verwijdering van door donor
240330002;enucleatie bij overledene;240330002;verwijdering van oog van lijk
240528003;herstel ooglid , full - thickness;240528003;blefaroplastiek laceratie , volledige dikte
240690005;anastomose tussen intra - hepatische galwegen en jejunum;240690005;enterostomie intrahepatische ductus van het jejunum
240923000;endarteri ë ctomie van de arteria subclavia;240923000;endarterectomie van arteria subclavia
240925007;endarteri ë ctomie van arteria cruralis;240925007;endarterectomie van femoralis arterie
240926008;percutane embolectomie;240926008;percutane embolectomie
240927004;embolectomie aortoiliacaal segment;240927004;femorale embolectomie aortoiliac oogsegment
240928009;embolectomie van de arteria iliaca communis;240928009;embolectomie arteria iliaca
240929001;percutane trombolyse;240929001;percutane trombolyse
240930006;percutane trombolyse van de arteria subclavia;240930006;percutane trombolyse aberrant
240931005;percutame trombolyse van arteria brachialis;240931005;percutane trombolyse arteria brachialis
240932003;percutane trombolyse van truncus coeliacus;240932003;percutane trombolyse arteria coeliaca
240933008;percutane trombolysis van arteria mesenterische superior;240933008;percutane trombolyse arteria mesenterica superior
240934002;percutane trombolyse van de arteria renalis;240934002;percutane trombolyse arteria renalis
240935001;percutane trombolyse van arteria hepatica;240935001;percutane trombolyse arteria hepatica
240936000;percutane trombolyse van de arteria iliaca interna;240936000;percutane trombolyse van arteria hypogastrica
240938004;ingreep met percutaan endovasculair voorwerp;240938004;percutane endovascular hulmiddel nao
240940009;vervanging van arteri ë le stent;240940009;vervanging van arteri ë le stentplaatsing
240942001;percutane endovasculaire obliteratie;240942001;percutane endovascular syndroom
240943006;percutane niet - emboliserende vasculaire occlusie;240943006;elektrostimulatie - embolie vatocclusie
240946003;percutane verwijdering van endovasculair vreemd voorwerp;240946003;percutane verwijdering van endovascular corpus alienum
240947007;verwijderen van vreemd voorwerp uit arteria pulmonalis;240947007;verwijdering van arteria pulmonalis
240951009;vervangen van slokdarmstent;240951009;artroplastiek van de slokdarm
240954001;vernieuwen van een duodenumstent;240954001;implantatie implantatie prothese naar duodenum
240956004;plaatsen van een vervangprothese in de dunne darm;240956004;implantatie implantatie prothese naar dunne darm
240958003;plaatsen van een vervangprothese in het colon;240958003;implantatie implantatie prothese naar dikke darm
240969000;biopsie van letsel van subcutaan weefsel;240969000;biopsie subcutis
240970004;subperiostale facelift;240970004;subperiostaal facelift
240971000;mini - facelift;240971000;minionderzoek van facelift
240974008;mini - abdominoplastie;240974008;minionderzoek van abdominoplastiek
240975009;abdominoplastie van bovenbuik;240975009;bovenste abdominoplastiek
240977001;biopsie van de huid;240977001;biopsie huid
240978006;incisiebiopsie van huidletsel;240978006;incisie biopsie huid
240981001;reconstructie met fascia greffe;240981001;reconstructieve met fascia transplantaat
240986006;prelevatie van huidgreffe;240986006;stamcelkweek huidtransplantaat
240988007;doornemen van steel van flap in tweede tijd;240988007;verwijderen weefsellap
240992000;escharotomie brandwonde;240992000;escharotomie van brandwonden geclassificeerd naar uitgebreidheid van betrokken huid
240994004;tangentieel afschaven / dermobrasie van huidwonde;240994004;shave wondd é bridement wond
240995003;losmaken van littekenretractie brandwonde;240995003;correctie van brandwond contractuur
240996002;chemische peeling van huidletsel;240996002;chemische exfoliatie van huid
241000008;behandeling ingegroeide teennagel door parti ë le nagel en nagelmatrix excisie;241000008;zadeks verrichting
241001007;parti ë le excisie van de nagelplaat;241001007;partieel nagel
241002000;parti ë le excisie van de nagelplaat volgens Frost;241002000;cryo partieel nagel
241003005;parti ë le excisie van de nagelplaat volgens Steindler;241003005;steindler parti ë le nagel
241004004;parti ë le excisie van de nagelplaat volgens Winograd;241004004;winograd parti ë le nagel
241007006;ablatie van nagelmatrix;241007006;totale trigeminusablatie van matrix
241008001;parti ë le ablatie van de nagelmatrix;241008001;parti trigeminusablatie van matrix
241012007;drainage van paronychium;241012007;paronychiadrainage
241015009;reconstructie van nagelbed met greffe nagelbed;241015009;reconstructie nagelbed met nagelbed transplantaat
241016005;reconstructie van nagelbed met huidgreffe;241016005;reconstructie nagelbed met huidtransplantaat
241017001;reconstructie van nagelbed met vrije huidgreffe;241017001;reconstructie nagelbed met vrij weefsellap
241020009;vervanging wondverband;241020009;verandering , wond - pack
241095008;rx pediatrisch totaal skelet;241095008;skeletoverzicht - unit , pediatrie
241100005;rx totaal skelet;241100005;skeletoverzicht -
241141000;dubbel contrast slikfunctieonderzoek;241141000;dubbel contrast bariumslok
241142007;enkel contrast slikfunctieonderzoek;241142007;enkelvoudige contrast bariumslok
241143002;rx slikfunctie met hydrofiel contrast;241143002;water , soluble contrast zwaluw
241144008;barium slikfunctietest;241144008;vast bariumslok
241145009;rx slikfunctie met negatief contrast;241145009;luchtembolie contrast zwaluw
241153001;rx maagonderzoek met barium;241153001;bariummaaltijd
241156009;rx maagonderzoek met iodiumhoudend contrast;241156009;water , soluble contrast - meal
241157000;rx slokdarm maag en duodenum;241157000;bovenste maagdarmstelselreeks
241158005;rx maag en dundarmonderzoek dmv barium;241158005;bariummaaltijd en transit
241160007;dundarmtransitonderzoek;241160007;dunne meal
241162004;dundarm barium enema;241162004;dunne bariumklysma
241164003;dubbel contrast barium enema;241164003;luchtcontrast bariumklysma
241165002;enkel contrast barium enema;241165002;enkelvoudige contrast bariumklysma
241166001;distale dundarmlis barium enema;241166001;onderste loop lavementtoediening
241168000;rx clysma met iodiumhoudend contrast;241168000;water , soluble contrast lavementtoediening
241199004;Resectie van een botfragement van de schedel;241199004;verwijdering van fragment van
241221001;veneuze cervicocerebrale angiografie;241221001;cervicocerebral iv dsa
241221001;veneuze cervicocerebrale angiografie;241221001;cervicocerebral iv dsa
241234000;mesenteriale angiografie;241234000;abdominale angiografie
241252000;bijnierangiografie;241252000;bijnier angiografie
241255003;pelviene angiografie;241255003;bekken angiografie
241282006;isotopen onderzoek van het cerebrospinale vocht;241282006;cerebrospinaal scintigrafie
241282006;isotopen onderzoek van het cerebrospinale vocht;241282006;cerebrospinaal scintigrafie
241283001;radioistopen onderzoeken van de schedel;241283001;schedel scan
241284007;isotopen onderzoeken van de hersenen;241284007;hersenen scan
241354002;isotopen onderzoeken van de nier;241354002;nierscan
241355001;isotopen onderzoek van de placenta;241355001;placenta scintigrafie
241359007;Tc DTPA renografie;241359007;tc99m , dtpa renogram
241359007;Tc DTPA renografie;241359007;tc99m , dtpa renogram
241361003;hippuran renografie;241361003;hippuran renogram en erpf
241361003;hippuran renografie;241361003;hippuran renogram en erpf
241362005;Mag3 renografie;241362005;tc99m , mag3 renogram
241362005;Mag3 renografie;241362005;tc99m , mag3 renogram
241363000;radionuclide mictie cystografie;241363000;scan urethrogram
241364006;indirecte radionuclide mictie cystografie;241364006;scan indirecte urethrogram
241366008;directe radionuclide mictie cystografie;241366008;scan directe urethrogram
241367004;radionucleaire hysterosalpingografie;241367004;scan hysterosalpingografie
241434002;PET hersenen;241434002;huisdier hersenen functieonderzoek
241434002;PET hersenen;241434002;huisdier hersenen functieonderzoek
241435001;PET hersenmetabolisme;241435001;huisdier hersenen stofwisselingsstoornis functieonderzoek
241435001;PET hersenmetabolisme;241435001;huisdier hersenen stofwisselingsstoornis functieonderzoek
241436000;PET glucosemetabolisme hersenen;241436000;huisdier hersenen glucose stofwisselingsstoornis functieonderzoek
241436000;PET glucosemetabolisme hersenen;241436000;huisdier hersenen glucose stofwisselingsstoornis functieonderzoek
241437009;PET dopametabolisme hersenen;241437009;huisdier hersenen dopa stoornissen functieonderzoek
241437009;PET dopametabolisme hersenen;241437009;huisdier hersenen dopa stoornissen functieonderzoek
241438004;PET hersenperfusie;241438004;huisdier cerebrale perfusie functieonderzoek
241438004;PET hersenperfusie;241438004;huisdier cerebrale perfusie functieonderzoek
241439007;PET hart;241439007;huisdier hart functieonderzoek
241439007;PET hart;241439007;huisdier hart functieonderzoek
241440009;PET myocardiale glucose metabolisme;241440009;huisdier myocard glucose stofwisselingsstoornis functieonderzoek
241440009;PET myocardiale glucose metabolisme;241440009;huisdier myocard glucose stofwisselingsstoornis functieonderzoek
241441008;myocardiale rust PET met N13 ammonium;241441008;huisdier myocard rust functieonderzoek using n13 luier
241441008;myocardiale rust PET met N13 ammonium;241441008;huisdier myocard rust functieonderzoek using n13 luier
241442001;myocardiale stress PET met N13 ammonium;241442001;huisdier myocard stress functieonderzoek using n13 luier
241442001;myocardiale stress PET met N13 ammonium;241442001;huisdier myocard stress functieonderzoek using n13 luier
241446003;vasculaire echografie - dopplereffect;241446003;echo vaat - doppler gevolg
241446003;vasculaire echografie - dopplereffect;241446003;echo vaat - doppler gevolg
241447007;echografie , niet obstetrisch diagnostisch;241447007;ultrasonografie , niet - diagnostisch
241449005;echografie hoofd;241449005;echo hoofd
241449005;echografie hoofd;241449005;echo hoofd
241453007;echografie hals;241453007;echo hals
241453007;echografie hals;241453007;echo hals
241454001;echografie bijschildklier;241454001;echo bijschildklier
241454001;echografie bijschildklier;241454001;echo bijschildklier
241455000;echografie schildklier;241455000;echo schildklier
241455000;echografie schildklier;241455000;echo schildklier
241456004;echografie speekselklieren;241456004;echo speekselklieren
241456004;echografie speekselklieren;241456004;echo speekselklieren
241457008;echografie parotis;241457008;echo parotis
241457008;echografie parotis;241457008;echo parotis
241458003;echografie glandula submandibularis;241458003;echo submandibularis
241458003;echografie glandula submandibularis;241458003;echo submandibularis
241460001;echografie aorta;241460001;echo aorta
241460001;echografie aorta;241460001;echo aorta
241461002;echografie aorta thoracalis;241461002;echo thoracalis
241461002;echografie aorta thoracalis;241461002;echo thoracalis
241462009;echografie aorta abdominalis;241462009;echo aorta
241462009;echografie aorta abdominalis;241462009;echo aorta
241463004;echografie halsvaten;241463004;echo van bloedvaten
241463004;echografie halsvaten;241463004;echo van bloedvaten
241464005;echografie vaten onderste lidmaat;241464005;echo van bloedvaten
241464005;echografie vaten onderste lidmaat;241464005;echo van bloedvaten
241465006;echografie bloedvaten bovenste lidmaat;241465006;echo bovenste bloedvaten
241465006;echografie bloedvaten bovenste lidmaat;241465006;echo bovenste bloedvaten
241471000;echografie natieve lever;241471000;echo native lever
241471000;echografie natieve lever;241471000;echo native lever
241472007;echografie transplantlever;241472007;echo transplantatie , lever
241472007;echografie transplantlever;241472007;echo transplantatie , lever
241473002;echografie natieve pancreas;241473002;echo native pancreas
241473002;echografie natieve pancreas;241473002;echo native pancreas
241474008;echografie pancreastransplant;241474008;echo transplantatie , pancreas
241474008;echografie pancreastransplant;241474008;echo transplantatie , pancreas
241475009;echografie pyloor;241475009;echo pylorus
241475009;echografie pyloor;241475009;echo pylorus
241476005;echografie milt;241476005;echo milt
241476005;echografie milt;241476005;echo milt
241477001;echografie darmen;241477001;echo darm
241477001;echografie darmen;241477001;echo darm
241478006;echografie psoas;241478006;echo psoas
241478006;echografie psoas;241478006;echo psoas
241479003;subfrenische echografie;241479003;subfrenisch echo
241479003;subfrenische echografie;241479003;subfrenisch echo
241480000;echografie bijnieren;241480000;echo adrenals
241480000;echografie bijnieren;241480000;echo adrenals
241481001;echografie nier en ureters;241481001;echo nier - en ureters
241481001;echografie nier en ureters;241481001;echo nier - en ureters
241484009;echografie transplantnier;241484009;echo transplantatie , nier
241484009;echografie transplantnier;241484009;echo transplantatie , nier
241485005;echografie penis;241485005;echo penis
241485005;echografie penis;241485005;echo penis
241487002;echografie prostaat;241487002;echo prostaat
241487002;echografie prostaat;241487002;echo prostaat
241488007;transurethrale echografie van de prostaat;241488007;echo - transurethrale
241488007;transurethrale echografie van de prostaat;241488007;echo - transurethrale
241491007;echografie voor antepartum monitoring van de foetus;241491007;echo foetus
241491007;echografie voor antepartum monitoring van de foetus;241491007;echo foetus
241497006;echografie schoudergewricht;241497006;echo schouder
241497006;echografie schoudergewricht;241497006;echo schouder
241498001;echografie elleboog;241498001;echo elleboog
241498001;echografie elleboog;241498001;echo elleboog
241499009;echografie pols;241499009;echo pols
241499009;echografie pols;241499009;echo pols
241500000;echografie vinger;241500000;echo - vingers
241500000;echografie vinger;241500000;echo - vingers
241502008;echografie heup;241502008;echo heup
241502008;echografie heup;241502008;echo heup
241503003;echografie neonatale heup;241503003;echo neonatale heup
241503003;echografie neonatale heup;241503003;echo neonatale heup
241504009;echografie knie;241504009;echo knie
241504009;echografie knie;241504009;echo knie
241505005;echografie enkel;241505005;echo enkel
241505005;echografie enkel;241505005;echo enkel
241506006;echografie voetgewrichten;241506006;echo gewrichten voet
241506006;echografie voetgewrichten;241506006;echo gewrichten voet
241512001;echografie achillespees;241512001;echo achillespees pezen
241512001;echografie achillespees;241512001;echo achillespees pezen
241513006;echografie rotator cuff;241513006;echo rotator cuff
241513006;echografie rotator cuff;241513006;echo rotator cuff
241514000;echografie weke delen massa;241514000;echo weke delen gezwel
241514000;echografie weke delen massa;241514000;echo weke delen gezwel
241515004;echografishe meeting van de huiddikte;241515004;echo - gespecificeerd graad
241515004;echografishe meeting van de huiddikte;241515004;echo - gespecificeerd graad
241516003;echografie wervelkolom;241516003;echo wervelkolom
241516003;echografie wervelkolom;241516003;echo wervelkolom
241522007;CT rotsbeen;241522007;computertomogram van de petrous botten
241522007;CT rotsbeen;241522007;computertomogram van de petrous botten
241527001;CT nasofarynx;241527001;computertomogram van de nasopharynx
241527001;CT nasofarynx;241527001;computertomogram van de nasopharynx
241535003;CT zachte weefsel van de hals;241535003;computertomogram van weke delen van hals
241535003;CT zachte weefsel van de hals;241535003;computertomogram van weke delen van hals
241536002;CT larynx;241536002;computertomogram van de larynx
241536002;CT larynx;241536002;computertomogram van de larynx
241537006;CT schildklier;241537006;computertomogram van de schildklier
241537006;CT schildklier;241537006;computertomogram van de schildklier
241538001;CT bijschildklier;241538001;computertomogram van de bijschildklier
241538001;CT bijschildklier;241538001;computertomogram van de bijschildklier
241539009;CT borst;241539009;computertomogram van
241539009;CT borst;241539009;computertomogram van
241543008;CT mediastinum;241543008;computertomogram van mediastinum
241543008;CT mediastinum;241543008;computertomogram van mediastinum
241544002;CT oksel;241544002;computertomogram van de axilla
241544002;CT oksel;241544002;computertomogram van de axilla
241547009;CT hart;241547009;hart computertomogram
241547009;CT hart;241547009;hart computertomogram
241548004;CT aorta thoracalis;241548004;computertomogram van aorta thoracalis
241548004;CT aorta thoracalis;241548004;computertomogram van aorta thoracalis
241549007;CT lever;241549007;computertomogram lever
241549007;CT lever;241549007;computertomogram lever
241551006;CT pancreas;241551006;computertomogram van de pancreas
241551006;CT pancreas;241551006;computertomogram van de pancreas
241552004;CT milt;241552004;computertomogram van de milt
241552004;CT milt;241552004;computertomogram van de milt
241553009;CT aorta abdominalis;241553009;computertomogram van de aorta
241553009;CT aorta abdominalis;241553009;computertomogram van de aorta
241563001;CT bovenste lidmaat;241563001;computertomogram van bovenste extremiteit
241563001;CT bovenste lidmaat;241563001;computertomogram van bovenste extremiteit
241564007;CT schouder;241564007;computertomogram van
241564007;CT schouder;241564007;computertomogram van
241565008;CT bovenarm;241565008;computertomogram van bovenarm
241565008;CT bovenarm;241565008;computertomogram van bovenarm
241566009;CT elleboog;241566009;computertomogram van elleboog
241566009;CT elleboog;241566009;computertomogram van elleboog
241567000;CT voorarm;241567000;computertomogram van onderarm
241567000;CT voorarm;241567000;computertomogram van onderarm
241568005;CT pols;241568005;computertomogram van pols
241568005;CT pols;241568005;computertomogram van pols
241569002;CT hand;241569002;computertomogram van de hand
241569002;CT hand;241569002;computertomogram van de hand
241570001;CT onderste lidmaat;241570001;computertomogram van
241570001;CT onderste lidmaat;241570001;computertomogram van
241571002;CT heup;241571002;computertomogram van
241571002;CT heup;241571002;computertomogram van
241572009;CT dij;241572009;computertomogram van bovenbeen
241572009;CT dij;241572009;computertomogram van bovenbeen
241573004;CT knie;241573004;computertomogram van
241573004;CT knie;241573004;computertomogram van
241574005;CT been;241574005;computertomogram van onderbeen
241574005;CT been;241574005;computertomogram van onderbeen
241575006;CT enkel;241575006;computertomogram van
241575006;CT enkel;241575006;computertomogram van
241576007;CT voet;241576007;computertomogram van de voet
241576007;CT voet;241576007;computertomogram van de voet
241577003;CT wervelkolom;241577003;computertomogram van
241577003;CT wervelkolom;241577003;computertomogram van
241578008;CT cervicale wervelkolom;241578008;computertomogram van halswervel
241578008;CT cervicale wervelkolom;241578008;computertomogram van halswervel
241579000;CT thoracale wervelkolom;241579000;computertomogram van thoracale wervelkolom
241579000;CT thoracale wervelkolom;241579000;computertomogram van thoracale wervelkolom
241580002;CT lumbale wervelkolom;241580002;computertomogram van lumbale wervelkolom
241580002;CT lumbale wervelkolom;241580002;computertomogram van lumbale wervelkolom
241601008;NMR hoofd;241601008;mri van
241601008;NMR hoofd;241601008;mri van
241604000;MRI fossa posterior;241604000;mri van fossa posterior
241604000;MRI fossa posterior;241604000;mri van fossa posterior
241606003;MRI interne gehoorgang;241606003;mri van inwendige gehoorgang
241606003;MRI interne gehoorgang;241606003;mri van inwendige gehoorgang
241607007;MRI rotsbeen;241607007;mri van het petrous botten
241607007;MRI rotsbeen;241607007;mri van het petrous botten
241609005;MRI paranasale sinussen;241609005;mri sinus - paranasalis -
241609005;MRI paranasale sinussen;241609005;mri sinus - paranasalis -
241610000;NMR nasofarynx;241610000;mri van nasofarynx
241610000;NMR nasofarynx;241610000;mri van nasofarynx
241611001;MRI speekselklieren;241611001;mri van speekselklieren
241611001;MRI speekselklieren;241611001;mri van speekselklieren
241612008;NMR larynx;241612008;mri van larynx
241612008;NMR larynx;241612008;mri van larynx
241613003;NMR schildklier;241613003;mri van schildklier
241613003;NMR schildklier;241613003;mri van schildklier
241614009;NMR bijschildklier;241614009;mri van bijschildklier
241614009;NMR bijschildklier;241614009;mri van bijschildklier
241615005;NMR borst;241615005;mri van
241615005;NMR borst;241615005;mri van
241616006;MRI longen;241616006;mri van het atelectase
241616006;MRI longen;241616006;mri van het atelectase
241617002;NMR oksel;241617002;mri van oksel
241617002;NMR oksel;241617002;mri van oksel
241618007;MRI plexus brachialis;241618007;mri van plexus brachialis
241618007;MRI plexus brachialis;241618007;mri van plexus brachialis
241620005;NMR hart;241620005;mri van het hart
241620005;NMR hart;241620005;mri van het hart
241621009;NMR abdomen;241621009;mri van het abdomen
241621009;NMR abdomen;241621009;mri van het abdomen
241622002;NMR lever;241622002;mri van lever
241622002;NMR lever;241622002;mri van lever
241623007;MRI bijnieren;241623007;mri van het adrenals
241623007;MRI bijnieren;241623007;mri van het adrenals
241624001;MRI nieren;241624001;mri van nier
241624001;MRI nieren;241624001;mri van nier
241625000;NMR pancreas;241625000;mri van het pancreas
241625000;NMR pancreas;241625000;mri van het pancreas
241626004;NMR milt;241626004;mri van milt
241626004;NMR milt;241626004;mri van milt
241627008;NMR uterus;241627008;mri van uterus
241627008;NMR uterus;241627008;mri van uterus
241628003;NMR ovarium;241628003;mri van het ovarium
241628003;NMR ovarium;241628003;mri van het ovarium
241629006;NMR rectum;241629006;mri van het rectum
241629006;NMR rectum;241629006;mri van het rectum
241630001;NMR scrotum;241630001;mri van het scrotum
241630001;NMR scrotum;241630001;mri van het scrotum
241632009;NMR bovenste lidmaat;241632009;mri van het bovenste ledemaat
241632009;NMR bovenste lidmaat;241632009;mri van het bovenste ledemaat
241633004;NMR schouder;241633004;mri van
241633004;NMR schouder;241633004;mri van
241634005;NMR bovenarm;241634005;mri van het bovenste ledemaat
241634005;NMR bovenarm;241634005;mri van het bovenste ledemaat
241635006;NMR elleboog;241635006;mri van elleboog
241635006;NMR elleboog;241635006;mri van elleboog
241636007;NMR voorarm;241636007;mri van onderarm
241636007;NMR voorarm;241636007;mri van onderarm
241637003;NMR pols;241637003;mri van pols
241637003;NMR pols;241637003;mri van pols
241638008;NMR hand;241638008;mri van hand
241638008;NMR hand;241638008;mri van hand
241639000;NMR heup;241639000;mri van
241639000;NMR heup;241639000;mri van
241640003;NMR dij;241640003;mri van bovenbeen
241640003;NMR dij;241640003;mri van bovenbeen
241641004;NMR knie;241641004;mri van
241641004;NMR knie;241641004;mri van
241642006;NMR been;241642006;mri van het been
241642006;NMR been;241642006;mri van het been
241643001;NMR enkel;241643001;mri van
241643001;NMR enkel;241643001;mri van
241644007;NMR voet;241644007;mri van voet
241644007;NMR voet;241644007;mri van voet
241645008;NMR wervelkolom;241645008;mri van
241645008;NMR wervelkolom;241645008;mri van
241646009;NMR cervicale wervelkolom;241646009;mri van halswervel
241646009;NMR cervicale wervelkolom;241646009;mri van halswervel
241647000;NMR thoracale wervelkolom;241647000;mri van thoracale wervelkolom
241647000;NMR thoracale wervelkolom;241647000;mri van thoracale wervelkolom
241648005;NMR lumbale wervelkolom;241648005;mri van lumbale wervelkolom
241648005;NMR lumbale wervelkolom;241648005;mri van lumbale wervelkolom
241665001;MRI halsvaten;241665001;mri van bloedvaten
241665001;MRI halsvaten;241665001;mri van bloedvaten
241666000;NMR aorta thoracalis;241666000;mri van aorta thoracalis
241666000;NMR aorta thoracalis;241666000;mri van aorta thoracalis
241668004;NMR aorta abdominalis;241668004;mri van de aorta
241668004;NMR aorta abdominalis;241668004;mri van de aorta
241696005;totale intraveneuze anesthesie;241696005;totale intraveneuze anesthesie
241705007;intraveneuze sedatie;241705007;intraveneuze sedatie
241706008;neuroleptanalgesie;241706008;neuroleptische analgesie
241720001;tapen van ooglid;241720001;taping van
241721002;aanbrengen verband op ooglid;241721002;padding over ooglid
241722009;lubrifi ë ren oog;241722009;van lubricant van oog
241739006;bloed verwijderen uit lidmaat;241739006;extremiteit exsanguinatie
242051000;aanprikken van bloedvat;242051000;aspiratie van bloedvaten
242113002;debridement van de schedel;242113002;wondtoilet schedel
242306008;Bunnell peestranfer van de hand;242306008;bunnell operatie en pees van hand transpositie
242519008;Kasai procedure ( galwegatresie );242519008;kasai - therapie
242646007;Bricker ingreep;242646007;bricker - operatie van ureteroileostomy
243287005;herstel van de ductus hepaticus;243287005;herstel van lever ductus
243297001;excisionele biopsie van de spinale meningen;243297001;biopsie meninges
243306000;uretero - ileostomie;243306000;ureteroileostomy
243343003;packing van anterieure neusholte;243343003;voorste neustamponade
243390001;osteoplastie van een wervel;243390001;osteoplasty van wervelkolom
243411004;fiberoptische bronchoscopie met longbiopsie;243411004;flexibele bronchoscopie met longbiopsie
243429009;aanleg urostoma met ileale lis;243429009;ileum
243685008;bronchoscopie met transbronchiale longbiopsie;243685008;bronchoscopie met transbronchial long biopsie
243702000;vaginal onderzoek onder narcose;243702000;gynaecologisch onderzoek vliezen algemene anesthesie
243775002;aanleggen van een cutane uretero - ileostomie;243775002;van externe ureteroileostomy
243783008;hartcatheterisatie met drukmeting;243783008;hart katheterisatie druk
244422009;dickson - diveley operatie;244422009;dickson - diveley chirurgie
244604004;biopsie van nagel;244604004;biopsie van
244608001;maken van een interatriale centrale shunt met pericard;244608001;van pericard baffle , atrium -
245203008;mandibulectomie;245203008;totale mandibulectomie
245384002;peestranfer en arthrodese ter correctie van klauwteen;245384002;peestranspositie en fusie van lege klauwteen
246319005;microscopisch zenuwherstel;246319005;microrepair van zenuw
246525005;inbrengen van atriaal septum device;246525005;implantatie , atrium - umbrella
246607008;aanleggen van een Kock pouch;246607008;shunt kock pouch
247042001;iridencleisis;247042001;holth iridencleisis
247394006;inbrengen kings - mill umbrella ter sluiten septum defect;247394006;plaatsing van king - mills umbrella hulpmiddel voor herstel septumdefect
247421008;verwijderen van nageboorte door aspiratiecurettage;247421008;verwijdering producten van bevruchting door aspiratie curettage
248273008;aspiratiecurettage van uterus na bevalling;248273008;aspiratie curettage postpartum
248352005;definitieve continente ileostomie;248352005;permanente continent ileostoma
248929000;pharyngorafie voor gespleten verhemelte;248929000;pharyngorrhaphy gespleten verhemelte
249126002;resectie van het ligamentum latum van uterus;249126002;resectie van ligamentum latum
249210007;aanleggen van een continent ileostoma;249210007;continent ileostoma
250041003;cardioversie;250041003;cardioversie - sinusritme
250073009;hechting van het ligamentum latum van uterus;250073009;hechting van ligamentum latum
251016004;excisie van intranasaal letsel via inwendige benadering;251016004;excisie antrostomie laesie door inwendige approach
251096000;weghalen kapsel niercyste;251096000;unroofing van niercyste
251548005;extrapetrosale drainage;251548005;extrapetrosal drainage
251637006;VEP;251637006;visueel opgewekt magnetische fields
251642003;BAEP;251642003;auditory magnetische fields
251929001;ingreep op arterioveneuze fistel;251929001;arterioveneuze fisteloperatie
251966007;eenvoudige excisie van neuspoliepen;251966007;neuspoliepverwijdering
252053007;excisie van niercyste;252053007;niercyste - excisie
252426003;cardiale ventriculografie;252426003;ventriculografie
252452009;laser doppler;252452009;lasers doppler
252464001;capillaroscopie;252464001;capillaroscopie
252468003;digitale heropwarmingstest;252468003;digitale rewarming -
252470007;progressieve inspanninigstest met loopband;252470007;ziekte inspanningstest op treadmill
252471006;elektromagnetische flowmetrie;252471006;electromagnetic flowmetry
252476001;progressieve inspanningstest;252476001;ziekte inspanningstest
252477005;progressieve inspanningstest met fiets;252477005;ziekte inspanningstest op bicycle
252478000;6 - minuten stap test;252478000;- minute walk -
252479008;12 - minuten stap test;252479008;12 - minute walk -
252480006;gewone stap test;252480006;enkelvoudige walk -
252481005;shuttle test;252481005;shuttle -
252482003;trapklimtest;252482003;stair - climbing -
252502003;plaatsen van een probe in de ductus paroticus;252502003;parotis ductus traankanaal probe
252503008;canulatie van de ductus submandibularis;252503008;submandibulaire ductus traankanaal probe
252545005;test van Stenger met stemvork;252545005;stenger - - tuning fork
252547002;glycerol dehydratatie test;252547002;glycerol dehydratie test
252548007;acetazolamide test;252548007;acetazolamide -
252549004;Isosorbide test;252549004;isosorbide -
252572002;stroboscopisch onderzoek van de larynx;252572002;strottenhoofd stroboscopy
252612003;palatopharyngoplastiek;252612003;uvulopalatofaryngoplastiek
252631009;gastro - intestinale motiliteitsstudie;252631009;intestinale ziekte functietest
252632002;gastro - intestinale manometrie;252632002;intestinale manometry
252634001;ambulante gastro - intestinale manometrie;252634001;ambulante intestinale manometry
252636004;manometrie van de anale sfincter;252636004;sfincter , anale manometry
252637008;gastrointestinale electromyografie;252637008;gastro emg
252637008;gastrointestinale elektromyografie;252637008;gastro emg
252638003;gastrische electromyografie;252638003;elektromyogram maag
252638003;gastrische elektromyografie;252638003;elektromyogram maag
