SNOMED conceptID;Thot vertaling
302362005;cystoscopic ( verblijfs ) blaaskatheterisatie
302363000;open operatie prostaat en adjacent , weefsel
302364006;herstel van mannelijke urethra
302365007;drainage van paravesical abces of bloeding
302366008;excisie van ingedaalde testis
302367004;herstel van ruptuur testis
302369001;clitoridectomie
302370000;vrouwelijke perineotomie
302371001;enterok è le herstel
302375005;be ë indiging van zwangerschap
302376006;rechter o ö forectomie
302377002;o ö forectomie links
302379004;excisiebiopsie ovarium
302381002;placenta biopsie
302382009;extractie met inwendige podalic version
302383004;forceps
302384005;gereguleerd ruggenmerg tractieloslating van placenta
302385006;uterus kompres
302386007;enkelvoudige facelift
302387003;ligatuur van huid
302388008;ankylose van keizersnede microscopically gereguleerd huidletselexcisie
302389000;marsupialisatie van huid
302390009;shave van de huid
302391008;curettage en cauterisatie van de huid
302392001;curettage sinus
302393006;wondcurettage
302394000;lasers huidletsel destructie
302395004;cauterisatie van de huid
302396003;cryotherapie van huid
302397007;elektrolyse van huid
302398002;painting van wratten
302399005;punchbiopsie van huid
302400003;shave biopsie huid
302401004;w - plasty van
302402006;radius ö ntgenfoto
302403001;vertraagde van weefsellap
302404007;transpositie huidflap
302405008;revisie , chirurgische weefsellap
302406009;final inset , chirurgische weefsellap
302407000;dunne huid weefsellap
302408005;verwijdering huidflap
302410007;primaire hechting van
302411006;late primaire hechting van
302412004;secundair hechting van
302413009;resuture huid
302414003;verwijdering clips uit de huid
302415002;verwijdering van huid
302416001;verwijdering van metaal uit de huid
302417005;verwijdering glas uit de huid
302418000;verwijdering van anorganische uit de huid
302419008;verwijdering van vuil uit de huid
302420002;verwijdering van organische lichaam uit de huid
302421003;verwijdering van huid
302423000;verwijdering van expander uit subcutis
302424006;inbrengen van inert stof naar subcutis
302425007;plaatsing van inert stof naar subcutis
302426008;inspuiting van inert stof naar subcutis
302428009;inspuiting van therapeutische stof naar subcutis
302429001;wondreiniging brandwonden geclassificeerd naar uitgebreidheid van betrokken huid
302431005;tangential excisie brandwonden geclassificeerd naar uitgebreidheid van betrokken huid
302432003;korstverwijderen
302433008;wondverband ,
302434002;wondverband , huid
302435001;voor brandwondverband
302436000;voor wondverband ,
302437009;huidoperatie wond
302438004;exploration wond van
302439007;exploration van brandwonden geclassificeerd naar uitgebreidheid van betrokken huid
302440009;psychiatrische pharmacologic behandeling
302441008;liposuctie
302442001;radicale lymfadenectomie nagel
302447007;biopsie van nagelbed
302448002;voorafgaand thoracotomie - reopening
302449005;open pleurodese
302450005;talk pleurodese
302452002;transcatheter instillation , lichaams naar purulent
302453007;diafragmabiopsie
302455000;peritoneoveneuze shunt
302456004;inbrengen van stof intraperitoneaal
302459006;ganglionverwijdering hand
302460001;herstel eenmalige pees
302464005;biopsie pees
302465006;release contractuur van gewricht , onderarm
302466007;release contractuur
302467003;biopsie spier
302469000;excisie van lymphedematous weefsel van
302470004;chirurgie kieuwspleet
302471000;modification van cranioplastiek
302472007;reductie van fractuur
302473002;gesloten repositie van periorbitaal bot
302474008;intermaxillary fractuur , kaak -
302475009;fractuur , mandibula -
302476005;fractuur , maxilla -
302477001;osteotomie maxilla
302478006;vervanging van kaak
302481001;excisie van thoracale tussenwervelschijf
302482008;osteotomie wervelkolom
302483003;chirurgische spinale manipulatie
302484009;complex reconstructie van weke delen van hand
302485005;excisie van kop van middenvoetsbeen
302486006;periarticular osteotomie voor geassocieerd gewricht
302487002;osteotomie eerste metatarsale
302488007;van tractie nao
302489004;verwijdering van volledige externe fixateur
302490008;arthroscopic meniscus
302491007;sarcoom release metatarsophalangeaal gewricht hallux
302493005;biopsie nao in gewricht holte
302495003;artrotomie
302496002;replantatie vinger
302497006;hemodialyse
302560003;f - graad gedifferentieerde witte bloedcellen
302605004;lord verrichting
302607007;ureteroscopic van ureter zonder disintegration
302612008;farynxreconstructie met distant weefsellap
302613003;bijstellen van ge ï mplanteerde antireflux prothese
302614009;verwijdering van ge ï mplanteerde antireflux prothese
302615005;abdominale sacrocolpopexy
302617002;van externe fixateur nao
302618007;verplaatsing van spalken
302619004;galblaasverwijdering en galwegexploratie
302621009;gesloten tricuspidalisvalvotomie
302683009;narcoanalysis
302697001;drainage van huid
302748001;narcotherapie
302761001;lopen inspanningstest
302763003;hemoglobine ziekte -
302766006;percutane scan guided therapie abcesdrainage
302773001;onderzoek van extremiteit
302775008;keel -, neus -, ooronderzoek onderzoeken
302776009;veneuze katheterisatie via halsvenen
302777000;maagdarmstelselonderzoek
302778005;urinaire investigation
302779002;vasculaire functietest
302784008;paul bunnell test
302787001;bilirubine
302788006;postprandiale bloed glucose
302789003;capillaire bloed glucose
302790007;insuline provocatietest
302791006;urine dipstick voor nitrite
302792004;spermatelling
302797005;whole - body ö ntgenfoto van stillborn kind
302798000;galblaas ö ntgenfoto
302799008;regrograad urethrogram
302800007;whole long tomografie
302801006;echo urogenitaal
302805002;preventive monitoring
302807005;provision van footwear
302997003;tandheelkundige facebow dossiers
303079004;mobilization van tibiofibular gewricht
303083004;mobilization van radioulnar gewricht
303084005;mobilization van superior radioulnar gewricht
303091008;mobilization van vena radioulnar gewricht
303131009;aspiratie van epididymis
303136004;ligatuur van testikelvene
303161001;huidpatch herstel van arteria carotis
303163003;treatments toegediend vliezen , provisions van law
303164009;spoedbehandeling toegediend zonder consent vliezen gewone law
303165005;huidpatch herstel van arteria brachialis
303167002;huidpatch herstel van arteria coeliaca
303169004;huidpatch herstel van arteria mesenterica superior
303235008;excisie van de zweetklieren bearing huid
303237000;sebumcyste verwijdering
303238005;verwijdering van wratten
303239002;huid expander verrichting
303240000;inbrengen van stof naar huid en subcutis
303241001;inbrengen van stof naar subcutis
303242008;wondreiniging huid
303243003;verwijdering van contaminant uit de huid
303244009;verwijdering stof van huid en subcutis
303246006;verwijdering voorwerp van huid en subcutis
303254008;bovenste arteriogram -
303262000;narcosynthese
303272002;jatene nao
303273007;foster zorg verrichting
303278003;manipulatie van radioulnar - - operatie
303281008;manipulatie van tibiofibular - - operatie
303352009;mobilizing van bovenste extremiteit
303355006;anesthesie , intraveneuze regionale
303356007;anesthesie zenuwblok rond de spinale meningen
303357003;anesthesie zenuwblokkade , sympathische
303358008;neurolytic zenuwblok rond de spinale meningen
303381005;tepelvormig antrum abcesdrainage
303394007;galvanocauterisatie van ruggenmerglaesie
303395008;fulguratie , duodenum nao
303396009;shunt mastopathie ileostomie
303398005;fulguratie , aandoening van dunne darm
303401008;parks proctocolectomie , ileocaecale anastomose anus en shunt pouch
303437003;excisie van thoracale spieren
303438008;excisie van pectoralis minor
303439000;verwijderen pectoralis minor
303445008;borstreconstructie met weefsellap
303453000;orbitotomie
303454006;endoscopische suburethral zenuwinjectie collageenaandoening vrouw
303507005;anesthesie zenuwblok op hoofd en hals
303508000;anesthesie zenuwblok van romp
303509008;anesthesie zenuwblok in buik
303510003;anesthesie zenuwblok de rug
303511004;anesthesie zenuwblok in bekken
303565004;anastomose , farynx - oesofagus
303566003;enterostomie keelholte en maag
303569005;radiofrequency sympathische zenuwdestructie
303570006;cryochirurgie van sympathische
303574002;exploration van de buikwand
303576000;adhesiolyse
303577009;interventional debulking chirurgie
303581009;diafragma pacemaker nao
303582002;fulguratie , aandoening van dikke darm
303583007;colon en caecum chirurgie
303584001;sfincter , saving resectie
303585000;transsphincteric biopsie rectum
303586004;peranal destruct van anus
303587008;therapeutische coloscopie
303588003;biopsienaald lever
303589006;sheeba biopsienaald lever
303596008;biopsie papilla duodeni
303600003;renewal , artifici rond de man urineblaas en urethra
303601004;renewal van prothese clavicula rond de man urineblaas
303603001;renewal van uretrale prothese voor incontinentie
303604007;cryochirurgie urethrale meatusstenose
303606009;diagnostische percutane onderzoek van placenta
303609002;volledige verwijdering vast beugel
303611006;epidurale stero ï injectie
303612004;injectie naar cervicale epidurale
303613009;injectie naar thorax epidurale
303614003;injectie naar lumbale epidurale
303616001;injectie naar sacraal epidurale
303621003;totale faryngectomie
303625007;onderzoek orofaryngeale anesthesie
303631005;diagnostische flexibele endoscopie larynx
303632003;oogprothese verwijdering stem box
303633008;kaakholtespoeling
303635001;drainage van traankanaal
303636000;biopsie conjunctiva
303638004;chirurgische conjunctivabiopsie
303639007;directe hersenstimulatie
303643006;excisie van ruggenmerg , meningeale
303644000;biopsie van meninges van ruggenmerg
303647007;drainage ventrikel using klepplaatsing
303648002;papilloomexcisie
303649005;nervus adhesie freeing
303650005;verwijdering mola huid excisie
303651009;verwijdering naevus van hals door excisie
303652002;verwijdering naevus chirurgie
303653007;computertomogram van structuren van hoofd
303654001;speciaal computertomogram verrichting , van femorkop
303655000;computertomogram van structuren en cavities van femurkop
303658003;computertomogram van de extracranial nao , van femorkop
303662009;computertomogram van structuren
303663004;computertomogram thorax skelet
303664005;speciaal computertomogram verrichting , regio thoracalis
303665006;computertomogram aortaboog en grote
303666007;aneurysma computertomogram
303667003;dissecans protocol ct
303668008;computertomogram van ademhalingsstelsel structuren
303669000;computertomogram van cardiovasculair structuren
303671000;computertomogram van de abdominale vasculaire structuren
303673002;computertomogram van bekkenorgaan
303675009;speciaal computertomogram verrichting , bekken
303676005;computertomogram van de vrouwelijke bekkenorganen
303677001;computertomogram van mannelijke bekken
303678006;computertomogram van regio ' s
303679003;computertomogram van de orgaansystemen
303680000;computertomogram cardiovasculair
303681001;computertomogram van extremiteit regio ' s
303682008;computertomogram van de bovenste regio
303683003;computertomogram van regio
303686006;computertomogram schouder
303687002;computertomogram elleboog
303688007;computertomogram pols
303689004;tru - snee borstbiopsie
303690008;biopsie mastectomie litteken
303693005;computertomogram van regio
303694004;speciaal computertomogram verrichting bewegingsapparaat
303695003;computertomogram van de rug
303697006;computertomogram lumbaal
303698001;speciaal computertomogram test
303720006;chorionvillusbiopsie
303745009;contrast radiologie test , orgaansystemen uitgezonderd angiografie
303746005;zenuwstelsel contrast nao
303747001;respiratoire contrast nao
303748006;tractus contrast nao
303751004;skeletspierstelselafwijking contrast nao
303757000;bovenste maagdarmstelselreeks
303758005;bariumklysma
303759002;galweg contrast nao
303761006;pancreatografie
303774000;urine contrast nao
303775004;chirurgie , mond frenectomie
303776003;artrogram van bovenste extremiteit gewricht
303777007;artrogram van gewricht
303778002;artrogram van
303780008;ziekte contrast radiologie
303781007;hersenen contrast nao
303782000;mond en contrast nao
303783005;contrast nao gaatje in de femorkop
303786002;contrast nao hals
303787006;contrast nao hoofd
303788001;bovenste contrast nao
303789009;onderste contrast nao
303790000;abdominale contrast nao
303791001;bekkengordel gewricht artrogram
303792008;thoracale contrast nao
303806006;onderzoek van brandwond van letsel
303808007;ziekte angiografie
303809004;angiografie orgaansystemen
303810009;endocriene angiografie
303812001;urogenitaalstelsel angiografie
303813006;tractus - angiografie
303814000;respiratoire angiografie
303818002;gastro angiografie
303820004;urinewegen angiografie
303821000;geslachtsorganen angiografie
303822007;genitali ë nmisvorming mannelijk angiografie
303826005;griffith , percutane herstel van achillespees
303827001;romp angiografie
303828006;hoofd angiografie
303829003;borst angiografie
303831007;injectie finger en duim
303837006;release ischemische contractuur
303840006;excisie van de craniale cyste
303845001;zenuwstelsel - angiografie
303846000;bovenste angiografie
303847009;onderste angiografie
303848004;specifieke angiografie test
303849007;speciaal angiogram perifeer verrichting
303856001;verwijdering van orthopedisch botdraden
303859008;ri scan van orgaansystemen
303860003;ziekte scintigrafie
303861004;ri scan van functie
303863001;repositie van ontwricht gewricht , implantatie
303864007;endoscopische parti kniemeniscusverwijdering
303866009;tc99m - labelled mucineus lever functieonderzoek , dynamic
303867000;tc99m - labelled mucineus lever functieonderzoek , static
303868005;scan blaas test
303869002;scan geslachtsorganen functieonderzoek
303870001;scan mannelijke geslachtsorganen functieonderzoek
303871002;scan urinewegen functieonderzoek
303874005;scan bloedcellen functieonderzoek
303875006;gedeeltelijke verwijdering van meniscus van knie
303876007;meniscal reattachment
303877003;meniscal hechting
303878008;scintigrafie thorax
303879000;scintigrafie abdomen
303883000;ri scan van hoofd
303884006;vergroeiing hallux valgus
303886008;eenvoudige artrodese
303887004;herstel van duim duplicatie
303888009;osteotomie van calcaneus
303889001;van pugh - tractie
303897008;ri scan van
303898003;tc99m - labelled mucineus milt functieonderzoek , dynamic
303899006;tc99m - labelled mucineus milt functieonderzoek , static
303900001;scan water - en -, elektrolyt functieonderzoek
303904005;scan van ademhaling
303905006;scintigrafie nao functietest
303907003;ri scan van functie
303908008;scintigrafie endocriene disfunctie
303909000;scan dunne functieonderzoek
303911009;echo test , orgaansystemen
303915000;echo maagdarmstelsel
303916004;hepatobiliary echo
303917008;echo urinewegen
303918003;echo mannelijke geslachtsorganen
303919006;echo bewegingsapparaat
303922008;echo schouderstreek
303923003;echo weke delen van
303924009;echo hand
303925005;echo pees
303926006;echo weke delen van onderbeen
303927002;r ö ntgenfoto van niet gespecificeerde lichaamsregio
303928007;r ö ntgenfoto van cavities van
303929004;oftalmische r ö ntgenfoto
303931008;long ö ntgenfoto
303932001;radiografie , thoracale
303935004;specifieke wervelkolomr ö ntgenfoto
303936003;specifieke r ö ntgenfoto onderzoek
303937007;r ö ntgenfoto van techniques
303938002;r ö ntgenfoto van
303939005;doorlichting van regio ' s
303940007;doorlichting hoofd
303941006;doorlichting abdomen
303942004;doorlichting van orgaansystemen
303943009;tractus doorlichting
303944003;urogenitaalstelsel doorlichting
303945002;skeletspierstelselafwijking doorlichting
303946001;respiratoire doorlichting
303968006;verwijdering van chirurgische materiaal
303994002;mond uitstrijkje
303995001;wangslijmvliesuitstrijkje
304016006;tc99m - dmsa nier
304039000;huidflap operatie
304040003;huidtransplantaat
304055007;hyperalimentatie parenteraal
304060006;oesofago - transposed jejunum
304087005;lokale subcutaan pedicled v - y weefsellap
304088000;lokale subcutaan pedicled islands weefsellap
304089008;lokale subcutaan pedicled islands weefsellap , transaxiale patroon
304091000;lokale subcutaan pedicled islands weefsellap , random - patroon
304092007;lokaal osseomyocutaneous weefsellap
304093002;lokale subcutaan pedicled weefsellap , osseomyocutaneous
304094008;lokale subcutaan pedicled weefsellap , myocutaneous
304095009;lokaal osseofasciocutaneous weefsellap
304096005;lokale subcutaan pedicled weefsellap , osseofasciocutaneous
304097001;lokale subcutaan pedicled weefsellap , fasciocutaneous
304099003;lokale transpositie weefsellap
304100006;lokale transpositie weefsellap , transaxiale patroon
304101005;lokale transpositie weefsellap , random - patroon
304102003;lokale spildraai weefsellap
304103008;lokaal advancement weefsellap
304107009;distant osseofasciocutaneous chirurgische weefsellap
304108004;distant osseomyocutaneous chirurgische weefsellap
304109007;distant subcutaan pedicled weefsellap , transaxiale patroon
304110002;distant subcutaan pedicled weefsellap , random - patroon
304133001;toegang van inwendige organen
304138005;zorg oogprothese
304212003;chirurgie onderzoek van
304237008;voorlichting van m werk
304238003;voorlichting , niet van werk
304341005;awake intubatie
304354003;ribexcisie rand
304356001;drainage via de incisie van pilonidaal abces
304357005;hoog ligatie van vena saphena
304363001;component van artroplastiek nao
304365008;augmentation van periarticular van bot
304383000;eiwit totaal
304384006;totale rotator cuff herstel
304385007;parti rotator cuff herstel
304389001;axillo - unifemoral bypass
304391009;wond infiltratie anesthesie
304392002;korte - golf diathermie van bovenste extremiteit
304393007;korte - golf diathermie van aangezicht
304394001;korte - golf diathermie van hals
304395000;korte - golf diathermie van romp
304396004;korte - golf diathermie van onderste extremiteit
304397008;korte - golf diathermie van schouder
304398003;korte - golf diathermie van elleboog
304399006;korte - golf diathermie van pols
304400004;korte - golf diathermie van hand
304401000;korte - golf diathermie van rug
304402007;korte - golf diathermie van pelvis
304403002;korte - golf diathermie van abdomen
304405009;korte - golf diathermie van heup
304406005;korte - golf diathermie van knie
304407001;korte - golf diathermie van enkel
304408006;korte - golf diathermie van voet
304409003;pulsed electromagnetic vermoeidheid van bovenste extremiteit
304410008;pulsed electromagnetic vermoeidheid van aangezicht
304411007;pulsed electromagnetic vermoeidheid van hals
304412000;pulsed electromagnetic vermoeidheid van romp
304413005;pulsed electromagnetic vermoeidheid van onderste extremiteit
304414004;pulsed electromagnetic energie - schouder
304415003;pulsed electromagnetic vermoeidheid van elleboog
304416002;pulsed electromagnetic vermoeidheid van pols
304417006;pulsed electromagnetic energie - hand
304418001;pulsed electromagnetic vermoeidheid van rug
304419009;pulsed electromagnetic energie - bekken
304420003;pulsed electromagnetic energie - abdominaal
304421004;pulsed electromagnetic vermoeidheid van heup
304422006;pulsed electromagnetic vermoeidheid van knie
304423001;pulsed electromagnetic vermoeidheid van enkel
304424007;pulsed electromagnetic energie - voet
304425008;echo behandeling van bovenste extremiteit
304426009;echo behandeling van aangezicht
304427000;echo behandeling van hals
304428005;echo behandeling van romp
304429002;echo behandeling van onderste extremiteit
304430007;echo behandeling van schouder
304431006;echo behandeling van elleboog
304432004;echo behandeling van pols
304433009;echo behandeling van hand
304434003;echo behandeling van rug
304435002;echo behandeling van pelvis
304436001;echo behandeling van abdomen
304437005;echo behandeling van heup
304438000;echo behandeling van knie
304439008;echo behandeling van enkel
304440005;echo behandeling van voet
304441009;interferential van bovenste extremiteit
304442002;interferential van aangezicht
304443007;interferential van hals
304444001;interferential van romp
304445000;interferential van onderste extremiteit
304446004;interferential van schouder
304447008;interferential van elleboog
304448003;interferential van pols
304449006;interferential van hand
304450006;interferential van rug
304451005;interferential van pelvis
304452003;interferential - abdominaal
304453008;interferential van heup
304454002;interferential van knie
304455001;interferential van enkel
304456000;interferential van voet
304458004;interrupted primair actueel van bovenste extremiteit
304459007;interrupted primair actueel van aangezicht
304460002;interrupted primair actueel van hals
304461003;interrupted primair actueel van romp
304462005;interrupted primair actueel van onderste extremiteit
304463000;interrupted primair actueel van schouder
304464006;interrupted primair actueel van elleboog
304465007;interrupted primair actueel van pols
304466008;interrupted primair actueel van hand
304467004;interrupted primair actueel van rug
304468009;interrupted primair actueel van pelvis
304469001;interrupted primair actueel - abdominaal
304470000;interrupted primair actueel van heup
304471001;interrupted primair actueel van knie
304472008;interrupted primair actueel van enkel
304473003;interrupted primair actueel van voet
304474009;directe actueel van bovenste extremiteit
304475005;directe actueel van aangezicht
304476006;directe actueel van hals
304477002;directe actueel van romp
304478007;directe actueel van onderste extremiteit
304479004;directe actueel van schouder
304480001;directe actueel van elleboog
304481002;directe actueel van pols
304482009;directe actueel van hand
304483004;directe actueel van rug
304484005;directe actueel van pelvis
304485006;directe actueel - abdominaal
304486007;directe actueel van heup
304487003;directe actueel van knie
304488008;directe actueel van enkel
304489000;directe actueel van voet
304490009;hoog ligatuur en ligatuur van extremiteiten
304491008;aandoening voorlichting voor ziekte
304492001;levensverrichtingen , algemene dagelijkse onderzoek
304493006;multi fysiologische monitoring regimes
304494000;monitoring , temperatuur pols en ademhalingsfrequentie
304495004;monitoring , bloeddruk temperatuur pols en ademhalingsfrequentie
304497007;giving encouragement met perform gedrag
304498002;giving encouragement - perform nao
304499005;giving encouragement van ontwikkeling skill
304500001;giving encouragement van discuss pasgeborene
304501002;giving encouragement door verplaatsing routine
304502009;biopsie van
304503004;encouraging - gedrag
304505006;voorlichting , about functionele activiteit
304507003;voorlichting , about inspanning
304508008;voorlichting van avoid functionele activiteit
304509000;voorlichting van avoid adl
304510005;voorlichting van avoid inspanning
304511009;reassuring about tekenen en symptomen
304512002;reminding about performing gedrag
304513007;reminding about performing nao
304514001;reminding about taking geneesmiddelen
304515000;reminding about keeping appointment
304516004;voorlichting van undertake adl
304517008;voorlichting van undertake functionele activiteit
304526006;voorlichting , about gedrag
304531008;voorlichting , about zijde van behandeling
304532001;voorlichting , about ë ntie risico behandeling
304536003;voorlichting van stop functionele activiteit
304537007;voorlichting van stop adl
304538002;voorlichting van stop inspanning
304539005;voorlichting van stop behandeling
304540007;voorlichting van stop geneesmiddel behandeling
304541006;voorlichting van perform behandeling
304546001;preparation nao
304547005;giving encouragement - perform adl
304548000;giving encouragement - perform functionele activiteit
304549008;giving encouragement bij inspanning
304550008;giving encouragement - tracheostomie sluiting medicatie
304551007;support instappen performing an gedrag
304553005;support instappen performing - functionele activiteit
304554004;support instappen performing an adl
304555003;reassuring about functionele activiteit
304556002;achterwortel operatie
304557006;reassuring about adl
304558001;reassuring about inspanning
304559009;assisting met functionele activiteit
304560004;assisting met adl
304561000;informing gezondheidszorg professional
304562007;informing arts
304563002;informing verwante
304564008;informing next van kin
304566005;admission en behandeling
304567001;admission voor langdurig zorg
304568006;admission voor zorg
304577004;humidified zuurstofinhalatietherapie
304578009;controle instappen performing adl
304579001;controle instappen performing nao
304580003;controle instappen exercising
304583001;uitgebreide rechter hemicolectomie en ileostomie
304584007;colon pouch chirurgie
304585008;shunt colon pouch
304586009;hervormen van colon pouch
304587000;excisie van colon pouch
304588005;poging dissecans nao
304622003;cohen - incisie
304637004;cognitieve restructuring
304638009;leeg stoel betrokken is ,
304639001;stress - mapping
304654007;discussion about adl
304658005;discussion about functionele activiteit
304671008;discussion about gedrag
304672001;discussion about - probleem
304673006;onderwijzen how - perform functionele activiteit
304674000;onderwijzen how - perform adl
304690000;penis plethysmografie
304693003;penis volume plethysmografie
304694009;penis circumference plethysmografie
304696006;vaginale plethysmografie
304697002;vaginale fotopletysmografie
304700003;distraction training
304701004;mentaal - stopping training
304702006;traumatische incident reductie
304810004;chirurgie gewricht eminence van kaak
304811000;operatie van gewricht
304812007;chirurgie condylus mandibulae
304814008;kleinian psychoanalysis
304815009;bion - virus psychoanalysis
304816005;generic psychoanalysis
304817001;onafhankelijke psychoanalysis
304818006;ziekte van psychoanalysis
304819003;lacanian psychoanalysis
304820009;congenitale psychodynamic psychotherapie
304821008;ondersteunende expressieve psychodynamic psychotherapie
304822001;psychodynamic - interpersoonlijke psychotherapie
304824000;virus psychoanalysis
304825004;humanistic psychotherapie
304826003;integrative psychotherapie
304834009;verwijdering van ventriculoatrial shunt
304837002;verwijdering van ventriculopleural shunt
304846008;uitwendige subduraal drain nao
304847004;herstel van cerebrospinaal
304848009;callosotomy
304849001;subpial hoog cortex
304851002;specifieke task orientated psychotherapie
304879008;recording interpersonal interactions
304880006;recording fysiologie van interpersonal interactions
304881005;psychodynamic interventies gerelateerd aan emoties
304882003;psychodynamic interventies gerelateerd aan afweermechanismen
304883008;begrip afweermechanismen
304884002;confronting afweermechanismen
304885001;werk met , overdracht ( psychologie )
304886000;werk met , tegenoverdracht ( psychologie )
304887009;interpreting psychodynamic interventies
304888004;begrip gedrag
304889007;blootstelling ,
304891004;cognitieve therapie
304892006;rogeriaanse therapie
304893001;expressed gevoel gezinstherapie
304894007;abreaction vliezen hypnotherapie
304903009;provision van day zorg -
304918005;verwijdering van cerebrospinaal vocht klep irrigatie
304926002;open atriale septostomy
304968002;foetale danforth chirurgie
304979007;voorlichting , about seeking help
304981009;voorlichting , about contacting someone
304991003;tracheostomie sluiting orale swab
304992005;afbinding van pocket
304993000;afbinding van pocket , syrinx
304994006;afbinding van pocket , interne
304995007;gewijzigde widman weefsellap met benige chirurgie
304996008;replaced laterale weefsellap met benige chirurgie
304997004;apically repositioned laterale weefsellap met benige chirurgie
305053005;computertomogram van
305056002;admission nao
305063002;stretching lichaamsdelen
305064008;therapeutische stretching
305065009;profylaxe cervicale stretching
305067001;profylaxe bovenste stretching
305068006;profylaxe truncus stretching
305070002;profylaxe onderste stretching
305073000;profylaxe elleboog stretching
305074006;profylaxe pols stretching
305075007;profylaxe hand stretching
305076008;histiocytose stretching
305078009;profylaxe coxa stretching
305079001;profylaxe knie stretching
305082006;profylaxe heup adductor stretching
305084007;profylactische quadriceps stretching
305085008;profylaxe hamstring stretching
305086009;profylaxe enkel stretching
305087000;profylaxe voet stretching
305088005;profylaxe achillespees stretching
305090006;profylaxe schouder stretching
305094002;therapeutische hals stretching
305096000;therapie , bovenste stretching
305097009;therapeutische truncus stretching
305099007;therapeutische onderste stretching
305100004;therapeutische schouder stretching
305101000;therapeutische elleboog stretching
305102007;therapeutische pols stretching
305103002;therapeutische hand stretching
305104008;therapeutische coxa stretching
305105009;therapeutische heup adductor stretching
305106005;therapeutische knie stretching
305107001;therapie , quadriceps stretching
305108006;therapeutische hamstring stretching
305109003;therapeutische enkel stretching
305111007;therapeutische voet stretching
305112000;therapeutische achillespees stretching
305113005;oog infiltratie anesthesie
305114004;retrobulbair infiltratie anesthesie
305115003;peribulbar infiltratie anesthesie
305212007;medische records transport
305213002;sending medische records - groep
305215009;pati ë verwijdering request nao
305224000;admission door van worker
305226003;admission door ongeval met spoed arts
305227007;admission door anesthetist
305228002;admission op - oncologist
305229005;admission door radiotherapist
305230000;admission door groep
305231001;admission door own groep
305232008;admission door groep partner
305239004;admission op familie planning arts
305240002;admission door intensive zorg specialist
305241003;admission op volwassen intensive zorg specialist
305242005;admission door unit specialist
305243000;admission door pediatrician
305244006;admission door community pediatrician
305245007;admission door neonatologist
305246008;admission door pediatrie , neurologist
305247004;admission door pediatrie , oncologist
305248009;admission door pijnmanagement specialist
305249001;admission door obstetrician en gynecologist
305250001;admission door gynecologist
305251002;admission door obstetrician
305252009;admission door beroep gezondheid arts
305253004;admission door pathologist
305254005;admission door bloed arts
305255006;admission door chemische pathologist
305256007;admission door algemeen pathologist
305257003;admission door hematologist
305258008;admission door een microbiologist
305259000;admission door neuropathologist
305260005;admission door arts
305261009;admission op - allergist
305262002;admission door cardiologist
305263007;admission op behandeling van oudere arts
305264001;admission op de borst arts
305265000;admission door thoracale arts
305266004;admission door respiratoir arts
305267008;admission op - immunologist
305268003;admission op - neurophysiologist
305269006;admission op - pharmacologist
305270007;admission op - physiologist
305271006;admission door dermatologist
305272004;admission door endocrinologist
305274003;admission door gastroenterologist
305275002;admission door huisartsen
305276001;admission door urogenitaal geneeskunde arts
305277005;admission door infectieziekten arts
305278000;admission door een ophthalmologist
305279008;admission door nephrologist
305280006;admission door neurologist
305281005;admission door isotopenscan arts
305282003;admission door rheumatologist
305283008;admission door rehabilitatie arts
305284002;admission door palliatieve arts
305285001;admission door psychiatrist
305286000;admission op op kinderleeftijd en adolescentie psychiatrist
305287009;admission door forensische psychiatrist
305288004;admission op liaison psychiatrist
305289007;admission door psychogeriatrician
305290003;admission door psychiatrist voor handicap
305291004;admission door rehabilitatie psychiatrist
305292006;admission door radiologist
305293001;admission door surgeon
305294007;admission op de borst surgeon
305295008;admission op cardiothoracic surgeon
305296009;admission op thoracaal surgeon
305297000;admission door cardiale surgeon
305298005;admission door tandartsen
305299002;admission door orthodontist
305300005;admission door pediatrie tandarts
305301009;admission door restauratieve tandarts
305302002;admission door -, neus - en surgeon
305303007;admission door endocriene surgeon
305304001;admission door intestinale surgeon
305305000;admission door algemeen intestinale surgeon
305306004;admission op arm intestinale surgeon
305307008;admission door colorectale surgeon
305308003;admission door algemeen surgeon
305309006;admission op hand surgeon
305310001;admission op hepatobiliary surgeon
305311002;admission door neurosurgeon
305312009;admission door ophthalmologist
305313004;admission orale surgeon
305314005;admission door orthopedische surgeon
305315006;admission door pediatrie , surgeon
305316007;admission door de surgeon
305317003;admission door plastische surgeon
305318008;admission door transplantaat surgeon
305319000;admission door traumatische surgeon
305320006;admission door urologist
305321005;admission door vasculaire surgeon
305322003;admission door gezondheidszorg assistant
305323008;admission door midwife
305324002;admission door community - midwife
305325001;admission door , ziekenhuis - midwife
305326000;admission door verpleegkundigen
305327009;admission door agency verpleegkundige
305328004;admission door enrolled verpleegkundige
305329007;admission door algemeen verpleegkundigen
305330002;admission door mentale stoornissen verpleegkundigen
305331003;admission door verpleegkundigen voor de mentally gehandicapt
305332005;admission door sick kinder - verpleegkundigen
305333000;admission door hoofdverpleegkundige
305334006;admission door assistent - verpleegkundigen
305335007;toelating tot establishment
305336008;toelating tot hospices
305337004;toelating tot ziekenhuizen , plaatselijke
305338009;toelating tot groep ziekenhuis
305339001;toelating tot priv é- klinieken
305340004;toelating tot langdurig verblijf ziekenhuis
