conceptId;Beschrijving;conceptId;Beschrijving Matecat;conceptId;Beschrijving thot mw;conceptId;beschrijving thot
232641004;lobectomie van long met resectie van deel van naburige longkwab;232641004;Lobectomie van long met excisie van een deel van aangrenzende kwab;232641004;longlobectomie met excisie van adjacent kwab;232641004;lobectomie ( met excisie van adjacent kwab
232642006;extrapericardiale pneumonectomie;232642006;Extrapericardial pneumonectomy;232642006;extrapericardiaal pneumonectomie;232642006;extrapericardial pneumonectomie
232643001;intrapericardiale pneumonectomie;232643001;intrapericardiale pneumonectomy;232643001;intrapericardial pneumonectomie;232643001;intrapericardial pneumonectomie
232644007;extrapleurale pneumonectomie;232644007;extrapleural pneumonectomy;232644007;extrapleurale pneumonectomie;232644007;extrapleurale pneumonectomie
232645008;pleuropneumonectomie;232645008;Pleuropneumonectomy;232645008;pleuropneumonectomy;232645008;pleuropneumonectomy
232646009;completion pneumonectomie;232646009;afronding pneumonectomy;232646009;completion pneumonectomie;232646009;completion pneumonectomie
232647000;pneumonectomie met tracheobronchiale sleeve;232647000;Pneumonectomie met tracheobronchoplasty;232647000;pneumonectomie met tracheobronchoplasty;232647000;pneumonectomie met tracheobronchoplasty
232648005;resectie van longsekwester;232648005;Uitsnijding van de long beslaglegging;232648005;excisie van pulmonale sequestratie;232648005;excisie van pulmonale sequestratie
232649002;herstel van longbulla;232649002;Reparatie van bulla van de long;232649002;herstel van long;232649002;herstel van long
232650002;overhechten van longbulla;232650002;Oversewing van bulla van de long;232650002;oversewing van long;232650002;oversewing van long
232651003;resectie van longbulla;232651003;Uitsnijden van bulla van de long;232651003;excisie van long;232651003;excisie van long
232652005;marsupialisatie van longbulla;232652005;Cavernostomizing van bulla van de long;232652005;cavernostomizing van long;232652005;cavernostomizing van long
232653000;herstel van longlaceratie;232653000;Reparatie van de longen scheuren;232653000;herstel inscheuring van long;232653000;herstel inscheuring van long
232655007;aspiratie van longletsel;232655007;Aspiratie van de long laesie;232655007;aspiratie longkanker nao;232655007;aspiratie longkanker nao
232656008;intercostale punctie van longbulla;232656008;Intercostale punctie van de long bulla;232656008;intercostalis punctie long bulla;232656008;intercostale punctie long bulla
232657004;enkelvoudige longtransplantatie;232657004;Single longtransplantatie;232657004;enkelvoudige longtransplantaat;232657004;single - long
232658009;dubbele longtransplantatie;232658009;Dubbele longtransplantatie;232658009;dubbel longtransplantaat;232658009;dubbel long
232659001;dubbele longharttransplantatie en bloc;232659001;Dubbele longtransplantatie als een blok;232659001;dubbel longtransplantatie als - blok;232659001;dubbel complicaties als - blok
232660006;bilaterale sequenti ë le enkelvoudige longtransplantatie;232660006;Bilaterale sequenti ë le enkele longtransplantatie;232660006;bilaterale sequential eenmalige longtransplantaat;232660006;bilaterale sequential eenmalige long
232661005;donor pneumonectomie;232661005;Verwijdering van de longen van de donor;232661005;verwijdering van long door donor;232661005;verwijdering van long door donor
232665001;vrije luchtweg door kinlift;232665001;kinlift;232665001;kin facelift;232665001;kin lift
232666000;vrije luchtweg door kaaklift;232666000;jaw thrust;232666000;kaak thrust;232666000;kaak thrust
232668004;vrije luchtweg door tractie van tong;232668004;tong tractie;232668004;tong tractie;232668004;tong tractie
232673005;vrije luchtweg door insertie van obturator;232673005;Obturator luchtwegen inbrengen;232673005;obturator luchtweg katheterisatie;232673005;obturator luchtweg katheterisatie
232674004;orotracheale intubatie;232674004;Orotracheal intubatie;232674004;orotracheal intubatie;232674004;orotracheal intubatie
232677006;endotracheale intubatie met rigide bronchoscoop;232677006;Tracheale intubatie met behulp van starre bronchoscoop;232677006;intratracheale intubatie using stenose bronchoscoop;232677006;endotracheale intubatie using stenose bronchoscopen
232678001;fiberoptische endotracheale intubatie;232678001;Orotracheal fiberoptische intubatie;232678001;orotracheal flexibele intubatie;232678001;orotracheal flexibele intubatie
232679009;nasotracheale intubatie;232679009;nasotracheale intubatie;232679009;nasotracheale intubatie;232679009;nasotracheale intubatie
232681006;blinde nasotracheale intubatie;232681006;Blind nasale intubatie;232681006;blindheid neus intubatie;232681006;blindheid neus intubatie
232682004;fiberoptische nasotracheale intubatie;232682004;Nasotracheale fiberoptische intubatie;232682004;nasotracheale flexibele intubatie;232682004;nasotracheale flexibele intubatie
232683009;inbrengen van cricothyroidotomie canule;232683009;Cricothyroidotomy buis inbrengen;232683009;cricothyroidotomy tube plaatsing;232683009;cricothyroidotomy tube plaatsing
232684003;inbrengen van minitrach;232684003;Minitrach inbrengen;232684003;minitrach plaatsing;232684003;minitrach plaatsing
232685002;inbrengen van tracheostomie canule;232685002;Het inbrengen van tracheostomiebuis;232685002;plaatsing van tracheostomieslang;232685002;plaatsing van tracheostomieslang
232686001;inbrengen van T - tube in trachea;232686001;Het inbrengen van tracheale T - buis;232686001;implantatie , trachea - eustachius;232686001;implantatie , trachea - eustachius
232687005;intubatie van bronchus;232687005;endobronchiale intubatie;232687005;endobronchiale intubatie;232687005;endobronchial intubatie
232688000;insertie van endobronchiale blokker;232688000;Het inbrengen van endobronchiale blokker;232688000;implantatie endobronchiale blocker;232688000;plaatsing van endobronchial blocker
232693002;inflatie van gecuffte tube;232693002;De inflatie van de buis manchet;232693002;inflation van buis cuff;232693002;inflation van buis van cuff
232694008;deflatie van gecuffte tube;232694008;Deflatie van de buis manchet;232694008;deflation van buis cuff;232694008;deflation van buis van cuff
232695009;plaatsen keelpack;232695009;Het inbrengen van de keel pak;232695009;van keel pack;232695009;van keel pack
232697001;reinsufflatie van long;232697001;Lung heropblazing;232697001;long reinflation;232697001;long reinflation
232702005;orotracheale aspiratie;232702005;Orotracheal zuigkracht;232702005;orotracheal zuigdrainage;232702005;orotracheal zuigdrainage
232704006;tracheobronchiale lavage;232704006;tracheobronchiale lavage;232704006;tracheobronchiale lavage;232704006;tracheobronchiale spoeling
232707004;verwijderen van vreemd voorwerp in luchtweg;232707004;Verwijdering van vreemde lichaam van de luchtwegen;232707004;vreemd lichaam verwijdering uit luchtwegen;232707004;vreemd lichaam verwijdering uit luchtwegen
232710006;herpositioneren van endotacheale tube;232710006;Intrekking van de buis van bronchus in de luchtpijp;232710006;coitus van buis van bronchus naar trachea;232710006;coitus - drain uit bronchus naar trachea
232712003;verwijderen keelpack;232712003;Verwijdering van de keel pak;232712003;verwijdering van keel pack;232712003;verwijdering van keel pack
232716000;verwijderen van endobronchiale blokker;232716000;Verwijdering van endobronchiale blokker;232716000;verwijdering endobronchiale blocker;232716000;verwijdering van endobronchial blocker
232717009;coronaire arterie bypass greffe;232717009;CABG;232717009;coronaire bypass;232717009;coronaire bypass
232719007;coronaire arterie bypass x1;232719007;Coronaire bypass x 1;232719007;coronaire bypass gespecificeerde 1;232719007;coronaire bypass gespecificeerde 1
232720001;coronaire arterie bypass x2;232720001;Coronaire bypass transplantaten x 2;232720001;coronaire bypass transplantaat gespecificeerd type;232720001;bypass transplantaat gespecificeerd type
232721002;coronaire arterie bypass x3;232721002;Coronaire bypass transplantaten x 3;232721002;coronaire bypass transplantaat gespecificeerde 3;232721002;bypass transplantaat gespecificeerde 3
232722009;coronaire arterie bypass x4;232722009;Coronaire bypass transplantaten x 4;232722009;coronaire bypass transplantaat gespecificeerde 4;232722009;bypass transplantaat gespecificeerde 4
232723004;coronaire arterie bypass x5;232723004;Coronaire bypass transplantaten x 5;232723004;coronaire bypass transplantaat gespecificeerde 5;232723004;bypass transplantaat gespecificeerde 5
232724005;coronaire arterie bypass meer dan 5;232724005;Coronaire bypass ent meer dan 5;232724005;coronaire bypass transplantaat majoris dan 5;232724005;bypass transplantaat greater dan 5
232726007;percutane endarteri ë ctomie van coronaire arterie;232726007;Percutane endarterectomie van de kransslagader;232726007;percutane coronaire endarteri ë ctomie;232726007;percutane coronaire endarteri ë ctomie
232727003;percutane directionele endarteri ë ctomie van coronaire arterie;232727003;Percutane coronaire directionele atherectomie;232727003;percutane directional atherectomie , coronaire;232727003;percutane directional atherectomie , coronaire
232731009;percutane trombolyse van coronaire arterie;232731009;Percutane trombolyse van de kransslagader;232731009;percutane trombolyse , coronaire;232731009;percutane trombolyse , coronaire
232733007;exploratie van coronaire arterie via arteriotomie;232733007;Verkenning van de kransslagader met arteriotomie;232733007;exploratie coronaire met arteriotomie;232733007;exploration coronaire met arteriotomy
232737008;embolisatie van coronaire arterie fistula;232737008;Embolisatie van coronaire fistels;232737008;embolisatie van kransslagaderfistel;232737008;embolisatie van kransslagaderfistel
232738003;ligatuur van coronaire arterie;232738003;Ligatie van de kransslagader;232738003;ligatie , coronaire;232738003;ligatie , coronaire
232739006;verwijderen van vreemd voorwerp uit coronaire arterie;232739006;Verwijdering van vreemde lichaam van de kransslagader;232739006;verwijdering van coronairarterie;232739006;verwijdering van coronairarterie
232740008;ingreep mitraalklep;232740008;Mitralisklep operatie;232740008;mitralisklep operatie;232740008;mitralisklepstenose , chirurgische
232741007;inspectie mitraalklep;232741007;Inspectie van de mitralisklep;232741007;inspectie mitraal;232741007;inspection van mitralisklep
232742000;inspectie mitraalklepprothese;232742000;Inspectie van ge ï mplanteerde mitralisklep;232742000;inspectie , ge ï mplanteerd mitralisklep;232742000;inspection - ge ï mplanteerd mitraal
232744004;annuloplastie mitraalklep met ring;232744004;Mitralisannuloplastiek behulp ring;232744004;mitralis - annuloplasty using ring;232744004;mitralis - annuloplasty using ring
232745003;plicatuur annuloplastie mitraalklep;232745003;Sing annuloplasty van de mitralisklep;232745003;plication annuloplasty van mitralisklep;232745003;plication annuloplasty van mitralisklep
232746002;vergroting annulus mitraalklep;232746002;Mitralisannulus uitbreiding;232746002;floppy annulus hypertrofie;232746002;mitralis - annulus klieren
232748001;inkorten papillairspier van de mitraalklep;232748001;Het verkorten van operatie op mitralisklep papillairspierkracht;232748001;korte operatie mitralisklep papillaire;232748001;korte operatie mitralisklep papillaire
232749009;verlengen papillairspier van de mitraalklep;232749009;Verlenging operatie op mitralisklep papillairspierkracht;232749009;verlenging operatie mitralisklep papillaire;232749009;verlenging operatie mitralisklep papillaire
232750009;herimplanteren papillairspier van de mitraalklep;232750009;Re ï mplantatie van mitralisklep papillairspierkracht;232750009;replantatie mitralis papillaire;232750009;replantatie mitralis papillaire
232752001;herstel van ruptuur chordae tendinae;232752001;Reparatie van de breuk van mitralisklep chordae tendineae;232752001;herstel van mitralis chordae tendineae;232752001;herstel van mitralisklep chordae tendineae
232753006;vervangen chordae tendinae door prothese;232753006;Prothese van mitralisklep chordae tendineae;232753006;vervanging van mitralis chordae tendineae;232753006;vervanging van mitralis chordae tendineae
232754000;fenestratie chordae tendinae van de mitraalklep;232754000;Fenestration operatie op mitralisklep chordae tendineae;232754000;fenestration chirurgie mitralisklep chordae tendineae;232754000;fenestration chirurgie mitralisklep chordae tendineae
232755004;verkortingsplastie chordae tendinae mitraalklep;232755004;Het verkorten van plasty om mitralisklep chordae tendineae;232755004;korte plasty van mitralis chordae tendineae;232755004;korte plasty van mitralisklep chordae tendineae
232757007;herstel defect van de mitraalklep;232757007;Reparatie van defect van mitralisklep leaflet;232757007;herstel van mitralis leaflet;232757007;herstel van mitralisklep leaflet
232758002;resectie mitraalklepblad;232758002;Resectie van mitralisklep leaflet;232758002;resectie van mitralis leaflet;232758002;resectie van mitralisklep leaflet
232759005;excisie letsel mitraalklepblad;232759005;Excision laesie van mitralisklep leaflet;232759005;excisie van van mitralis - leaflet;232759005;excisie van van mitralis - leaflet
232760000;sluiten ware mitralis cleft;232760000;Sluiting van de ware mitralisklep gespleten;232760000;herstel echt mitralisklep gespleten;232760000;herstel true mitralisklep gespleten
232761001;excisie vegetaties mitraalklep;232761001;Uitsnijden van vegetaties van mitralisklep;232761001;excisie van de vegetaties van mitralisklep;232761001;excisie van de vegetaties van mitralisklep
232762008;excisie vegetaties ge ï mplanteerde mitraalklep;232762008;Uitsnijden van vegetaties van ge ï mplanteerde mitralisklep;232762008;excisie van de vegetaties van ge ï mplanteerd mitralisklep;232762008;excisie van de vegetaties van ge ï mplanteerd mitraal
232763003;verwijderen trombus mitraalklep;232763003;Het verwijderen van trombus van de mitralisklep;232763003;trombectomie van mitralisklep;232763003;trombectomie van mitralisklep
232764009;verwijderen trombus ge ï mplanteerde mitraalklep;232764009;Het verwijderen van trombus van ge ï mplanteerde mitralisklep;232764009;trombectomie van ge ï mplanteerd mitralisklep;232764009;trombectomie van ge ï mplanteerd mitraal
232765005;excisie van ring boven de mitralis klep;232765005;Excisie van supramitral klepring;232765005;excisie van supramitral klep ) stenose;232765005;excisie van supramitral klep ) stenose
232766006;decalcificatie mitraalklep;232766006;Ontkalken van de mitralisklep;232766006;cari ë s van mitralisklep;232766006;cari ë s van mitralisklep
232767002;decalcificatie ge ï mplanteerde mitraalklep;232767002;Ontkalking van ge ï mplanteerde mitralisklep;232767002;cari ë s ge ï mplanteerd mitralisklep;232767002;cari ë s ge ï mplanteerd mitraal
232769004;ballon mitraalklep valvotomie;232769004;Ballon mitralisklep valvotomy;232769004;transluminale mitralisvalvotomie;232769004;transluminale mitralisvalvotomie
232770003;ballon dilatatie van een mitraliskunstklep;232770003;Ballondilatatie van ge ï mplanteerde mitralisklep;232770003;ballondilatatie , ge ï mplanteerd mitralisklep;232770003;transluminale van ge ï mplanteerd mitraal
232771004;transluminele radiofrequente mitraalvalvotomie;232771004;Transluminale radiofrequentie mitralisklep valvotomy;232771004;transluminale radiofrequency mitralisvalvotomie;232771004;transluminale radiofrequency mitralisvalvotomie
232772006;mitraalklep verwijdering;232772006;mitralisklep valvectomy;232772006;floppy valvectomy;232772006;mitralis - valvectomy
232773001;vervanging van mitraalklep door bjork - shiley kunstklep;232773001;Bjork - Shiley prothetische vervanging van de mitralisklep;232773001;bjork - shiley prothese mitralisklepvervanging;232773001;bjork - shiley prothese mitralisklepvervanging
232775008;rotatie van ge ï mplanteerde mitraalklep;232775008;Rotatie van ge ï mplanteerde mitralisklep;232775008;duizeligheid bij ge ï mplanteerd mitralisklep;232775008;duizeligheid bij ge ï mplanteerd mitraal
232776009;herstel paravalvulair lek ge ï mplanteerde mitraalklep;232776009;Reparatie van ge ï mplanteerde mitralisklep paravalvular lek;232776009;herstel van ge ï mplanteerd mitralisklep paravalvular lek;232776009;herstel van ge ï mplanteerd mitralisklep paravalvular lek
232777000;vervanging van ge ï mplanteerde mitraalklep;232777000;Vervanging van ge ï mplanteerde mitralisklep;232777000;vervanging van ge ï mplanteerd mitralisklep;232777000;vervanging van ge ï mplanteerd mitraal
232779002;inspectie van de valva tricuspidalis;232779002;Inspectie van tricuspidalisklep;232779002;inspectie van;232779002;inspection van
232780004;inspectie van een geimplanteerde tricuspidale klep;232780004;Inspectie van ge ï mplanteerde tricuspidalisklep;232780004;inspectie , ge ï mplanteerd tricuspidalisklep;232780004;inspection - ge ï mplanteerd tricuspidalisklep
232782007;tricuspied annuloplastie met ring;232782007;Tricuspid annuloplasty behulp ring;232782007;tricuspidalis - annuloplasty using ring;232782007;tricuspidalis - annuloplasty using ring
232783002;plicatuur annuloplastie tricuspidaalklep;232783002;Sing annuloplasty van tricuspidalisklep;232783002;plication annuloplasty van;232783002;plication annuloplasty van
232784008;bicuspidalisatie van de tricuspidaalklep;232784008;Bicuspidization van tricuspidalisklep;232784008;bicuspidization van;232784008;bicuspidization van
232786005;inkorten papillairspier , tricuspidaalklep;232786005;Het verkorten van operatie op tricuspid papillairspierkracht;232786005;korte operatie tricuspidalisklep papillaire;232786005;korte operatie tricuspidalisklep papillaire
232787001;verlengen papillairspier , tricuspidaalklep;232787001;Verlenging operatie op tricuspid papillairspierkracht;232787001;verlenging operatie tricuspidalisklep papillaire;232787001;verlenging operatie tricuspidalisklep papillaire
232788006;herimplanteren papillair spier tricuspiedklep;232788006;Re ï mplantatie van tricuspid papillairspierkracht;232788006;replantatie van papillaire;232788006;replantatie van papillaire
232790007;herstel gescheurde chordae tendinae van tricuspiedklep;232790007;Reparatie van de breuk van tricuspid chordae tendineae;232790007;herstel van ruptuur van chordae tendineae;232790007;herstel van ruptuur van chordae tendineae
232791006;vervangen chordae tendinae tricuspiedklep door prothese materiaal;232791006;Prothese van tricuspid chordae tendineae;232791006;vervanging van chordae tendineae;232791006;vervanging van chordae tendineae
232792004;doornemen chordae tendinae tricuspiedklep;232792004;Afdeling / resectie van tricuspid chordae tendineae;232792004;divisio en resectie van chordae tendineae;232792004;tenotomie en resectie van chordae tendineae
232793009;fenestratie chordae tendinae van de tricuspidaalklep;232793009;Fenestration operatie op tricuspid chordae tendineae;232793009;fenestration chirurgie tricuspidalisklep chordae tendineae;232793009;fenestration chirurgie tricuspidalisklep chordae tendineae
232794003;Verkortingsplastie chordae tendinae tricuspidaalklep;232794003;Het verkorten van plasty om tricuspid chordae tendineae;232794003;korte plasty van de tricuspidalisklep chordae tendineae;232794003;korte plasty van tricuspidalisklep chordae tendineae
232796001;herstel van een klepblad van de tricuspidaalklep;232796001;Reparatie van defect van tricuspid leaflet;232796001;herstel defect van leaflet;232796001;herstel defect van leaflet
232797005;resectie klepblad tricuspidaalklep;232797005;Resectie van tricuspidalisklep leaflet;232797005;resectie van leaflet;232797005;resectie van leaflet
232799008;excisie letsel tricuspidaalklep;232799008;Excision laesie van tricuspid leaflet;232799008;excisie van van tricuspidalisklep leaflet;232799008;excisie van van tricuspidalisklep leaflet
232800007;sluiting van ware ticuspiedcleft;232800007;Sluiting van de ware tricuspid gespleten;232800007;herstel echt tricuspidalisklep gespleten;232800007;herstel true tricuspidalisklep gespleten
232801006;Excisie vegetaties tricuspidaalklep;232801006;Uitsnijden van vegetaties van tricuspidalisklep;232801006;excisie van de vegetaties van tricuspidalisklep;232801006;excisie van de vegetaties van tricuspidalisklep
232802004;excisie vegetaties van ge ï mplanteerde tricuspidaalklep;232802004;Uitsnijden van vegetaties van ge ï mplanteerde tricuspidalisklep;232802004;excisie van de vegetaties van ge ï mplanteerd tricuspidalisklep;232802004;excisie van de vegetaties van ge ï mplanteerd tricuspidalisklep
232803009;verwijderen trombus van tricuspidaalklep;232803009;Verwijdering van een trombus uit tricuspidalisklep;232803009;trombectomie van tricuspidalisklep;232803009;trombectomie van tricuspidalisklep
232804003;verwijderen trombus van ge ï mplanteerde tricuspidaalklep;232804003;Verwijdering van een trombus uit ge ï mplanteerde tricuspidalisklep;232804003;trombectomie van ge ï mplanteerd tricuspidalisklep;232804003;trombectomie van ge ï mplanteerd tricuspidalisklep
232806001;decalcificatie tricuspidaalklep;232806001;Ontkalking van tricuspidalisklep;232806001;cari ë s van;232806001;cari ë s van
232807005;decalcificatie geimplanteerde tricuspidaalklep;232807005;Ontkalking van ge ï mplanteerde tricuspidalisklep;232807005;cari ë s ge ï mplanteerd tricuspidalisklep;232807005;cari ë s ge ï mplanteerd tricuspidalisklep
232808000;sluiten tricuspidalisklep;232808000;Sluiting van de tricuspidalisklep;232808000;herstel van;232808000;herstel van
232809008;ballon valvotomie tricuspidalisklep;232809008;Ballon tricuspid valvotomy;232809008;transluminale tricuspidalisvalvotomie;232809008;transluminale tricuspidalisvalvotomie
232810003;ballondilatatie van ge ï mplanteerde tricuspidaalklep;232810003;Ballondilatatie van ge ï mplanteerde tricuspidalisklep;232810003;ballondilatatie , ge ï mplanteerd tricuspidalisklep;232810003;transluminale van ge ï mplanteerd tricuspidalisklep
232811004;ricuspied valvectomie;232811004;tricuspid valvectomy;232811004;tricuspidalis valvectomy;232811004;tricuspidalis valvectomy
232813001;rotatie van de geimplanteerde tricuspidale klep;232813001;Rotatie van ge ï mplanteerde tricuspidalisklep;232813001;duizeligheid bij ge ï mplanteerd tricuspidalisklep;232813001;duizeligheid bij ge ï mplanteerd tricuspidalisklep
232814007;herstel van het paravalvulair lek ter hoogte van de geimplanteerde tricuspidale klep;232814007;Reparatie van ge ï mplanteerde tricuspid paravalvular lek;232814007;herstel van ge ï mplanteerd tricuspidalisklep paravalvular lek;232814007;herstel van ge ï mplanteerd tricuspidalisklep paravalvular lek
232815008;vervanging van ge ï mplanteerde tricuspied klep;232815008;Vervanging van ge ï mplanteerde tricuspidalisklep;232815008;vervanging van ge ï mplanteerd tricuspidalisklep;232815008;vervanging van ge ï mplanteerd tricuspidalisklep
232817000;inspectie van aortaklep;232817000;Inspectie van de aortaklep;232817000;inspectie aortaklep;232817000;inspection van aortaklep
232819002;inspectie van ge ï mplanteerde aortaklep;232819002;Inspectie van ge ï mplanteerde aortaklep;232819002;inspectie , ge ï mplanteerd aortaklep;232819002;inspection - ge ï mplanteerd aortaklep
232820008;annuloplastie van aortaklep;232820008;Annuloplasty van de aortaklep;232820008;annuloplasty aortaklep;232820008;annuloplasty van aortaklep
232821007;patch vergroting van aortaklep anulus;232821007;Patch uitbreiding van aortaklep annulus;232821007;huidpatch vergroting hart annulus;232821007;huidpatch vergroting hart annulus
232823005;plicatuur aortaklepblad;232823005;Passing van de aortaklep knobbel;232823005;plication aortaklep cuspis;232823005;plication van hart cusp
232824004;resectie van aortaklepblad;232824004;Resectie van aortaklep knobbel;232824004;resectie van aorta cuspis;232824004;resectie van hart cusp
232825003;resectie van aortaklepblad en herstel met circumferenti ë le annuloplastie;232825003;Aortaklep vooravond resectie en reparatie met de omtrek annuloplasty;232825003;aorta cuspis resectie en herstel met circumferential annuloplasty;232825003;hart cusp resectie en herstel met circumferential annuloplasty
232826002;excisie letsel van aortaklepblad;232826002;Excision laesie van aortaklep knobbel;232826002;excisie van van aorta cuspis;232826002;excisie van van hart cusp
232827006;herstel aortaklepblad;232827006;Reparatie van de aortaklep knobbel;232827006;aortaklepherstel cuspis;232827006;aortaklepherstel nao cusp
232828001;excisie van vegetaties op aortaklep;232828001;Uitsnijden van vegetaties van de aortaklep;232828001;excisie van de vegetaties van aorta;232828001;excisie van de vegetaties van aortaklep
232829009;excisie van vegetaties van ge ï mplanteerde aortaklep;232829009;Uitsnijden van vegetaties uit aortaklep ge ï mplanteerd;232829009;excisie van de vegetaties van ge ï mplanteerd aortaklep;232829009;excisie van de vegetaties van ge ï mplanteerd aortaklep
232830004;verwijderen van trombus van aortaklep;232830004;Verwijdering van een trombus uit aortaklep;232830004;trombectomie van aorta;232830004;trombectomie van aortaklep
232831000;verwijderen van trombus van ge ï mplanteerde aortaklep;232831000;Verwijdering van een trombus uit aortaklep ge ï mplanteerd;232831000;trombectomie van ge ï mplanteerd aortaklep;232831000;trombectomie van ge ï mplanteerd aortaklep
232832007;decalcificatie van aortaklep;232832007;Ontkalking van aortaklep;232832007;decalcificatie aortaklep;232832007;cari ë s van aortaklep
232833002;decalcificatie van ge ï mplanteerde aortaklep;232833002;Ontkalking van ge ï mplanteerde aortaklep;232833002;cari ë s ge ï mplanteerd aortaklep;232833002;cari ë s ge ï mplanteerd aortaklep
232834008;ballondilatatie van aortaklep;232834008;Ballon aorta valvotomy;232834008;transluminale aortavalvotomie;232834008;transluminale aortavalvotomie
232835009;ballondilatatie van ge ï mplanteerde aortaklep;232835009;Ballondilatatie van ge ï mplanteerde aortaklep;232835009;ballondilatatie , ge ï mplanteerd aortaklep;232835009;transluminale van ge ï mplanteerd aortaklep
232836005;transluminele laser valvulotomie van aortaklep;232836005;valvotomy transluminale laser aorta;232836005;transluminale laser aortavalvotomie;232836005;transluminale laser aortavalvotomie
232837001;transluminele radiofrequente valvulotomie van aortaklep;232837001;Transluminale radiofrequentie aorta valvotomy;232837001;transluminale radiofrequency aortavalvotomie;232837001;transluminale radiofrequency aortavalvotomie
232838006;vervanging van aortaklep door autogreffe;232838006;Autograft vervanging van de aortaklep;232838006;autograft aortaklepvervanging;232838006;autograft aortaklepvervanging
232841002;herstel van paravalvulair lek van ge ï mplanteerde aortaklep;232841002;Reparatie van ge ï mplanteerde aorta paravalvular lek;232841002;herstel van ge ï mplanteerd aorta paravalvular lek;232841002;herstel van ge ï mplanteerd aorta paravalvular lek
232842009;vervanging van geimplanteerde aortaklep;232842009;Vervanging van ge ï mplanteerde aortaklep;232842009;vervanging van ge ï mplanteerd aortaklep;232842009;vervanging van ge ï mplanteerd aortaklep
232845006;resuspensie van aortaklep met vervanging van ascenderende aorta;232845006;Aortaklep resuspensie en vervanging van de aorta ascendens;232845006;aorta resuspension met implantatie van aorta ascendens;232845006;hart resuspension met implantatie van aorta ascendens
232846007;vervanging van aortaklep en aorta ascendens ( bentall );232846007;Vervanging van de aortaklep en de vervanging van de aorta ascendens;232846007;aortaklepvervanging met implantatie van aorta ascendens;232846007;aortaklepvervanging met implantatie van aorta ascendens
232847003;vervanging van aortaklep met aortoplastie;232847003;Vervanging van de aortaklep en aortoplasty;232847003;aortaklepvervanging en aortoplasty;232847003;aortaklepvervanging en aortoplasty
232848008;vervanging van aortaklep met patch aortoplastie;232848008;Vervanging van de aortaklep en patch aortoplasty;232848008;aortaklepvervanging en epicutane aortoplasty;232848008;aortaklepvervanging en epicutane aortoplasty
232849000;vervanging van aortaklep met plicatuur van aorta ascendens;232849000;Vervanging van de aortaklep en de passing van de stijgende aorta;232849000;aortaklepvervanging en plication van aorta ascendens;232849000;aortaklepvervanging en plication van aorta ascendens
232850000;aortoventriculoplastie;232850000;Aortoventriculoplasty;232850000;aortoventriculoplasty;232850000;aortoventriculoplasty
232851001;Konno aortoventriculoplastie;232851001;Konno aortoventriculoplasty;232851001;konno aortoventriculoplasty;232851001;konno aortoventriculoplasty
232853003;plaatsen van transannulaire patch in linker ventriculaire outflow tract;232853003;Plaatsing van de linker ventrikel outflow tract transannulaire patch;232853003;placement , linker ventriculaire outflow - transannular epicutane;232853003;placement , linker outflow - transannular epicutane
232854009;pulmonalisklep operatie;232854009;Pulmonaalklep operatie;232854009;pulmonale chirurgie;232854009;pulmonale chirurgie
232855005;inspectie pulmonalisklep;232855005;Inspectie van pulmonaalklep;232855005;inspectie klep;232855005;inspection van pulmonalisklep
232856006;inspectie ge ï mplanteerde pulmonalisklep;232856006;Inspectie van ge ï mplanteerde pulmonaalklep;232856006;inspectie , ge ï mplanteerd pulmonalisklepaandoeningen;232856006;inspection - ge ï mplanteerd pulmonalisklepaandoeningen
232857002;excisie vegetaties pulmonalisklep;232857002;Uitsnijden van vegetaties uit pulmonaalklep;232857002;excisie van de vegetaties van pulmonalisklep;232857002;excisie van de vegetaties van pulmonalisklep
232858007;excisie van vegetaties ge ï mplanteerde pulmonalisklep;232858007;Uitsnijden van vegetaties van ge ï mplanteerde pulmonaalklep;232858007;excisie van de vegetaties van ge ï mplanteerd pulmonalisklepaandoeningen;232858007;excisie van de vegetaties van ge ï mplanteerd pulmonalisklepaandoeningen
232860009;resectie pulmonalisklepblad;232860009;Resectie van pulmonaalklep knobbel;232860009;resectie van klep cuspis;232860009;resectie van klep cusp
232861008;herstel pulmonalisklepblad;232861008;Reparatie van pulmonaalklep knobbel;232861008;longklepherstel cuspis;232861008;longklepherstel nao cusp
232862001;excisie letsel pulmonalisklepblad;232862001;Excision laesie van pulmonaalklep knobbel;232862001;excisie van van klep cuspis;232862001;excisie van van klep cusp
232863006;verwijderen trombus pulmonalisklep;232863006;Het verwijderen van trombus van pulmonaalklep;232863006;trombectomie van pulmonalisklep;232863006;trombectomie van pulmonalisklep
232864000;verwijderen trombus ge ï mplanteerde pulmonalisklep;232864000;Het verwijderen van trombus van ge ï mplanteerde pulmonaalklep;232864000;trombectomie van ge ï mplanteerd pulmonalisklepaandoeningen;232864000;trombectomie van ge ï mplanteerd pulmonalisklepaandoeningen
232865004;decalcificatie pulmonalisklep;232865004;Ontkalking van pulmonaalklep;232865004;decalcificatie klep;232865004;cari ë s van pulmonalisklep
232866003;decalcificatie ge ï mplanteerde pulmonalisklep;232866003;Ontkalking van ge ï mplanteerde pulmonaalklep;232866003;cari ë s ge ï mplanteerd pulmonalisklepaandoeningen;232866003;cari ë s ge ï mplanteerd pulmonalisklepaandoeningen
